comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.42;232;1;2.8;256;1;0;1;14000;40960;0;1;.004842;NA;.032469;.106074;.106074;1.42;232;99
1.42;231;1;2.8;256;1;0;1;13000;40960;0;0;0.025914;NA;0.173646;0.190855;0.190854;0.39;640;94
1.44;235;1;2.8;256;1;0;1;13000;40960;0;1;.004697;NA;.032065;.112206;.112206;1.44;235;99
1.43;233;1;2.8;256;1;0;1;12000;40960;0;0;0.026067;NA;0.178501;0.192014;0.192014;0.39;638;95
1.43;233;1;2.8;256;1;0;1;12000;40960;0;1;.004832;NA;.031610;.112379;.112379;1.43;233;99
1.44;232;1;2.8;256;1;0;1;11000;40960;0;0;0.026159;NA;0.176017;0.211106;0.211106;0.41;638;91
1.42;232;1;2.8;256;1;0;1;11000;40960;0;1;.004768;NA;.032084;.124312;.124312;1.42;232;99
1.42;233;1;2.8;256;1;0;1;10000;40960;0;0;0.026284;NA;0.169523;0.216719;0.216719;0.42;639;88
1.43;232;1;2.8;256;1;0;1;10000;40960;0;1;.004716;NA;.031906;.139187;.139187;1.43;232;99
1.43;233;1;2.8;256;1;0;1;9000;40960;0;0;0.026647;NA;0.173878;0.251215;0.251215;0.45;639;82
1.42;232;1;2.8;256;1;0;1;9000;40960;0;1;.004777;NA;.031922;.151115;.151115;1.42;232;99
1.43;232;1;2.8;256;1;0;1;8000;40960;0;0;0.025894;NA;0.171028;0.261569;0.261568;0.47;638;79
1.42;232;1;2.8;256;1;0;1;8000;40960;0;1;.004851;NA;.030553;.170336;.170336;1.42;232;99
1.40;232;1;2.8;256;1;0;2;25000;40960;0;0;0.044917;NA;0.175137;0.190386;0.190385;0.41;721;96
1.40;232;1;2.8;256;1;0;2;25000;40960;0;1;.006149;NA;.032277;.062167;.062167;1.40;232;99
1.40;233;1;2.8;256;1;0;2;24000;40960;0;0;0.044517;NA;0.180300;0.189567;0.189567;0.41;721;97
1.41;232;1;2.8;256;1;0;2;24000;40960;0;1;.006161;NA;.032795;.062463;.062463;1.41;232;99
1.41;231;1;2.8;256;1;0;2;23000;40960;0;0;0.043856;NA;0.185010;0.188684;0.188684;0.41;721;99
1.40;232;1;2.8;256;1;0;2;23000;40960;0;1;.006216;NA;.032495;.064547;.064547;1.40;232;100
1.42;231;1;2.8;256;1;0;2;22000;40960;0;0;0.044175;NA;0.178073;0.194015;0.194015;0.41;723;96
1.41;230;1;2.8;256;1;0;2;22000;40960;0;1;.006128;NA;.032305;.065275;.065275;1.41;230;99
1.41;233;1;2.8;256;1;0;2;21000;40960;0;0;0.043609;NA;0.179723;0.189695;0.189694;0.41;721;97
1.41;231;1;2.8;256;1;0;2;21000;40960;0;1;.006112;NA;.031779;.066804;.066804;1.41;231;100
1.40;231;1;2.8;256;1;0;2;20000;40960;0;0;0.045897;NA;0.178331;0.191655;0.191654;0.41;721;96
1.42;231;1;2.8;256;1;0;2;20000;40960;0;1;.006245;NA;.031816;.069776;.069776;1.42;231;99
1.41;232;1;2.8;256;1;0;2;19000;40960;0;0;0.043827;NA;0.180581;0.195885;0.195885;0.42;722;95
1.42;232;1;2.8;256;1;0;2;19000;40960;0;1;.006220;NA;.031092;.070788;.070788;1.42;232;100
1.40;230;1;2.8;256;1;0;2;18000;40960;0;0;0.043797;NA;0.178981;0.193776;0.193775;0.41;721;96
1.42;232;1;2.8;256;1;0;2;18000;40960;0;1;.006139;NA;.031976;.075332;.075332;1.42;232;100
1.41;232;1;2.8;256;1;0;2;17000;40960;0;0;0.044161;NA;0.177840;0.193172;0.193171;0.41;721;96
1.41;231;1;2.8;256;1;0;2;17000;40960;0;1;.006216;NA;.031276;.075347;.075347;1.41;231;99
1.40;232;1;2.8;256;1;0;2;16000;40960;0;0;0.044423;NA;0.176600;0.204552;0.204551;0.42;721;93
1.40;232;1;2.8;256;1;0;2;16000;40960;0;1;.006087;NA;.031521;.078526;.078526;1.40;232;99
1.40;232;1;2.8;256;1;0;2;15000;40960;0;0;0.044218;NA;0.176502;0.203894;0.203893;0.42;721;93
1.41;231;1;2.8;256;1;0;2;15000;40960;0;1;.006192;NA;.031231;.083407;.083407;1.41;231;99
1.41;231;1;2.8;256;1;0;2;14000;40960;0;0;0.044473;NA;0.180128;0.209303;0.209302;0.43;721;93
1.41;232;1;2.8;256;1;0;2;14000;40960;0;1;.006154;NA;.031728;.091223;.091223;1.41;232;100
1.41;232;1;2.8;256;1;0;2;13000;40960;0;0;0.046072;NA;0.173487;0.213890;0.213890;0.43;721;90
1.42;233;1;2.8;256;1;0;2;13000;40960;0;1;.006195;NA;.030317;.095388;.095387;1.42;233;99
1.42;231;1;2.8;256;1;0;2;12000;40960;0;0;0.044087;NA;0.177622;0.231808;0.231808;0.45;723;87
1.41;232;1;2.8;256;1;0;2;12000;40960;0;1;.006154;NA;.030217;.101552;.101552;1.41;232;100
1.41;232;1;2.8;256;1;0;2;11000;40960;0;0;0.046301;NA;0.177496;0.229326;0.229325;0.45;721;88
1.39;233;1;2.8;256;1;0;2;11000;40960;0;1;.006138;NA;.031468;.115780;.115779;1.39;233;99
1.41;232;1;2.8;256;1;0;2;10000;40960;0;0;0.045044;NA;0.179715;0.243969;0.243968;0.46;721;86
1.40;231;1;2.8;256;1;0;2;10000;40960;0;1;.006072;NA;.030853;.116571;.116571;1.40;231;99
1.42;232;1;2.8;256;1;0;2;9000;40960;0;0;0.044730;NA;0.198858;0.274955;0.274955;0.49;722;84
1.40;231;1;2.8;256;1;0;2;9000;40960;0;1;.006136;NA;.029912;.130422;.130422;1.40;231;99
1.42;231;1;2.8;256;1;0;2;8000;40960;0;0;0.044337;NA;0.177426;0.290433;0.290432;0.51;722;78
1.41;232;1;2.8;256;1;0;2;8000;40960;0;1;.006139;NA;.031000;.150711;.150711;1.41;232;99
1.37;230;1;2.8;256;1;0;3;25000;40960;0;0;0.039566;NA;0.096835;0.193642;0.193641;0.41;482;74
1.36;231;1;2.8;256;1;0;3;25000;40960;0;1;.007398;NA;.027064;.045941;.045941;1.36;231;99
1.38;229;1;2.8;256;1;0;3;24000;40960;0;0;0.039260;NA;0.094027;0.204644;0.204644;0.42;484;73
1.38;231;1;2.8;256;1;0;3;24000;40960;0;1;.007409;NA;.029190;.044390;.044390;1.38;231;99
1.36;231;1;2.8;256;1;0;3;23000;40960;0;0;0.039490;NA;0.094541;0.204564;0.204563;0.42;482;73
1.38;231;1;2.8;256;1;0;3;23000;40960;0;1;.007336;NA;.027575;.047647;.047646;1.38;231;100
1.37;230;1;2.8;256;1;0;3;22000;40960;0;0;0.037736;NA;0.094174;0.208240;0.208240;0.42;482;72
1.37;230;1;2.8;256;1;0;3;22000;40960;0;1;.007422;NA;.028292;.048389;.048388;1.37;230;99
1.37;230;1;2.8;256;1;0;3;21000;40960;0;0;0.038243;NA;0.092741;0.216459;0.216459;0.44;482;70
1.38;229;1;2.8;256;1;0;3;21000;40960;0;1;.007409;NA;.027742;.050809;.050808;1.38;229;99
1.37;229;1;2.8;256;1;0;3;20000;40960;0;0;0.038275;NA;0.096657;0.203539;0.203538;0.42;482;74
1.38;230;1;2.8;256;1;0;3;20000;40960;0;1;.007420;NA;.026096;.055795;.055795;1.38;230;99
1.37;230;1;2.8;256;1;0;3;19000;40960;0;0;0.037594;NA;0.098481;0.206505;0.206504;0.43;482;73
1.37;230;1;2.8;256;1;0;3;19000;40960;0;1;.007393;NA;.027386;.053626;.053626;1.37;230;99
1.38;231;1;2.8;256;1;0;3;18000;40960;0;0;0.039140;NA;0.094342;0.212380;0.212380;0.43;482;71
1.37;230;1;2.8;256;1;0;3;18000;40960;0;1;.007376;NA;.026457;.055536;.055536;1.37;230;99
1.37;230;1;2.8;256;1;0;3;17000;40960;0;0;0.040089;NA;0.091611;0.208213;0.208212;0.42;484;72
1.38;231;1;2.8;256;1;0;3;17000;40960;0;1;.007384;NA;.025600;.062691;.062691;1.38;231;99
1.36;231;1;2.8;256;1;0;3;16000;40960;0;0;0.038135;NA;0.092006;0.222187;0.222186;0.43;482;70
1.37;231;1;2.8;256;1;0;3;16000;40960;0;1;.007395;NA;.026304;.062070;.062069;1.37;231;99
1.38;230;1;2.8;256;1;0;3;15000;40960;0;0;0.038809;NA;0.094432;0.228970;0.228970;0.45;482;68
1.37;230;1;2.8;256;1;0;3;15000;40960;0;1;.007409;NA;.026610;.065325;.065325;1.37;230;99
1.38;230;1;2.8;256;1;0;3;14000;40960;0;0;0.040278;NA;0.094696;0.243411;0.243410;0.47;482;66
1.39;231;1;2.8;256;1;0;3;14000;40960;0;1;.007321;NA;.025894;.070046;.070046;1.39;231;99
1.37;229;1;2.8;256;1;0;3;13000;40960;0;0;0.038129;NA;0.092244;0.256324;0.256323;0.48;482;64
1.37;230;1;2.8;256;1;0;3;13000;40960;0;1;.007376;NA;.027359;.076084;.076084;1.37;230;100
1.37;229;1;2.8;256;1;0;3;12000;40960;0;0;0.037769;NA;0.092660;0.264376;0.264375;0.49;482;63
1.38;230;1;2.8;256;1;0;3;12000;40960;0;1;.007370;NA;.025965;.081005;.081005;1.38;230;99
1.37;230;1;2.8;256;1;0;3;11000;40960;0;0;0.037297;NA;0.094088;0.274942;0.274941;0.49;482;62
1.38;230;1;2.8;256;1;0;3;11000;40960;0;1;.007451;NA;.026136;.089913;.089913;1.38;230;99
1.38;231;1;2.8;256;1;0;3;10000;40960;0;0;0.036757;NA;0.095136;0.292421;0.292421;0.51;482;60
1.38;230;1;2.8;256;1;0;3;10000;40960;0;1;.007359;NA;.025031;.095885;.095885;1.38;230;99
1.38;231;1;2.8;256;1;0;3;9000;40960;0;0;0.040646;NA;0.092567;0.312775;0.312774;0.53;482;58
1.38;229;1;2.8;256;1;0;3;9000;40960;0;1;.007553;NA;.024851;.105796;.105796;1.38;229;99
1.36;231;1;2.8;256;1;0;3;8000;40960;0;0;0.038835;NA;0.094956;0.341932;0.341931;0.56;482;54
1.37;230;1;2.8;256;1;0;3;8000;40960;0;1;.007406;NA;.024731;.116990;.116990;1.37;230;99
1.38;231;1;2.8;256;1;0;4;25000;40960;0;0;0.037774;NA;0.096564;0.160896;0.160895;0.38;483;81
1.38;231;1;2.8;256;1;0;4;25000;40960;0;1;.007405;NA;.022652;.041832;.041831;1.38;231;99
1.36;229;1;2.8;256;1;0;4;24000;40960;0;0;0.038059;NA;0.097050;0.159937;0.159936;0.38;481;82
1.36;230;1;2.8;256;1;0;4;24000;40960;0;1;.007365;NA;.022442;.043853;.043853;1.36;230;100
1.37;229;1;2.8;256;1;0;4;23000;40960;0;0;0.037999;NA;0.095789;0.168248;0.168248;0.38;483;80
1.36;229;1;2.8;256;1;0;4;23000;40960;0;1;.007302;NA;.022254;.046215;.046215;1.36;229;99
1.37;231;1;2.8;256;1;0;4;22000;40960;0;0;0.037570;NA;0.095135;0.173446;0.173446;0.39;481;78
1.36;230;1;2.8;256;1;0;4;22000;40960;0;1;.007334;NA;.021990;.046939;.046939;1.36;230;99
1.37;230;1;2.8;256;1;0;4;21000;40960;0;0;0.036917;NA;0.094016;0.172134;0.172133;0.39;481;79
1.36;230;1;2.8;256;1;0;4;21000;40960;0;1;.007309;NA;.021431;.049557;.049557;1.36;230;99
1.37;230;1;2.8;256;1;0;4;20000;40960;0;0;0.037724;NA;0.095630;0.181010;0.181010;0.39;481;78
1.37;231;1;2.8;256;1;0;4;20000;40960;0;1;.007300;NA;.021122;.050652;.050652;1.37;231;99
1.38;229;1;2.8;256;1;0;4;19000;40960;0;0;0.038473;NA;0.097016;0.184364;0.184364;0.40;481;77
1.38;229;1;2.8;256;1;0;4;19000;40960;0;1;.007441;NA;.020761;.054673;.054673;1.38;229;99
1.37;230;1;2.8;256;1;0;4;18000;40960;0;0;0.039442;NA;0.094450;0.181280;0.181279;0.40;481;76
1.36;231;1;2.8;256;1;0;4;18000;40960;0;1;.007294;NA;.021719;.055950;.055950;1.36;231;99
1.38;230;1;2.8;256;1;0;4;17000;40960;0;0;0.039323;NA;0.095485;0.185969;0.185968;0.40;481;77
1.37;230;1;2.8;256;1;0;4;17000;40960;0;1;.007318;NA;.021605;.056848;.056848;1.37;230;99
1.38;231;1;2.8;256;1;0;4;16000;40960;0;0;0.037491;NA;0.094961;0.203002;0.203001;0.42;481;73
1.37;230;1;2.8;256;1;0;4;16000;40960;0;1;.007338;NA;.021088;.060736;.060736;1.37;230;99
1.38;229;1;2.8;256;1;0;4;15000;40960;0;0;0.039747;NA;0.096357;0.205176;0.205175;0.42;481;73
1.36;230;1;2.8;256;1;0;4;15000;40960;0;1;.007350;NA;.022131;.064352;.064352;1.36;230;99
1.37;229;1;2.8;256;1;0;4;14000;40960;0;0;0.038897;NA;0.094463;0.210949;0.210949;0.42;481;72
1.37;229;1;2.8;256;1;0;4;14000;40960;0;1;.007283;NA;.020316;.068451;.068451;1.37;229;99
1.38;231;1;2.8;256;1;0;4;13000;40960;0;0;0.037825;NA;0.094988;0.218608;0.218607;0.43;481;70
1.36;231;1;2.8;256;1;0;4;13000;40960;0;1;.007312;NA;.021713;.071157;.071157;1.36;231;99
1.37;229;1;2.8;256;1;0;4;12000;40960;0;0;0.037514;NA;0.094998;0.230066;0.230066;0.44;481;69
1.36;229;1;2.8;256;1;0;4;12000;40960;0;1;.007253;NA;.020756;.077703;.077703;1.36;229;99
1.36;230;1;2.8;256;1;0;4;11000;40960;0;0;0.037559;NA;0.097230;0.240247;0.240246;0.46;481;68
1.37;230;1;2.8;256;1;0;4;11000;40960;0;1;.007697;NA;.021386;.083710;.083709;1.37;230;99
1.37;231;1;2.8;256;1;0;4;10000;40960;0;0;0.036930;NA;0.095546;0.258175;0.258174;0.48;481;64
1.36;230;1;2.8;256;1;0;4;10000;40960;0;1;.007344;NA;.021023;.090679;.090679;1.36;230;99
1.37;231;1;2.8;256;1;0;4;9000;40960;0;0;0.039121;NA;0.099995;0.274438;0.274438;0.49;481;64
1.36;230;1;2.8;256;1;0;4;9000;40960;0;1;.007374;NA;.020556;.101942;.101942;1.36;230;99
1.37;229;1;2.8;256;1;0;4;8000;40960;0;0;0.038306;NA;0.096717;0.298936;0.298935;0.52;481;60
1.37;230;1;2.8;256;1;0;4;8000;40960;0;1;.007284;NA;.020660;.112218;.112218;1.37;230;99
1.37;231;1;2.8;256;1;0;5;25000;40960;0;0;0.037227;NA;0.132020;0.188600;0.188599;0.41;562;84
1.37;231;1;2.8;256;1;0;5;25000;40960;0;1;.007380;NA;.028073;.044905;.044905;1.37;231;99
1.37;231;1;2.8;256;1;0;5;24000;40960;0;0;0.039460;NA;0.128866;0.186561;0.186560;0.40;562;85
1.39;230;1;2.8;256;1;0;5;24000;40960;0;1;.007394;NA;.027537;.044759;.044759;1.39;230;99
1.39;230;1;2.8;256;1;0;5;23000;40960;0;0;0.037865;NA;0.129786;0.196568;0.196567;0.41;562;82
1.37;231;1;2.8;256;1;0;5;23000;40960;0;1;.007315;NA;.027438;.046941;.046940;1.37;231;99
1.39;230;1;2.8;256;1;0;5;22000;40960;0;0;0.039280;NA;0.132818;0.190730;0.190729;0.40;562;85
1.38;231;1;2.8;256;1;0;5;22000;40960;0;1;.007412;NA;.027970;.046585;.046585;1.38;231;99
1.38;232;1;2.8;256;1;0;5;21000;40960;0;0;0.039581;NA;0.128920;0.202281;0.202281;0.43;562;81
1.38;231;1;2.8;256;1;0;5;21000;40960;0;1;.007408;NA;.027170;.047176;.047176;1.38;231;99
1.37;231;1;2.8;256;1;0;5;20000;40960;0;0;0.040346;NA;0.128754;0.197913;0.197913;0.41;562;83
1.39;231;1;2.8;256;1;0;5;20000;40960;0;1;.007424;NA;.027600;.051470;.051470;1.39;231;99
1.38;231;1;2.8;256;1;0;5;19000;40960;0;0;0.038541;NA;0.130539;0.214990;0.214989;0.43;562;80
1.39;230;1;2.8;256;1;0;5;19000;40960;0;1;.007436;NA;.027068;.053105;.053105;1.39;230;99
1.39;231;1;2.8;256;1;0;5;18000;40960;0;0;0.038507;NA;0.131162;0.195133;0.195132;0.42;562;82
1.38;231;1;2.8;256;1;0;5;18000;40960;0;1;.007351;NA;.027732;.056535;.056535;1.38;231;99
1.38;230;1;2.8;256;1;0;5;17000;40960;0;0;0.038175;NA;0.129267;0.205773;0.205773;0.42;562;81
1.37;230;1;2.8;256;1;0;5;17000;40960;0;1;.007303;NA;.028109;.058279;.058279;1.37;230;99
1.38;231;1;2.8;256;1;0;5;16000;40960;0;0;0.039985;NA;0.128695;0.225643;0.225643;0.45;562;77
1.38;232;1;2.8;256;1;0;5;16000;40960;0;1;.007375;NA;.026662;.063947;.063947;1.38;232;100
1.38;231;1;2.8;256;1;0;5;15000;40960;0;0;0.037893;NA;0.128251;0.222927;0.222927;0.44;562;77
1.38;231;1;2.8;256;1;0;5;15000;40960;0;1;.007363;NA;.026417;.066233;.066233;1.38;231;99
1.37;231;1;2.8;256;1;0;5;14000;40960;0;0;0.037768;NA;0.129020;0.227729;0.227728;0.44;562;76
1.37;230;1;2.8;256;1;0;5;14000;40960;0;1;.007446;NA;.026518;.070374;.070374;1.37;230;99
1.38;231;1;2.8;256;1;0;5;13000;40960;0;0;0.039867;NA;0.127982;0.237880;0.237879;0.45;562;75
1.37;231;1;2.8;256;1;0;5;13000;40960;0;1;.007436;NA;.025650;.076759;.076759;1.37;231;99
1.38;231;1;2.8;256;1;0;5;12000;40960;0;0;0.038533;NA;0.128300;0.247114;0.247113;0.46;562;73
1.39;230;1;2.8;256;1;0;5;12000;40960;0;1;.007479;NA;.025763;.079707;.079706;1.39;230;99
1.38;230;1;2.8;256;1;0;5;11000;40960;0;0;0.040178;NA;0.127508;0.263367;0.263366;0.48;562;70
1.39;231;1;2.8;256;1;0;5;11000;40960;0;1;.007446;NA;.025895;.087351;.087350;1.39;231;99
1.37;231;1;2.8;256;1;0;5;10000;40960;0;0;0.038731;NA;0.127510;0.279578;0.279578;0.49;562;69
1.39;230;1;2.8;256;1;0;5;10000;40960;0;1;.007415;NA;.026045;.091804;.091804;1.39;230;99
1.38;230;1;2.8;256;1;0;5;9000;40960;0;0;0.038482;NA;0.127386;0.304700;0.304699;0.51;562;65
1.39;231;1;2.8;256;1;0;5;9000;40960;0;1;.007359;NA;.025641;.106321;.106321;1.39;231;99
1.39;230;1;2.8;256;1;0;5;8000;40960;0;0;0.039206;NA;0.127046;0.335760;0.335760;0.55;562;62
1.39;230;1;2.8;256;1;0;5;8000;40960;0;1;.007542;NA;.025522;.113820;.113820;1.39;230;99
1.38;229;1;2.8;256;1;0;6;25000;40960;0;0;0.020530;NA;0.046946;0.072086;0.072085;0.27;403;90
1.37;231;1;2.8;256;1;0;6;25000;40960;0;1;.003769;NA;.009575;.015963;.015963;1.37;231;99
1.36;231;1;2.8;256;1;0;6;24000;40960;0;0;0.020180;NA;0.045363;0.073801;0.073801;0.27;403;89
1.35;230;1;2.8;256;1;0;6;24000;40960;0;1;.003642;NA;.008709;.017037;.017037;1.35;230;99
1.37;229;1;2.8;256;1;0;6;23000;40960;0;0;0.020198;NA;0.045624;0.069706;0.069705;0.27;403;89
1.38;229;1;2.8;256;1;0;6;23000;40960;0;1;.003725;NA;.009487;.016660;.016660;1.38;229;99
1.37;231;1;2.8;256;1;0;6;22000;40960;0;0;0.020219;NA;0.047151;0.071927;0.071927;0.26;405;89
1.38;230;1;2.8;256;1;0;6;22000;40960;0;1;.003812;NA;.009247;.016139;.016139;1.38;230;99
1.37;229;1;2.8;256;1;0;6;21000;40960;0;0;0.020540;NA;0.045798;0.079151;0.079150;0.27;403;87
1.38;231;1;2.8;256;1;0;6;21000;40960;0;1;.003774;NA;.009193;.016907;.016907;1.38;231;99
1.37;231;1;2.8;256;1;0;6;20000;40960;0;0;0.019568;NA;0.045972;0.075199;0.075198;0.26;403;88
1.37;230;1;2.8;256;1;0;6;20000;40960;0;1;.003623;NA;.009071;.017372;.017372;1.37;230;99
1.38;230;1;2.8;256;1;0;6;19000;40960;0;0;0.020157;NA;0.046130;0.076421;0.076420;0.27;403;87
1.36;230;1;2.8;256;1;0;6;19000;40960;0;1;.003714;NA;.009608;.017128;.017128;1.36;230;99
1.37;229;1;2.8;256;1;0;6;18000;40960;0;0;0.020324;NA;0.045585;0.079451;0.079451;0.27;403;87
1.38;231;1;2.8;256;1;0;6;18000;40960;0;1;.003722;NA;.008897;.017976;.017976;1.38;231;99
1.38;230;1;2.8;256;1;0;6;17000;40960;0;0;0.020216;NA;0.046204;0.081100;0.081099;0.28;403;86
1.36;231;1;2.8;256;1;0;6;17000;40960;0;1;.003737;NA;.009346;.018091;.018090;1.36;231;99
1.38;230;1;2.8;256;1;0;6;16000;40960;0;0;0.020353;NA;0.045310;0.084058;0.084057;0.28;403;84
1.38;231;1;2.8;256;1;0;6;16000;40960;0;1;.003816;NA;.009184;.019511;.019511;1.38;231;99
1.39;230;1;2.8;256;1;0;6;15000;40960;0;0;0.020020;NA;0.045932;0.084569;0.084568;0.29;403;85
1.38;229;1;2.8;256;1;0;6;15000;40960;0;1;.003707;NA;.008791;.019186;.019185;1.38;229;99
1.36;230;1;2.8;256;1;0;6;14000;40960;0;0;0.020684;NA;0.045572;0.089463;0.089463;0.28;405;84
1.38;229;1;2.8;256;1;0;6;14000;40960;0;1;.003674;NA;.009091;.019769;.019769;1.38;229;99
1.38;230;1;2.8;256;1;0;6;13000;40960;0;0;0.020291;NA;0.045573;0.092801;0.092800;0.29;403;83
1.36;230;1;2.8;256;1;0;6;13000;40960;0;1;.003778;NA;.009218;.020397;.020396;1.36;230;99
1.38;229;1;2.8;256;1;0;6;12000;40960;0;0;0.019617;NA;0.044536;0.096548;0.096548;0.29;403;82
1.37;231;1;2.8;256;1;0;6;12000;40960;0;1;.003827;NA;.008708;.024676;.024676;1.37;231;99
1.38;231;1;2.8;256;1;0;6;11000;40960;0;0;0.020372;NA;0.045994;0.102331;0.102331;0.30;403;79
1.37;230;1;2.8;256;1;0;6;11000;40960;0;1;.003727;NA;.008989;.022213;.022213;1.37;230;99
1.38;229;1;2.8;256;1;0;6;10000;40960;0;0;0.020272;NA;0.044442;0.108456;0.108456;0.31;403;77
1.38;229;1;2.8;256;1;0;6;10000;40960;0;1;.003727;NA;.008707;.026500;.026500;1.38;229;99
1.38;229;1;2.8;256;1;0;6;9000;40960;0;0;0.019838;NA;0.045334;0.115846;0.115845;0.32;403;75
1.37;230;1;2.8;256;1;0;6;9000;40960;0;1;.003626;NA;.008819;.027015;.027015;1.37;230;99
1.36;229;1;2.8;256;1;0;6;8000;40960;0;0;0.020127;NA;0.045287;0.125102;0.125101;0.33;403;73
1.37;230;1;2.8;256;1;0;6;8000;40960;0;1;.003853;NA;.008815;.027161;.027161;1.37;230;99
1.42;233;1;2.6;256;1;0;1;25000;40960;0;0;0.025881;NA;0.176426;0.140823;0.140822;0.35;638;107
1.43;232;1;2.6;256;1;0;1;25000;40960;0;1;.004772;NA;.033777;.067234;.067234;1.43;232;99
1.42;232;1;2.6;256;1;0;1;24000;40960;0;0;0.025440;NA;0.173911;0.139281;0.139280;0.34;642;108
1.44;233;1;2.6;256;1;0;1;24000;40960;0;1;.004895;NA;.034131;.068299;.068298;1.44;233;99
1.43;233;1;2.6;256;1;0;1;23000;40960;0;0;0.026147;NA;0.179935;0.144219;0.144219;0.34;639;110
1.43;233;1;2.6;256;1;0;1;23000;40960;0;1;.004825;NA;.034210;.068836;.068836;1.43;233;99
1.42;232;1;2.6;256;1;0;1;22000;40960;0;0;0.025854;NA;0.177243;0.148238;0.148237;0.35;640;106
1.42;232;1;2.6;256;1;0;1;22000;40960;0;1;.004678;NA;.032302;.073185;.073185;1.42;232;99
1.42;233;1;2.6;256;1;0;1;21000;40960;0;0;0.026146;NA;0.174445;0.145328;0.145328;0.35;638;106
1.42;232;1;2.6;256;1;0;1;21000;40960;0;1;.004869;NA;.032708;.069649;.069649;1.42;232;99
1.43;233;1;2.6;256;1;0;1;20000;40960;0;0;0.026043;NA;0.174814;0.154359;0.154358;0.35;638;105
1.43;232;1;2.6;256;1;0;1;20000;40960;0;1;.004740;NA;.032741;.075960;.075960;1.43;232;99
1.44;232;1;2.6;256;1;0;1;19000;40960;0;0;0.025138;NA;0.176019;0.158097;0.158096;0.36;640;104
1.42;233;1;2.6;256;1;0;1;19000;40960;0;1;.004636;NA;.032458;.075686;.075685;1.42;233;99
1.43;233;1;2.6;256;1;0;1;18000;40960;0;0;0.026341;NA;0.185335;0.162589;0.162588;0.36;640;106
1.42;232;1;2.6;256;1;0;1;18000;40960;0;1;.004859;NA;.033402;.080411;.080411;1.42;232;99
1.43;232;1;2.6;256;1;0;1;17000;40960;0;0;0.025878;NA;0.177143;0.159503;0.159502;0.36;638;104
1.43;233;1;2.6;256;1;0;1;17000;40960;0;1;.004823;NA;.031769;.081784;.081784;1.43;233;99
1.42;233;1;2.6;256;1;0;1;16000;40960;0;0;0.025431;NA;0.171660;0.175927;0.175927;0.38;638;96
1.44;233;1;2.6;256;1;0;1;16000;40960;0;1;.005020;NA;.032012;.086780;.086780;1.44;233;99
1.43;232;1;2.6;256;1;0;1;15000;40960;0;0;0.026026;NA;0.171241;0.164310;0.164309;0.37;638;100
1.42;233;1;2.6;256;1;0;1;15000;40960;0;1;.004785;NA;.031987;.093029;.093029;1.42;233;99
1.43;233;1;2.6;256;1;0;1;14000;40960;0;0;0.025918;NA;0.173496;0.192269;0.192268;0.40;638;93
1.42;232;1;2.6;256;1;0;1;14000;40960;0;1;.004820;NA;.032077;.104627;.104627;1.42;232;99
1.43;232;1;2.6;256;1;0;1;13000;40960;0;0;0.026134;NA;0.180943;0.190612;0.190612;0.40;638;96
1.42;233;1;2.6;256;1;0;1;13000;40960;0;1;.005016;NA;.031618;.109265;.109265;1.42;233;99
1.42;233;1;2.6;256;1;0;1;12000;40960;0;0;0.025929;NA;0.170609;0.197509;0.197508;0.41;639;91
1.44;233;1;2.6;256;1;0;1;12000;40960;0;1;.004864;NA;.031358;.116515;.116515;1.44;233;99
1.44;233;1;2.6;256;1;0;1;11000;40960;0;0;0.025526;NA;0.169690;0.221399;0.221398;0.42;640;87
1.42;233;1;2.6;256;1;0;1;11000;40960;0;1;.004819;NA;.031495;.127888;.127888;1.42;233;100
1.43;232;1;2.6;256;1;0;1;10000;40960;0;0;0.026071;NA;0.182772;0.220610;0.220609;0.42;642;91
1.42;232;1;2.6;256;1;0;1;10000;40960;0;1;.004775;NA;.031075;.133962;.133962;1.42;232;99
1.43;233;1;2.6;256;1;0;1;9000;40960;0;0;0.025994;NA;0.182284;0.244036;0.244036;0.44;639;85
1.43;232;1;2.6;256;1;0;1;9000;40960;0;1;.004881;NA;.032119;.151783;.151782;1.43;232;99
1.43;232;1;2.6;256;1;0;1;8000;40960;0;0;0.025485;NA;0.178530;0.267206;0.267205;0.47;638;81
1.42;232;1;2.6;256;1;0;1;8000;40960;0;1;.004697;NA;.031143;.166858;.166858;1.42;232;100
1.39;232;1;2.6;256;1;0;2;25000;40960;0;0;0.044817;NA;0.181554;0.193311;0.193310;0.41;723;97
1.41;232;1;2.6;256;1;0;2;25000;40960;0;1;.006144;NA;.031966;.060469;.060469;1.41;232;99
1.40;232;1;2.6;256;1;0;2;24000;40960;0;0;0.044409;NA;0.178755;0.184047;0.184046;0.40;721;98
1.40;232;1;2.6;256;1;0;2;24000;40960;0;1;.006150;NA;.033338;.062888;.062888;1.40;232;99
1.42;231;1;2.6;256;1;0;2;23000;40960;0;0;0.043656;NA;0.178431;0.189422;0.189421;0.41;722;97
