comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.49          216                1                  0    10       512       0         1         0         1         0         0         1500             81920       0           0           .002388      NA          .219741           1.747378            1.747378           1.884000             2543          142
1.73          216                1                  0    10       512       0         1         0         1         0         0         1450             81920       0           0           .002457      NA          .226478           1.781542            1.781542           1.951000             2543          141
1.68          218                1                  0    10       512       0         1         0         1         0         0         1400             81920       0           0           .002909      NA          .240123           1.854873            1.854873           2.025000             2543          144
1.76          216                1                  0    10       512       0         1         0         1         0         0         1350             81920       0           0           .002480      NA          .228067           1.924393            1.924393           2.081000             2543          133
1.56          217                1                  0    10       512       0         1         0         1         0         0         1300             81920       0           0           .002151      NA          .243562           2.058810            2.058810           2.158000             2543          134
1.80          216                1                  0    10       512       0         1         0         1         0         0         1250             81920       0           0           .002257      NA          .255974           2.112658            2.112658           2.237000             2543          135
1.79          220                1                  0    10       512       0         1         0         1         0         0         1200             81920       0           0           .002303      NA          .244820           2.180703            2.180703           2.324000             2543          126
1.65          216                1                  0    10       512       0         1         0         1         0         0         1150             81920       0           0           .002817      NA          .273252           2.258787            2.258787           2.431000             2543          133
1.67          216                1                  0    10       512       0         1         0         1         0         0         1100             81920       0           0           .002824      NA          .270360           2.345316            2.345316           2.529000             2543          127
1.53          218                1                  0    10       512       0         1         0         1         0         0         1050             81920       0           0           .002724      NA          .274255           2.429745            2.429745           2.651000             2543          122
1.71          217                1                  0    10       512       0         1         0         1         0         0         1000             81920       0           0           .002727      NA          .272335           2.637304            2.637304           2.775000             2543          116
1.62          216                1                  0    10       512       0         1         0         1         0         0         950              81920       0           0           .002820      NA          .276404           2.733931            2.733931           2.918000             2543          112
1.69          218                1                  0    10       512       0         1         0         1         0         0         900              81920       0           0           .002820      NA          .299058           2.908736            2.908736           3.073000             2543          114
1.56          217                1                  0    10       512       0         1         0         1         0         0         850              81920       0           0           .002635      NA          .321173           3.079439            3.079438           3.249000             2543          114
1.80          217                1                  0    10       512       0         1         0         1         0         0         800              81920       0           0           .002553      NA          .289332           3.332250            3.332250           3.437000             2546          98
1.50          216                1                  0    10       512       0         1         0         1         0         0         750              81920       0           0           .002456      NA          .323570           3.451636            3.451636           3.661000             2543          101
1.55          218                1                  0    10       512       0         1         0         1         0         0         700              81920       0           0           .002911      NA          .328464           3.780009            3.780009           3.924000             2543          96
1.72          218                1                  0    10       512       0         1         0         1         0         0         650              81920       0           0           .002452      NA          .338866           4.042377            4.042377           4.213000             2543          92
1.50          217                1                  0    10       512       0         1         0         1         0         0         600              81920       0           0           .002812      NA          .365232           4.397246            4.397246           4.556000             2543          91
1.61          217                1                  0    10       512       0         1         0         1         0         0         550              81920       0           0           .002301      NA          .354074           4.831692            4.831692           4.956000             2543          80
1.50          216                1                  0    10       512       0         1         0         1         0         0         500              81920       0           0           .002288      NA          .349814           5.338189            5.338188           5.442000             2543          73
1.51          217                1                  0    10       512       0         1         0         1         0         0         450              81920       0           0           .002752      NA          .381086           5.949852            5.949852           6.031000             2543          72
1.57          216                1                  0    10       512       0         1         0         1         0         0         400              81920       0           0           .002713      NA          .353178           6.700946            6.700946           6.781000             2543          59
1.80          218                1                  0    10       512       0         1         0         1         0         0         350              81920       0           0           .002296      NA          .334272           6.208125            6.208125           7.080000             2543          55
1.82          216                1                  0    10       512       0         1         0         1         0         0         300              81920       0           0           .002538      NA          .431590           8.800902            8.800902           9.002000             2543          53
1.68          217                1                  0    10       512       0         1         0         1         0         0         250              81920       0           0           .002648      NA          .415663           10.393878           10.393877          10.798000            2543          43
1.51          217                1                  0    10       512       0         1         0         1         0         0         200              81920       0           0           .002905      NA          .435641           13.144204           13.144204          13.461000            2543          36
1.81          216                1                  0    10       512       0         1         0         1         0         0         150              81920       0           0           .002310      NA          .451663           17.498546           17.498546          17.909000            2543          27
1.69          216                1                  0    10       512       0         1         0         1         0         0         100              81920       0           0           .002813      NA          .482918           26.228670           26.228670          26.818000            2543          19
1.69          217                1                  0    10       512       0         1         0         2         0         0         1500             81920       0           0           .004500      NA          .204556           3.086544            3.086543           3.715000             2553          69
1.52          217                1                  0    10       512       0         1         0         2         0         0         1450             81920       0           0           .003726      NA          .204630           2.969847            2.969847           3.804000             2553          67
1.66          216                1                  0    10       512       0         1         0         2         0         0         1400             81920       0           0           .004445      NA          .214829           3.337647            3.337647           3.957000             2553          67
1.64          217                1                  0    10       512       0         1         0         2         0         0         1350             81920       0           0           .004353      NA          .193109           3.395542            3.395542           4.088000             2553          60
1.50          217                1                  0    10       512       0         1         0         2         0         0         1300             81920       0           0           .004333      NA          .167189           3.423833            3.423832           4.229000             2553          51
1.70          217                1                  0    10       512       0         1         0         2         0         0         1250             81920       0           0           .004021      NA          .196913           3.559703            3.559703           4.442000             2553          55
1.49          217                1                  0    10       512       0         1         0         2         0         0         1200             81920       0           0           .004310      NA          .211607           3.691553            3.691553           4.563000             2553          57
1.68          219                1                  0    10       512       0         1         0         2         0         0         1150             81920       0           0           .003824      NA          .195678           3.953572            3.953572           4.781000             2553          51
1.51          216                1                  0    10       512       0         1         0         2         0         0         1100             81920       0           0           .004440      NA          .200020           4.016504            4.016504           4.984000             2553          50
1.60          217                1                  0    10       512       0         1         0         2         0         0         1050             81920       0           0           .004439      NA          .188616           4.318239            4.318239           5.216000             2553          46
1.65          217                1                  0    10       512       0         1         0         2         0         0         1000             81920       0           0           .004326      NA          .213916           4.410331            4.410331           5.477000             2553          48
1.69          216                1                  0    10       512       0         1         0         2         0         0         950              81920       0           0           .004323      NA          .203816           4.665960            4.665960           5.763000             2553          44
1.85          216                1                  0    10       512       0         1         0         2         0         0         900              81920       0           0           .004154      NA          .216510           4.954577            4.954577           6.074000             2553          43
1.78          217                1                  0    10       512       0         1         0         2         0         0         850              81920       0           0           .004178      NA          .214753           5.234366            5.234366           6.411000             2553          41
1.40          219                1                  0    10       512       0         1         0         2         0         0         800              81920       0           0           .003591      NA          .213963           5.399703            5.399703           6.804000             2553          38
1.48          216                1                  0    10       512       0         1         0         2         0         0         750              81920       0           0           .004468      NA          .225681           6.238636            6.238635           7.261000             2553          38
1.67          215                1                  0    10       512       0         1         0         2         0         0         700              81920       0           0           .003875      NA          .243188           6.900999            6.900999           7.773000             2553          37
1.61          216                1                  0    10       512       0         1         0         2         0         0         650              81920       0           0           .004642      NA          .238058           7.206584            7.206584           8.352000             2553          34
1.66          217                1                  0    10       512       0         1         0         2         0         0         600              81920       0           0           .004040      NA          .244511           8.147066            8.147066           9.029000             2553          32
1.65          217                1                  0    10       512       0         1         0         2         0         0         550              81920       0           0           .004133      NA          .239163           9.035035            9.035035           9.852000             2553          29
1.50          216                1                  0    10       512       0         1         0         2         0         0         500              81920       0           0           .003751      NA          .270185           10.034830           10.034830          10.816000            2553          29
1.77          216                1                  0    10       512       0         1         0         2         0         0         450              81920       0           0           .004333      NA          .280741           11.265250           11.265250          12.019000            2553          27
1.52          217                1                  0    10       512       0         1         0         2         0         0         400              81920       0           0           .004190      NA          .283915           13.144983           13.144983          13.504000            2553          24
1.50          216                1                  0    10       512       0         1         0         2         0         0         350              81920       0           0           .003858      NA          .287285           12.453434           12.453434          14.171000            2553          24
1.50          216                1                  0    10       512       0         1         0         2         0         0         300              81920       0           0           .003459      NA          .320912           17.246376           17.246376          17.973000            2553          20
1.68          217                1                  0    10       512       0         1         0         2         0         0         250              81920       0           0           .004652      NA          .317850           20.325086           20.325085          21.557000            2553          17
1.58          217                1                  0    10       512       0         1         0         2         0         0         200              81920       0           0           .003638      NA          .338839           25.835335           25.835334          26.914000            2553          14
1.47          216                1                  0    10       512       0         1         0         2         0         0         150              81920       0           0           NA           30.000000   3                 0
