nodes                                  program        c.domain  adv.model   protocol  comp.intbits  comp.inttriples  comp.vmrounds  input_size  runtime(s)  maxPhyRAM(MiB)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               101            10          0.0848908   17              ~216          2.56973         5.14611
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               401            20          0.15938     16              ~816          2.59853         5.22291
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               901            30          0.329727    18              ~1816         2.64653         5.35091
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               1601           40          0.493262    18              ~3216         2.71373         5.53011
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               2501           50          0.699921    19              ~5016         2.80013         5.76051
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               3601           60          0.940751    19              ~7216         2.90573         6.04211
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               4901           70          1.41189     20              ~9816         3.03053         6.37491
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               6401           80          1.99581     19              ~12816        3.17453         6.75891
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               8101           90          2.28877     22              ~16216        3.33773         7.19411
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               10001          100         3.12098     24              ~20016        3.52013         7.68051
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               12101          110         3.45279     27              ~24228        6.28186         13.3386
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  atlas     NA            NA               14401          120         4.09062     25              ~28828        6.50266         13.9274
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               101            10          0.0190757   14              ~201          0.0096          0.0256
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               401            20          0.0919983   14              ~801          0.0384          0.1024
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               901            30          0.186792    14              ~1801         0.0864          0.2304
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               1601           40          0.351177    16              ~3201         0.1536          0.4096
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               2501           50          0.578088    17              ~5001         0.24            0.64
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               3601           60          1.09602     15              ~7201         0.3456          0.9216
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               4901           70          1.37316     17              ~9801         0.4704          1.2544
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               6401           80          1.37395     17              ~12801        0.6144          1.6384
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               8101           90          2.18991     18              ~16201        0.7776          2.0736
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               10001          100         2.7411      18              ~20001        0.96            2.56
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               12101          110         2.95619     22              ~24201        1.1616          3.0976
bitcoin,bitcoincash,bitcoingold,ether  32_matrix_add  FIELD     semihonest  shamir    NA            NA               14401          120         3.92345     22              ~28801        1.3824          3.6864
