nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;400;700;85.2484;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;400;800;97.5196;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;400;900;122.25;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;400;1000;120.17;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;10;3.4137;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;100;14.0966;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;200;25.493;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;300;37.4983;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;400;49.7409;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;500;67.6857;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;600;73.1342;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;700;94.7673;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;800;108.231;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;900;108.561;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;320;1000;120.227;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;10;3.37012;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;100;14.0927;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;200;29.7329;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;300;44.0272;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;400;49.6167;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;500;61.0985;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;600;73.2553;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;700;85.4329;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;800;97.7335;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;900;108.693;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;240;1000;120.28;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;10;3.52802;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;100;14.1159;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;200;28.1842;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;300;42.2359;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;400;49.8452;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;500;61.1778;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;600;73.1631;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;700;95.564;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;800;109.931;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;900;109.419;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;160;1000;135.291;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;10;5.24325;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;100;19.851;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;200;34.372;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;300;51.2594;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;400;67.5389;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;500;83.3087;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;600;98.8867;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;700;116.081;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;800;130.064;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;900;146.506;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.6;80;1000;161.228;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;10;3.61839;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;100;14.1325;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;200;28.493;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;300;37.5087;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;400;49.8599;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;500;67.8505;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;600;73.2664;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;700;94.8024;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;800;97.4905;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;900;108.927;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;800;1000;120.492;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;10;3.42066;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;100;16.3785;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;200;28.4283;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;300;37.5195;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;400;49.6802;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;500;67.8872;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;600;86.0241;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;700;85.2806;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;800;97.5441;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;900;108.63;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;400;1000;122.434;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;10;3.41056;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;100;15.4798;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;200;25.5877;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;300;37.6007;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;400;55.6164;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;500;68.4116;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;600;86.0036;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;700;85.3948;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;800;109.018;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;900;126.433;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;320;1000;120.19;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;10;3.62035;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;100;14.0418;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;200;25.4573;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;300;37.6477;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;400;49.5642;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;500;61.0245;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;600;73.0905;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;700;85.2562;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;800;109.047;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;900;108.839;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;240;1000;120.351;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;10;3.72556;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;100;14.2111;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;200;25.5447;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;300;37.7095;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;400;49.8703;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;500;61.1949;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;600;73.3698;NA;~20002;4602.29;13756.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;700;85.8086;NA;~23324;5369.99;16057.6
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;800;109.143;NA;~26654;6137.75;18359.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;900;121.839;NA;~29950;6860.35;20525.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;160;1000;142.488;NA;~33246;7582.95;22691.7
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;80;10;5.211;NA;~446;176.474;488.193
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;80;100;19.4247;NA;~3428;853.872;2518.96
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;80;200;34.0975;NA;~6724;1576.47;4685.19
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;80;300;50.7549;NA;~10054;2344.23;6986.81
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;80;400;67.3387;NA;~13376;3111.93;9288.3
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.3;80;500;82.7063;NA;~16672;3834.53;11454.5
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;10;946.041;NA;~804;60.7613;178.182
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;100;9.52809;NA;~3396;61.7088;180.074
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;200;18.2127;NA;~6728;121.755;356.796
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;300;26.9478;NA;~10068;181.864;533.646
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;400;27.3603;NA;~12948;182.917;535.749
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;500;36.0352;NA;~16280;242.963;712.471
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;600;44.7082;NA;~19620;303.073;889.321
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;700;45.3445;NA;~22500;304.126;891.423
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;800;53.9211;NA;~25840;364.235;1068.27
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;900;62.5673;NA;~29172;424.281;1245
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;800;1000;63.2123;NA;~32052;425.334;1247.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;10;9.08979;NA;~804;60.7613;178.182
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;100;9.58347;NA;~3396;61.7088;180.074
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;200;18.2271;NA;~6728;121.755;356.796
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;300;27.0254;NA;~10068;181.864;533.646
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;400;27.396;NA;~12948;182.917;535.749
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;500;36.0379;NA;~16280;242.963;712.471
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;600;44.7739;NA;~19620;303.073;889.321
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;700;45.2112;NA;~22500;304.126;891.423
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;800;53.8875;NA;~25840;364.235;1068.27
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;900;62.5921;NA;~29172;424.281;1245
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;400;1000;63.0926;NA;~32052;425.334;1247.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;10;9.08567;NA;~804;60.7613;178.182
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;100;9.54685;NA;~3396;61.7088;180.074
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;200;18.2299;NA;~6728;121.755;356.796
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;300;26.9738;NA;~10068;181.864;533.646
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;400;27.4102;NA;~12948;182.917;535.749
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;500;36.1705;NA;~16280;242.963;712.471
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;600;44.7689;NA;~19620;303.073;889.321
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;700;45.2181;NA;~22500;304.126;891.423
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;800;53.8102;NA;~25840;364.235;1068.27
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;900;62.5083;NA;~29172;424.281;1245
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;320;1000;63.1146;NA;~32052;425.334;1247.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;10;9.08123;NA;~804;60.7613;178.182
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;100;9.55745;NA;~3396;61.7088;180.074
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;200;18.2092;NA;~6728;121.755;356.796
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;300;26.8867;NA;~10068;181.864;533.646
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;400;27.3906;NA;~12948;182.917;535.749
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;500;36.1633;NA;~16280;242.963;712.471
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;600;44.8733;NA;~19620;303.073;889.321
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;700;45.2474;NA;~22500;304.126;891.423
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;800;54.0445;NA;~25840;364.235;1068.27
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;900;62.9699;NA;~29172;424.281;1245
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;240;1000;63.0047;NA;~32052;425.334;1247.1
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;10;9.10106;NA;~804;60.7613;178.182
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;100;9.51683;NA;~3396;61.7088;180.074
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;200;18.21;NA;~6728;121.755;356.796
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;300;26.8766;NA;~10068;181.864;533.646
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;400;27.3559;NA;~12948;182.917;535.749
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;500;36.2497;NA;~16280;242.963;712.471
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;600;44.8129;NA;~19620;303.073;889.321
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;700;45.1418;NA;~22500;304.126;891.423
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;8;2.6;160;800;53.9598;NA;~25840;364.235;1068.27
