program  c.domain  adv.model      protocol           partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 10             30          74.7817              75.12                61            1          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 15             30          111.006              111.47               64            1          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 20             30          147.157              147.75               63            1          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 25             30          183.347              184.06               65            0          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 30             30          219.674              220.50               63            0          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 35             30          255.679              256.63               64            0          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 40             30          291.96               293.02               63            0          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 45             30          328.152              329.32               65            0          ~14412        24.8022         74.2049
34       FIELD     semidishonest  semi               3          NA            NA                 NA                 50             30          364.246              365.54               62            0          ~14412        24.8022         74.2049
34       FIELD     semidishonest  temi               3          0.45          29                 1                  0              30          0.729929             0.86                 39            53         ~14410        4.1303          9.04297
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 5              30          38.6126              38.93                29            2          ~14410        4.13037         9.043
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 10             30          74.9535              75.44                29            1          ~14410        4.13026         9.04294
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 15             30          111.314              112.00               29            1          ~14410        4.13041         9.04303
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 20             30          147.645              148.53               29            1          ~14410        4.13008         9.04285
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 25             30          183.987              185.07               30            1          ~14410        4.13041         9.04317
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 30             30          220.342              221.66               30            0          ~14410        4.13024         9.0428
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 35             30          256.543              258.06               32            0          ~14410        4.13032         9.04297
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 40             30          293.016              294.67               29            0          ~14410        4.13025         9.04314
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 45             30          329.169              331.10               29            0          ~14410        4.13014         9.04276
34       FIELD     semidishonest  temi               3          NA            NA                 NA                 50             30          365.646              367.67               31            0          ~14410        4.13034         9.04302
34       FIELD     semidishonest  soho               3          0.45          29                 1                  0              30          1.18046              2.00                 160           86         ~14404        11.1756         33.3254
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 5              30          39.0628              39.50                106           4          ~14404        11.1756         33.3254
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 10             30          75.2849              75.96                106           2          ~14404        11.1757         33.3254
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 15             30          111.509              112.43               105           2          ~14404        11.1756         33.3255
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 20             30          147.711              148.86               107           1          ~14404        11.1756         33.3253
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 25             30          183.786              185.14               105           1          ~14404        11.1757         33.3256
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 30             30          219.832              221.43               106           1          ~14404        11.1757         33.3256
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 35             30          256.146              257.98               106           1          ~14404        11.1757         33.3254
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 40             30          292.296              294.35               105           1          ~14404        11.1757         33.3254
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 45             30          328.522              330.81               107           1          ~14404        11.1759         33.3257
34       FIELD     semidishonest  soho               3          NA            NA                 NA                 50             30          364.633              367.15               105           1          ~14404        11.1758         33.3255
34       BINARY    malhonest      malicious-rep-bin  3          10.13         487                4                  0              30          31.2753              31.39                39            89         NA            208.588         NA
34       BINARY    malhonest      malicious-rep-bin  3          NA            NA                 NA                 5              30          489.146              489.46               39            10         NA            208.588         NA
34       BINARY    malhonest      malicious-rep-bin  3          NA            NA                 NA                 10             30          924.916              925.46               37            6          NA            208.588         NA
34       BINARY    malhonest      malicious-rep-bin  3          NA            NA                 NA                 15             30          1364.8               1365.50              40            4          NA            208.588         NA
34       BINARY    malhonest      malicious-rep-bin  3          NA            NA                 NA                 20             30          1800.12              1801.02              37            3          NA            208.588         NA
34       BINARY    malhonest      malicious-rep-bin  3          NA            NA                 NA                 25             30          2238.29              2239.37              38            2          NA            208.588         NA
34       BINARY    malhonest      malicious-rep-bin  3          NA            NA                 NA                 30             30          2676.24              2677.58              39            2          NA            208.588         NA
34       BINARY    malhonest      malicious-rep-bin  3          NA            NA                 NA                 35             30          3113.92              3115.45              40            1          NA            208.588         NA
34       BINARY    malhonest      malicious-ccd      3          10.13         487                4                  0              30          69.0409              69.15                45            160        NA            1447.87         NA
34       BINARY    malhonest      malicious-ccd      3          NA            NA                 NA                 5              30          572.943              573.26               46            24         NA            1447.87         NA
34       BINARY    malhonest      malicious-ccd      3          NA            NA                 NA                 10             30          1058.71              1059.23              47            13         NA            1447.87         NA
34       BINARY    malhonest      malicious-ccd      3          NA            NA                 NA                 15             30          1543.32              1544.03              45            9          NA            1447.87         NA
34       BINARY    malhonest      malicious-ccd      3          NA            NA                 NA                 20             30          2028.44              2029.34              45            7          NA            1447.87         NA
34       BINARY    malhonest      malicious-ccd      3          NA            NA                 NA                 25             30          2513.49              2514.58              45            5          NA            1447.87         NA
34       BINARY    malhonest      malicious-ccd      3          NA            NA                 NA                 30             30          2997.8               2999.07              47            4          NA            1447.87         NA
34       BINARY    malhonest      malicious-ccd      3          NA            NA                 NA                 35             30          3482.28              3483.74              47            4          NA            1447.87         NA
34       BINARY    malhonest      ps-rep-bin         3          10.13         487                4                  0              30          64.9897              65.11                392           104        NA            272.175         NA
34       BINARY    malhonest      ps-rep-bin         3          NA            NA                 NA                 5              30          552.627              552.94               392           17         NA            272.175         NA
34       BINARY    malhonest      ps-rep-bin         3          NA            NA                 NA                 10             30          1025.38              1025.89              390           9          NA            272.175         NA
34       BINARY    malhonest      ps-rep-bin         3          NA            NA                 NA                 15             30          1499.27              1499.97              390           6          NA            272.175         NA
34       BINARY    malhonest      ps-rep-bin         3          NA            NA                 NA                 20             30          1969.45              1970.34              392           4          NA            272.175         NA
34       BINARY    malhonest      ps-rep-bin         3          NA            NA                 NA                 25             30          2443.15              2444.22              392           4          NA            272.175         NA
34       BINARY    malhonest      ps-rep-bin         3          NA            NA                 NA                 30             30          2914.3               2915.56              390           3          NA            272.175         NA
34       BINARY    malhonest      ps-rep-bin         3          NA            NA                 NA                 35             30          3386.44              3387.97              392           2          NA            272.175         NA
34       BINARY    malhonest      mal-shamir-bmr     3          10.13         487                4                  0              30          290.303              290.41               2669          138        NA            48890.6         NA
34       BINARY    malhonest      mal-shamir-bmr     3          NA            NA                 NA                 5              30          1846.3               1846.63              2686          58         NA            48890.6         NA
34       BINARY    malhonest      mal-shamir-bmr     3          NA            NA                 NA                 10             30          2850.75              2851.25              2688          38         NA            48890.6         NA
34       BINARY    malhonest      mal-shamir-bmr     3          NA            NA                 NA                 15             30          3846.99              3847.67              2680          28         NA            48890.6         NA
34       BINARY    malhonest      mal-shamir-bmr     3          NA            NA                 NA                 20             30          4839.88              4840.72              2686          23         NA            48890.6         NA
34       BINARY    malhonest      mal-shamir-bmr     3          NA            NA                 NA                 25             30          5827.97              5829.01              2687          19         NA            48890.6         NA
34       BINARY    malhonest      mal-shamir-bmr     3          NA            NA                 NA                 30             30          6818.31              6819.52              2689          16         NA            48890.6         NA
34       BINARY    malhonest      mal-shamir-bmr     3          NA            NA                 NA                 35             30          7804.31              7805.69              2690          14         NA            48890.6         NA
34       BINARY    semihonest     shamir-bmr         3          10.13         487                4                  0              30          162.897              163.01               2334          104        NA            14927           NA
34       BINARY    semihonest     shamir-bmr         3          NA            NA                 NA                 5              30          823.151              823.45               2335          27         NA            14927           NA
34       BINARY    semihonest     shamir-bmr         3          NA            NA                 NA                 10             30          1455.7               1456.19              2341          15         NA            14927           NA
34       BINARY    semihonest     shamir-bmr         3          NA            NA                 NA                 15             30          2093.95              2094.62              2337          10         NA            14927           NA
34       BINARY    semihonest     shamir-bmr         3          NA            NA                 NA                 20             30          2733                 2733.85              2342          8          NA            14927           NA
34       BINARY    semihonest     shamir-bmr         3          NA            NA                 NA                 25             30          3360.48              3361.50              2337          6          NA            14927           NA
34       BINARY    semihonest     shamir-bmr         3          NA            NA                 NA                 30             30          3994.56              3995.76              2340          5          NA            14927           NA
34       BINARY    semihonest     shamir-bmr         3          NA            NA                 NA                 35             30          4631.57              4632.94              2336          4          NA            14927           NA
34       BINARY    semihonest     rep-bmr            3          10.13         487                4                  0              30          54.6732              54.80                1819          111        NA            7332.31         NA
34       BINARY    semihonest     rep-bmr            3          NA            NA                 NA                 5              30          439.975              440.30               1818          32         NA            7332.31         NA
34       BINARY    semihonest     rep-bmr            3          NA            NA                 NA                 10             30          755.688              756.24               1821          19         NA            7332.31         NA
34       BINARY    semihonest     rep-bmr            3          NA            NA                 NA                 15             30          1075.97              1076.68              1820          13         NA            7332.31         NA
34       BINARY    semihonest     rep-bmr            3          NA            NA                 NA                 20             30          1390.4               1391.31              1818          10         NA            7332.31         NA
34       BINARY    semihonest     rep-bmr            3          NA            NA                 NA                 25             30          1704.55              1705.65              1822          8          NA            7332.31         NA
34       BINARY    semihonest     rep-bmr            3          NA            NA                 NA                 30             30          2021.83              2023.12              1819          7          NA            7332.31         NA
34       BINARY    semihonest     rep-bmr            3          NA            NA                 NA                 35             30          2335.26              2336.75              1819          6          NA            7332.31         NA
34       BINARY    semihonest     replicated-bin     3          10.13         487                4                  0              30          19.2811              19.39                32            105        NA            12.1122         NA
34       BINARY    semihonest     replicated-bin     3          NA            NA                 NA                 5              30          482.26               482.57               31            10         NA            12.1122         NA
34       BINARY    semihonest     replicated-bin     3          NA            NA                 NA                 10             30          918.843              919.37               31            5          NA            12.1122         NA
34       BINARY    semihonest     replicated-bin     3          NA            NA                 NA                 15             30          1355.39              1356.09              30            3          NA            12.1122         NA
34       BINARY    semihonest     replicated-bin     3          NA            NA                 NA                 20             30          1792.9               1793.80              31            3          NA            12.1122         NA
34       BINARY    semihonest     replicated-bin     3          NA            NA                 NA                 25             30          2229.62              2230.70              31            2          NA            12.1122         NA
34       BINARY    semihonest     replicated-bin     3          NA            NA                 NA                 30             30          2665.51              2666.78              32            1          NA            12.1122         NA
34       BINARY    semihonest     replicated-bin     3          NA            NA                 NA                 35             30          3102.6               3104.13              29            1          NA            12.1122         NA
34       BINARY    semihonest     ccd                3          10.13         487                4                  0              30          35.906               36.03                42            185        NA            24.2676         NA
34       BINARY    semihonest     ccd                3          NA            NA                 NA                 5              30          484.139              484.46               43            19         NA            24.2676         NA
34       BINARY    semihonest     ccd                3          NA            NA                 NA                 10             30          921.893              922.45               43            10         NA            24.2676         NA
34       BINARY    semihonest     ccd                3          NA            NA                 NA                 15             30          1358.11              1358.82              43            7          NA            24.2676         NA
34       BINARY    semihonest     ccd                3          NA            NA                 NA                 20             30          1795.28              1796.17              42            5          NA            24.2676         NA
34       BINARY    semihonest     ccd                3          NA            NA                 NA                 25             30          2231.68              2232.83              43            4          NA            24.2676         NA
34       BINARY    semihonest     ccd                3          NA            NA                 NA                 30             30          2667.22              2668.56              42            3          NA            24.2676         NA
34       BINARY    semihonest     ccd                3          NA            NA                 NA                 35             30          3104.41              3105.96              42            3          NA            24.2676         NA
