nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;1.98162;256;~85;41.0154;123.046
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;3;2;1283.31;1253;~69;1.59947;4.79818
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;3;2;2937.73;2621;~80;107.082;321.244
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;3;2;7.54388;130;~69;1.59947;4.79818
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;3;2;77.0342;1251;~80;107.081;321.243
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;3;2;0.00208578;12;~16;0.000128;0.000256
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;3;2;0.00146918;18;~16;0.000128;0.000256
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;2;0.00170961;27;~16;0.000128;0.000256
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;3;2;0.00152828;122;~16;0.000128;0.000256
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;3;2;0.0020396;13;~5;0.000256;0.000768
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;2;0.00165842;13;~7;0.000256;0.000768
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;3;2;0.0017856;14;~7;0.000256;0.000768
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;3;2;0.00218393;17;~12;0.000576;0.001728
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;2;0.00274878;13;~9;0.000256;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;3;2;0.0463781;17;~20;1.44026;2.88058
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;2;0.00217307;13;~5;0.000128;0.000384
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;3;2;1.26644;166;~109;20.5984;61.795
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;3;2;0.00221;16;~16;6.4e-05;0.000128
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;3;2;0.00237695;14;~7;0.000192;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;3;2;0.00247595;14;~7;0.000192;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;3;2;0.00231336;14;~7;0.000192;0.000576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;2;0.00525344;16;~31;0.011762;0.033934
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semihonest;replicated-ring;3;2;0.00215015;12;~5;6.4e-05;0.000192
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;2;0.791032;81;NA;26.29;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;real-bmr;3;2;27.1498;429;NA;1565.87;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;2;0.533091;199;NA;21.8521;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;0.0186148;11;NA;0.07552;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yaoO;2;2;0.00282075;10;NA;0;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bmr;3;2;3.95554;69;NA;257.108;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;2;0.0565628;16;NA;0.867736;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;malhonest;malicious-ccd;3;2;0.0798836;12;NA;0.963544;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;2;1.84484;407;NA;67.1502;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;2;0.416112;31;NA;12.4342;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;2;0.231454;32;NA;4.3535;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;2;0.0310187;9;NA;0.002688;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;0.0275647;12;NA;0.005472;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;shamir-bmr;3;2;0.166647;21;NA;3.27069;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;rep-bmr;3;2;0.0885881;18;NA;1.46339;NA
