comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.69;215;1;128;1;0;4;4096;0;0;0.005496;NA;0.016937;0.032498;0.032497;0.05;27;68
1.69;216;1;128;1;0;4;4096;0;1;.000706;NA;.002561;.004974;.004974;1.69;216;99
1.73;216;1;128;1;0;4;4096;1;0;0.005358;0.011727;0.005151;0.019871;0.019870;0.06;31;69
1.68;217;1;128;1;0;4;4096;1;1;.000763;0.027650;.001572;.003468;.003468;1.68;217;99
1.68;216;1;128;1;0;4;8192;0;0;0.007388;NA;0.020710;0.054472;0.054471;0.10;51;54
1.52;215;1;128;1;0;4;8192;0;1;.001514;NA;.006572;.011915;.011915;1.52;215;99
1.69;217;1;128;1;0;4;8192;1;0;0.011018;0.027498;0.012245;0.040768;0.040767;0.13;59;71
1.73;216;1;128;1;0;4;8192;1;1;.001402;0.023531;.004992;.007530;.007530;1.73;216;99
1.46;216;1;128;1;0;4;12288;0;0;0.019749;NA;0.053420;0.085677;0.085676;0.15;75;77
1.38;215;1;128;1;0;4;12288;0;1;.002275;NA;.008952;.016502;.016502;1.38;215;99
1.67;216;1;128;1;0;4;12288;1;0;0.015772;0.032778;0.016058;0.058241;0.058240;0.18;87;68
1.52;215;1;128;1;0;4;12288;1;1;.002157;0.069396;.005284;.009233;.009232;1.52;215;100
1.64;215;1;128;1;0;4;16384;0;0;0.018832;NA;0.055152;0.110354;0.110353;0.20;99;65
1.69;215;1;128;1;0;4;16384;0;1;.003678;NA;.013006;.021068;.021068;1.69;215;99
1.53;216;1;128;1;0;4;16384;1;0;0.020989;0.042132;0.016638;0.066504;0.066503;0.22;115;73
1.52;216;1;128;1;0;4;16384;1;1;.002964;0.053739;.008158;.012959;.012959;1.52;216;99
1.64;216;1;128;1;0;4;20480;0;0;0.030167;NA;0.072643;0.131451;0.131450;0.23;123;74
1.50;215;1;128;1;0;4;20480;0;1;.004204;NA;.017055;.027078;.027078;1.50;215;100
1.61;217;1;128;1;0;4;20480;1;0;0.029472;0.056312;0.018728;0.087825;0.087824;0.28;143;71
1.66;216;1;128;1;0;4;20480;1;1;.003687;0.058228;.010800;.016317;.016317;1.66;216;100
1.50;216;1;128;1;0;4;24576;0;0;0.035694;NA;0.090352;0.158177;0.158176;0.28;147;76
1.68;215;1;128;1;0;4;24576;0;1;.005310;NA;.020940;.035653;.035652;1.68;215;100
1.54;215;1;128;1;0;4;24576;1;0;0.031782;0.061292;0.025709;0.095261;0.095260;0.31;171;76
1.55;217;1;128;1;0;4;24576;1;1;.005183;0.127248;.011679;.019410;.019410;1.55;217;99
1.67;215;1;128;1;0;4;28672;0;0;0.044283;NA;0.109311;0.175499;0.175498;0.32;171;79
1.51;215;1;128;1;0;4;28672;0;1;.006482;NA;.024186;.036239;.036239;1.51;215;99
1.58;215;1;128;1;0;4;28672;1;0;0.036444;0.083433;0.029592;0.118516;0.118515;0.39;199;74
1.70;216;1;128;1;0;4;28672;1;1;.005855;0.072864;.014266;.022075;.022075;1.70;216;99
1.69;216;1;128;1;0;4;32768;0;0;0.029485;NA;0.105448;0.206519;0.206518;0.37;194;60
1.53;214;1;128;1;0;4;32768;0;1;.007390;NA;.024648;.041151;.041151;1.53;214;99
1.53;215;1;128;1;0;4;32768;1;0;0.045725;0.082290;0.029212;0.133272;0.133271;0.43;226;73
1.54;217;1;128;1;0;4;32768;1;1;.007118;0.089706;.018040;.024772;.024771;1.54;217;99
1.68;215;1;128;1;0;4;36864;0;0;0.033637;NA;0.133769;0.240760;0.240759;0.43;218;65
1.54;215;1;128;1;0;4;36864;0;1;.009042;NA;.028694;.046791;.046791;1.54;215;99
1.71;216;1;128;1;0;4;36864;1;0;0.049590;0.108355;0.046464;0.153269;0.153268;0.51;254;76
1.78;216;1;128;1;0;4;36864;1;1;.009332;0.122278;.020124;.030601;.030601;1.78;216;99
1.69;216;1;128;1;0;4;40960;0;0;0.059031;NA;0.154852;0.244573;0.244572;0.46;242;78
1.60;217;1;128;1;0;4;40960;0;1;.010978;NA;.031685;.051368;.051368;1.60;217;99
1.76;216;1;128;1;0;4;40960;1;0;0.036288;0.098083;0.032328;0.165079;0.165078;0.54;282;63
1.54;217;1;128;1;0;4;40960;1;1;.009362;0.227937;.021311;.030990;.030990;1.54;217;100
1.50;215;1;128;1;0;4;45056;0;0;0.070471;NA;0.176180;0.289920;0.289919;0.53;266;77
1.50;214;1;128;1;0;4;45056;0;1;.011660;NA;.038082;.054265;.054265;1.50;214;99
1.54;216;1;128;1;0;4;45056;1;0;0.062000;0.150184;0.057362;0.184699;0.184698;0.64;310;76
1.54;216;1;128;1;0;4;45056;1;1;.009946;0.292614;.025307;.037427;.037427;1.54;216;99
1.53;215;1;128;1;0;4;49152;0;0;0.047495;NA;0.188146;0.292023;0.292023;0.55;290;68
1.40;215;1;128;1;0;4;49152;0;1;.011824;NA;.038992;.058307;.058306;1.40;215;99
1.72;216;1;128;1;0;4;49152;1;0;0.069739;0.130524;0.044563;0.194268;0.194267;0.66;338;73
1.67;215;1;128;1;0;4;49152;1;1;.011112;0.168717;.027467;.039347;.039347;1.67;215;99
1.51;215;1;128;1;0;4;53248;0;0;0.082868;NA;0.246457;0.334889;0.334888;0.62;314;81
1.71;215;1;128;1;0;4;53248;0;1;.013990;NA;.043862;.066683;.066683;1.71;215;100
1.53;217;1;128;1;0;4;53248;1;0;0.076698;0.166604;0.067737;0.227138;0.227136;0.75;366;76
1.68;217;1;128;1;0;4;53248;1;1;.012648;0.272798;.029333;.038714;.038714;1.68;217;99
1.52;214;1;128;1;0;4;57344;0;0;0.091661;NA;0.267400;0.390489;0.390488;0.70;338;79
1.51;215;1;128;1;0;4;57344;0;1;.014399;NA;.045464;.068432;.068432;1.51;215;99
1.51;216;1;128;1;0;4;57344;1;0;0.082687;0.179430;0.063832;0.211248;0.211247;0.78;394;76
1.72;217;1;128;1;0;4;57344;1;1;.013746;0.172209;.030408;.042326;.042326;1.72;217;99
1.48;216;1;128;1;0;4;61440;0;0;0.062018;NA;0.233480;0.350313;0.350312;0.64;362;73
1.60;216;1;128;1;0;4;61440;0;1;.014729;NA;.052040;.073876;.073876;1.60;216;99
1.72;216;1;128;1;0;4;61440;1;0;0.088501;0.191620;0.058435;0.258267;0.258266;0.85;422;72
1.71;217;1;128;1;0;4;61440;1;1;.014109;0.178387;.032235;.046612;.046612;1.71;217;99
1.68;216;1;128;1;0;4;65536;0;0;0.067310;NA;0.257184;0.418254;0.418253;0.76;385;66
1.48;215;1;128;1;0;4;65536;0;1;.015219;NA;.050545;.068887;.068887;1.48;215;99
1.43;215;1;128;1;0;4;65536;1;0;0.060408;0.191087;0.064402;0.242685;0.242684;0.88;449;68
1.52;217;1;128;1;0;4;65536;1;1;.014969;0.350834;.036034;.049788;.049787;1.52;217;99
1.65;214;1;256;1;0;4;4096;0;0;0.006379;NA;0.021994;0.044326;0.044325;0.09;51;67
1.49;213;1;256;1;0;4;4096;0;1;.001134;NA;.005447;.010712;.010712;1.49;213;99
1.69;215;1;256;1;0;4;4096;1;0;0.007191;0.015701;0.008563;0.022101;0.022100;0.09;59;72
1.68;214;1;256;1;0;4;4096;1;1;.001029;0.018176;.004057;.005798;.005798;1.68;214;99
1.51;215;1;256;1;0;4;8192;0;0;0.018354;NA;0.051487;0.089991;0.089990;0.17;99;77
1.45;214;1;256;1;0;4;8192;0;1;.002552;NA;.008825;.020864;.020864;1.45;214;99
1.49;215;1;256;1;0;4;8192;1;0;0.015838;0.031880;0.015822;0.052718;0.052717;0.20;115;72
1.67;215;1;256;1;0;4;8192;1;1;.002237;0.025373;.005625;.011027;.011027;1.67;215;99
1.57;214;1;256;1;0;4;12288;0;0;0.016534;NA;0.066873;0.120250;0.120250;0.24;147;64
1.45;213;1;256;1;0;4;12288;0;1;.004274;NA;.015362;.026435;.026434;1.45;213;99
1.68;214;1;256;1;0;4;12288;1;0;0.023935;0.041968;0.017401;0.069750;0.069749;0.26;171;75
1.56;216;1;256;1;0;4;12288;1;1;.004123;0.047258;.009766;.016994;.016994;1.56;216;100
1.65;214;1;256;1;0;4;16384;0;0;0.034885;NA;0.103625;0.177241;0.177240;0.33;194;78
1.55;214;1;256;1;0;4;16384;0;1;.005520;NA;.018287;.034138;.034138;1.55;214;99
1.52;216;1;256;1;0;4;16384;1;0;0.020018;0.050215;0.019897;0.115259;0.115258;0.37;226;64
1.66;215;1;256;1;0;4;16384;1;1;.005832;0.104176;.012193;.018418;.018418;1.66;215;99
1.48;214;1;256;1;0;4;20480;0;0;0.049858;NA;0.149524;0.206522;0.206521;0.41;242;86
1.45;213;1;256;1;0;4;20480;0;1;.006549;NA;.024928;.041025;.041025;1.45;213;100
1.77;214;1;256;1;0;4;20480;1;0;0.042361;0.090443;0.030432;0.135348;0.135347;0.48;282;75
1.65;215;1;256;1;0;4;20480;1;1;.006970;0.166856;.015887;.027348;.027347;1.65;215;99
1.37;213;1;256;1;0;4;24576;0;0;0.056479;NA;0.180630;0.255103;0.255102;0.49;290;84
