comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.08          187                1                  0    8         1         0         1         4096        0           0           0.008864     NA          0.035343          0.033862            0.033861           0.06                 8             301
1.12          188                1                  0    8         1         0         2         4096        0           0           0.008563     NA          0.026611          0.029488            0.029487           0.05                 8             274
1.16          189                1                  0    8         1         0         3         4096        0           0           0.005411     NA          0.017630          0.029518            0.029517           0.05                 8             249
1.06          187                1                  0    8         1         0         4         4096        0           0           0.004427     NA          0.018351          0.024205            0.024203           0.05                 7             262
1.08          187                1                  0    8         1         0         5         4096        0           0           0.005409     NA          0.020653          0.024997            0.024996           0.04                 8             265
1.05          188                1                  0    8         1         0         6         4096        0           0           0.005036     NA          0.007580          0.007937            0.007936           0.03                 7             287
1.22          187                1                  0    64        1         0         1         4096        0           0           0.009117     NA          0.041686          0.033220            0.033219           0.09                 22            308
1.23          185                1                  0    64        1         0         2         4096        0           0           0.011661     NA          0.042011          0.040467            0.040466           0.10                 24            307
1.21          185                1                  0    64        1         0         3         4096        0           0           0.009077     NA          0.028413          0.042449            0.042448           0.10                 18            268
1.06          185                1                  0    64        1         0         4         4096        0           0           0.007180     NA          0.024396          0.034191            0.034190           0.09                 18            253
0.94          185                1                  0    64        1         0         5         4096        0           0           0.009009     NA          0.029596          0.035340            0.035339           0.09                 20            288
1.09          185                1                  0    64        1         0         6         4096        0           0           0.007211     NA          0.012897          0.014614            0.014613           0.08                 16            267
1.12          187                1                  1    8         1         0         1         4096        0           0           0.007343     NA          0.030751          0.030657            0.030656           0.05                 8             294
1.10          188                1                  1    8         1         0         2         4096        0           0           0.008497     NA          0.030052          0.031087            0.031085           0.05                 8             298
1.09          186                1                  1    8         1         0         3         4096        0           0           0.005316     NA          0.016807          0.029797            0.029796           0.06                 8             201
1.06          187                1                  1    8         1         0         4         4096        0           0           0.004463     NA          0.018442          0.024860            0.024859           0.04                 7             259
1.42          187                1                  1    8         1         0         5         4096        0           0           0.005492     NA          0.019750          0.025107            0.025106           0.04                 8             263
1.05          186                1                  1    8         1         0         6         4096        0           0           0.005536     NA          0.007004          0.009417            0.009416           0.03                 7             263
1.39          187                1                  1    64        1         0         1         4096        0           0           0.010035     NA          0.038034          0.038380            0.038379           0.10                 22            290
1.13          185                1                  1    64        1         0         2         4096        0           0           0.012239     NA          0.043804          0.039694            0.039692           0.10                 24            323
1.07          185                1                  1    64        1         0         3         4096        0           0           0.007728     NA          0.022037          0.037654            0.037653           0.10                 18            243
1.06          184                1                  1    64        1         0         4         4096        0           0           0.007516     NA          0.026297          0.032760            0.032759           0.08                 18            269
0.95          187                1                  1    64        1         0         5         4096        0           0           0.007073     NA          0.024713          0.031136            0.031135           0.09                 20            251
1.39          186                1                  1    64        1         0         6         4096        0           0           0.007813     NA          0.010642          0.013693            0.013692           0.07                 16            250
