program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.34;29;1;4;0.0237763;0.12;16;58;~38;0.648352;1.13651
31;FIELD;semihonest;shamir;3;0.17;18;1;6;0.0298555;0.12;15;66;~54;0.652512;1.14474
31;FIELD;semihonest;shamir;3;0.17;18;1;8;0.0268467;0.11;15;66;~70;0.656672;1.15296
31;FIELD;semihonest;shamir;3;0.17;18;1;10;0.0300651;0.11;15;63;~86;0.660832;1.16118
31;FIELD;semihonest;shamir;3;0.17;18;1;12;0.0306888;0.11;15;61;~102;0.664992;1.16941
31;FIELD;semihonest;shamir;3;0.16;18;1;14;0.0424044;0.13;15;60;~118;0.669152;1.17763
31;FIELD;malhonest;malicious-shamir;3;0.34;29;1;4;0.138407;0.22;21;79;~50;3.53675;8.21002
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;6;0.11732;0.20;24;75;~64;3.54494;8.23446
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;0.16726;0.26;22;73;~78;3.55314;8.25891
31;RING;semihonest;replicated-ring;3;0.18;18;1;4;0.0116809;0.10;15;53;~35;0.082488;0.247408
31;RING;semihonest;replicated-ring;3;0.18;18;1;6;0.012448;0.09;15;46;~49;0.083528;0.250496
31;RING;semihonest;replicated-ring;3;0.17;18;1;8;0.0128406;0.10;15;52;~63;0.084568;0.253584
