comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.59          212                1                  0    1        512       2         1         0         1         0         0         1500             1000000     0           0           0.006241     NA          0.208629          0.148295            0.148294           0.17                 370           125
1.62          213                1                  0    1        512       2         1         0         1         0         0         1400             1000000     0           0           0.006769     NA          0.227716          0.168787            0.168785           0.18                 369           129
1.58          212                1                  0    1        512       2         1         0         1         0         0         1300             1000000     0           0           0.007096     NA          0.262655          0.166744            0.166743           0.18                 369           148
1.43          212                1                  0    1        512       2         1         0         1         0         0         1200             1000000     0           0           0.006441     NA          0.252520          0.151725            0.151724           0.16                 369           159
1.59          212                1                  0    1        512       2         1         0         1         0         0         1100             1000000     0           0           0.006215     NA          0.249188          0.171468            0.171467           0.18                 371           138
1.56          213                1                  0    1        512       2         1         0         1         0         0         1000             1000000     0           0           0.006844     NA          0.278719          0.179552            0.179551           0.19                 370           146
1.64          213                1                  0    1        512       2         1         0         1         0         0         900              1000000     0           0           0.006331     NA          0.246255          0.165257            0.165256           0.18                 370           142
1.70          213                1                  0    1        512       2         1         0         1         0         0         800              1000000     0           0           0.006909     NA          0.248411          0.172347            0.172346           0.19                 370           137
1.30          212                1                  0    1        512       2         1         0         1         0         0         700              1000000     0           0           0.007046     NA          0.244655          0.187027            0.187026           0.21                 369           122
1.42          212                1                  0    1        512       2         1         0         1         0         0         600              1000000     0           0           0.006890     NA          0.261100          0.165349            0.165348           0.18                 370           149
1.45          213                1                  0    1        512       2         1         0         1         0         0         500              1000000     0           0           0.006912     NA          0.287393          0.169707            0.169706           0.18                 370           163
1.70          212                1                  0    1        512       2         1         0         1         0         0         400              1000000     0           0           0.006186     NA          0.255326          0.163202            0.163201           0.17                 370           149
