comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.65;215;1;0;256;1;0;1;4096;0;0;0.001467;NA;0.056161;0.044761;0.044760;0.06;67;108
0.01;3;1;0;256;1;0;1;4096;0;1;.000220;NA;.011066;.008708;.008707;0.08;67;646
0.02;3;1;0;256;1;0;1;4096;0;2;.000080;NA;.003972;.003751;.003751;0.10;67;1700
1.38;215;1;0;256;1;0;1;8192;0;0;0.002982;NA;0.117685;0.094031;0.094030;0.13;130;114
0.01;3;1;0;256;1;0;1;8192;0;1;.000466;NA;.018526;.015765;.015765;0.14;131;624
0.01;3;1;0;256;1;0;1;8192;0;2;.000158;NA;.008058;.007639;.007638;0.19;131;1758
1.65;216;1;0;256;1;0;1;12288;0;0;0.004505;NA;0.177834;0.138147;0.138146;0.19;194;118
0.01;3;1;0;256;1;0;1;12288;0;1;.000703;NA;.029010;.023813;.023813;0.20;194;663
0.01;3;1;0;256;1;0;1;12288;0;2;.000237;NA;.012342;.011541;.011541;0.28;194;1795
1.70;216;1;0;256;1;0;1;16384;0;0;0.005922;NA;0.246548;0.190126;0.190126;0.25;257;120
0.02;3;1;0;256;1;0;1;16384;0;1;.000937;NA;.039152;.032923;.032922;0.27;257;650
0.01;3;1;0;256;1;0;1;16384;0;2;.000317;NA;.015245;.014954;.014954;0.36;258;1712
1.50;215;1;0;256;1;0;1;20480;0;0;0.007449;NA;0.298724;0.227734;0.227733;0.31;321;121
0.01;3;1;0;256;1;0;1;20480;0;1;.001236;NA;.049742;.040390;.040390;0.33;321;679
0.01;3;1;0;256;1;0;1;20480;0;2;.000396;NA;.019108;.018967;.018967;0.44;321;1731
1.66;217;1;0;256;1;0;1;24576;0;0;0.009065;NA;0.335447;0.278115;0.278114;0.38;384;112
0.01;3;1;0;256;1;0;1;24576;0;1;.001247;NA;.056470;.045602;.045602;0.38;384;660
0.01;3;1;0;256;1;0;1;24576;0;2;.000485;NA;.022960;.022359;.022359;0.52;385;1739
1.71;216;1;0;256;1;0;1;28672;0;0;0.010427;NA;0.378608;0.271857;0.271856;0.38;448;126
0.01;3;1;0;256;1;0;1;28672;0;1;.001637;NA;.067456;.054851;.054850;0.45;451;678
0.01;3;1;0;256;1;0;1;28672;0;2;.000557;NA;.027447;.026574;.026574;0.61;448;1786
1.65;215;1;0;256;1;0;1;32768;0;0;0.008004;NA;0.344846;0.361070;0.361069;0.48;511;91
0.01;3;1;0;256;1;0;1;32768;0;1;.001776;NA;.075198;.060060;.060060;0.49;511;680
0.01;3;1;0;256;1;0;1;32768;0;2;.000636;NA;.030635;.029728;.029728;0.68;512;1777
1.61;216;1;0;256;1;0;1;36864;0;0;0.013575;NA;0.448199;0.394878;0.394877;0.53;575;109
0.01;3;1;0;256;1;0;1;36864;0;1;.002127;NA;.080796;.066491;.066491;0.56;575;657
0.01;3;1;0;256;1;0;1;36864;0;2;.000717;NA;.034065;.033596;.033596;0.78;575;1747
1.36;216;1;0;256;1;0;1;40960;0;0;0.015047;NA;0.566526;0.462360;0.462359;0.61;638;116
0.01;3;1;0;256;1;0;1;40960;0;1;.002083;NA;.089402;.072635;.072635;0.61;638;656
0.01;3;1;0;256;1;0;1;40960;0;2;.000788;NA;.038213;.037654;.037654;0.87;639;1750
1.49;215;1;0;256;1;0;2;4096;0;0;0.002430;NA;0.049328;0.049440;0.049438;0.07;67;93
0.01;3;1;0;256;1;0;2;4096;0;1;.000672;NA;.007785;.008954;.008954;0.08;67;491
0.01;3;1;0;256;1;0;2;4096;0;2;.000242;NA;.002917;.003404;.003404;0.10;67;1335
1.47;216;1;0;256;1;0;2;8192;0;0;0.004802;NA;0.106806;0.108379;0.108378;0.15;131;95
0.01;3;1;0;256;1;0;2;8192;0;1;.001216;NA;.015064;.016333;.016332;0.15;131;517
0.01;3;1;0;256;1;0;2;8192;0;2;.000432;NA;.006189;.006840;.006840;0.18;131;1498
1.66;216;1;0;256;1;0;2;12288;0;0;0.007034;NA;0.143013;0.154900;0.154899;0.21;195;91
0.01;3;1;0;256;1;0;2;12288;0;1;.001732;NA;.021517;.023064;.023064;0.20;195;524
0.01;3;1;0;256;1;0;2;12288;0;2;.000634;NA;.009950;.010545;.010545;0.27;195;1560
1.67;216;1;0;256;1;0;2;16384;0;0;0.009628;NA;0.170320;0.178947;0.178946;0.26;258;89
0.01;3;1;0;256;1;0;2;16384;0;1;.002151;NA;.028309;.029914;.029914;0.27;258;516
0.01;3;1;0;256;1;0;2;16384;0;2;.000852;NA;.012764;.013990;.013990;0.36;258;1526
1.49;216;1;0;256;1;0;2;20480;0;0;0.011729;NA;0.241882;0.239496;0.239495;0.32;322;99
0.01;3;1;0;256;1;0;2;20480;0;1;.002682;NA;.035290;.037305;.037304;0.32;326;535
0.01;3;1;0;256;1;0;2;20480;0;2;.001059;NA;.015232;.017418;.017417;0.44;322;1482
1.48;215;1;0;256;1;0;2;24576;0;0;0.014059;NA;0.288621;0.276022;0.276021;0.39;386;99
0.01;3;1;0;256;1;0;2;24576;0;1;.003208;NA;.041133;.043047;.043047;0.38;386;534
0.01;3;1;0;256;1;0;2;24576;0;2;.001250;NA;.018814;.020696;.020696;0.51;386;1555
1.49;215;1;0;256;1;0;2;28672;0;0;0.017083;NA;0.341780;0.316101;0.316100;0.44;450;102
0.01;3;1;0;256;1;0;2;28672;0;1;.003894;NA;.049874;.050941;.050941;0.43;450;565
0.01;3;1;0;256;1;0;2;28672;0;2;.001443;NA;.022278;.024028;.024028;0.59;450;1597
1.76;215;1;0;256;1;0;2;32768;0;0;0.018735;NA;0.372805;0.358123;0.358122;0.50;513;98
0.01;3;1;0;256;1;0;2;32768;0;1;.004176;NA;.057572;.058049;.058049;0.51;513;542
0.01;3;1;0;256;1;0;2;32768;0;2;.001671;NA;.026703;.027483;.027483;0.68;513;1644
1.65;216;1;0;256;1;0;2;36864;0;0;0.014507;NA;0.326086;0.349532;0.349531;0.52;577;81
0.01;3;1;0;256;1;0;2;36864;0;1;.004564;NA;.059831;.064090;.064090;0.57;577;512
0.01;3;1;0;256;1;0;2;36864;0;2;.001883;NA;.030858;.031274;.031274;0.77;579;1644
1.37;216;1;0;256;1;0;2;40960;0;0;0.024744;NA;0.437359;0.396149;0.396148;0.56;641;106
0.01;3;1;0;256;1;0;2;40960;0;1;.005533;NA;.069431;.069976;.069976;0.59;641;572
0.01;3;1;0;256;1;0;2;40960;0;2;.002113;NA;.032320;.034216;.034216;0.85;641;1606
1.36;216;1;0;256;1;0;3;4096;0;0;0.001484;NA;0.028725;0.063991;0.063990;0.08;43;55
0.01;3;1;0;256;1;0;3;4096;0;1;.000258;NA;.006413;.008808;.008808;0.08;67;420
0.01;3;1;0;256;1;0;3;4096;0;2;.000097;NA;.002377;.003342;.003342;0.09;69;1200
