program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;packetdrops(%);runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;BINARY;semihonest;replicated-bin;3;244.13;5593;56;4096;2;0.206245;4.06;298;66;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;4;0.238998;5.90;298;49;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;6;0.637213;4.71;296;58;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;8;1.75666;8.46;297;32;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;10;0.724457;11.50;298;24;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;12;3.78843;12.80;298;21;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;14;4.1156;12.35;298;31;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;16;15.3218;24.61;296;13;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4096;18;369.241;385.18;298;0;NA;0.520248;1.03652
