program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;cpus;freqs(GHz);quotas(%);latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;240;50;6;110.571;112.47;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.772;NA;NA;NA;0.002304;36;1.8605;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;240;50;9;248.589;250.50;15;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.481;NA;NA;NA;0.005184;81;4.12256;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;240;100;3;55.3543;59.10;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.542;NA;NA;NA;0.000576;9;1.00245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;240;100;6;220.51;224.26;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.962;NA;NA;NA;0.002304;36;3.70882;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;240;100;9;495.782;499.55;15;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.675;NA;NA;NA;0.005184;81;8.22035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;120;50;3;27.7557;29.65;10;1;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3432;NA;NA;NA;0.000576;9;0.50252;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;120;50;6;110.565;112.57;13;1;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.767;NA;NA;NA;0.002304;36;1.85992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;120;50;9;248.576;250.59;15;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.468;NA;NA;NA;0.005184;81;4.12172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;120;100;3;55.357;59.31;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5428;NA;NA;NA;0.000576;9;1.00338;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;120;100;6;220.521;224.27;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.972;NA;NA;NA;0.002304;36;3.70924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;120;100;9;495.78;499.54;13;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.671;NA;NA;NA;0.005184;81;8.22121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;60;50;3;27.7561;29.66;12;1;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3435;NA;NA;NA;0.000576;9;0.502682;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;60;50;6;110.57;112.48;13;1;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.772;NA;NA;NA;0.002304;36;1.85944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;60;50;9;248.588;250.60;15;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.482;NA;NA;NA;0.005184;81;4.12113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;60;100;3;55.3554;59.10;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5427;NA;NA;NA;0.000576;9;1.00244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;60;100;6;220.511;224.26;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.963;NA;NA;NA;0.002304;36;3.70876;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;60;100;9;495.779;499.54;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.673;NA;NA;NA;0.005184;81;8.21943;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;240;50;3;27.73;29.73;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3184;NA;NA;NA;0.000576;9;0.502585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;240;50;6;110.466;112.36;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.674;NA;NA;NA;0.002304;36;1.85836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;240;50;9;248.351;250.36;13;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.258;NA;NA;NA;0.005184;81;4.11671;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;240;100;3;55.3306;59.07;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5195;NA;NA;NA;0.000576;9;1.00205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;240;100;6;220.415;224.37;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.872;NA;NA;NA;0.002304;36;3.70842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;240;100;9;495.552;499.51;12;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.458;NA;NA;NA;0.005184;81;8.21761;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;120;50;3;27.7301;29.62;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3183;NA;NA;NA;0.000576;9;0.502527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;120;50;6;110.464;112.46;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.671;NA;NA;NA;0.002304;36;1.85878;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;120;50;9;248.358;250.27;13;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.265;NA;NA;NA;0.005184;81;4.11674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;120;100;3;55.3303;59.07;10;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5185;NA;NA;NA;0.000576;9;1.00253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;120;100;6;220.412;224.17;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.87;NA;NA;NA;0.002304;36;3.70787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;120;100;9;495.559;499.52;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.464;NA;NA;NA;0.005184;81;8.21848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;60;50;3;27.7293;29.73;10;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.318;NA;NA;NA;0.000576;9;0.5025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;60;50;6;110.467;112.47;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.674;NA;NA;NA;0.002304;36;1.85799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;60;50;9;248.356;250.26;13;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.263;NA;NA;NA;0.005184;81;4.11777;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;60;100;3;55.3286;59.07;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5172;NA;NA;NA;0.000576;9;1.00205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;60;100;6;220.415;224.37;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.871;NA;NA;NA;0.002304;36;3.70896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.6;60;100;9;495.55;499.51;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.456;NA;NA;NA;0.005184;81;8.21759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;240;50;3;27.7311;29.62;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3197;NA;NA;NA;0.000576;9;0.502038;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;240;50;6;110.467;112.37;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.673;NA;NA;NA;0.002304;36;1.85789;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;240;50;9;248.37;250.38;12;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.275;NA;NA;NA;0.005184;81;4.11781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;240;100;3;55.3333;59.28;10;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5225;NA;NA;NA;0.000576;9;1.00159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;240;100;6;220.419;224.18;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.877;NA;NA;NA;0.002304;36;3.70727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;240;100;9;495.572;499.33;13;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.477;NA;NA;NA;0.005184;81;8.21712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;120;50;3;27.7321;29.73;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3205;NA;NA;NA;0.000576;9;0.5022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;120;50;6;110.471;112.38;15;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.677;NA;NA;NA;0.002304;36;1.85669;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;120;50;9;248.37;250.38;15;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.274;NA;NA;NA;0.005184;81;4.11807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;120;100;3;55.3317;59.08;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5205;NA;NA;NA;0.000576;9;1.0021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;120;100;6;220.418;224.38;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.874;NA;NA;NA;0.002304;36;3.7081;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;120;100;9;495.565;499.53;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.468;NA;NA;NA;0.005184;81;8.21853;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;60;50;3;27.7313;29.73;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3198;NA;NA;NA;0.000576;9;0.501944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;60;50;6;110.471;112.47;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.679;NA;NA;NA;0.002304;36;1.85748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;60;50;9;248.365;250.28;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.269;NA;NA;NA;0.005184;81;4.1169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;60;100;3;55.3297;59.28;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5181;NA;NA;NA;0.000576;9;1.00218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;60;100;6;220.419;224.38;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.875;NA;NA;NA;0.002304;36;3.70823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;60;100;9;495.563;499.33;15;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.469;NA;NA;NA;0.005184;81;8.21725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;240;50;3;27.7279;29.71;10;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3179;NA;NA;NA;0.000576;9;0.501832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;240;50;6;110.456;112.35;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.667;NA;NA;NA;0.002304;36;1.85746;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;240;50;9;248.34;250.25;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.253;NA;NA;NA;0.005184;81;4.11545;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;240;100;3;55.3299;59.27;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5189;NA;NA;NA;0.000576;9;1.00176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;240;100;6;220.414;224.37;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.875;NA;NA;NA;0.002304;36;3.70657;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;240;100;9;495.547;499.31;15;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.459;NA;NA;NA;0.005184;81;8.21528;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;120;50;3;27.7288;29.72;10;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.3182;NA;NA;NA;0.000576;9;0.502093;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;120;50;6;110.457;112.35;13;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.669;NA;NA;NA;0.002304;36;1.85663;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;120;50;9;248.341;250.35;13;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.256;NA;NA;NA;0.005184;81;4.11503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;120;100;3;55.3293;59.28;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;54.5188;NA;NA;NA;0.000576;9;1.00197;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;120;100;6;220.412;224.16;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;216.873;NA;NA;NA;0.002304;36;3.70637;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;120;100;9;495.556;499.52;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;487.469;NA;NA;NA;0.005184;81;8.21456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;60;50;3;27.7283;29.72;12;0;NA;0.012312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011736;541;27.318;NA;NA;NA;0.000576;9;0.501764;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;60;50;6;110.459;112.36;11;0;NA;0.049248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.046944;2161;108.67;NA;NA;NA;0.002304;36;1.85651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2.6;60;50;9;248.342;250.35;14;0;NA;0.110808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105624;4861;244.255;NA;NA;NA;0.005184;81;4.11524;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
