program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);cpus;freqs(GHz);quotas(%);latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;120;50;3;0.553397;4.13;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;120;50;6;1.90984;5.48;13;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;120;50;9;4.17126;7.75;12;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;120;100;3;1.10298;8.18;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;120;100;6;3.8115;10.89;12;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;120;100;9;8.32063;15.40;13;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;60;50;3;0.553278;4.13;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;60;50;6;1.90933;5.48;13;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;60;50;9;4.17027;7.74;13;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;60;100;3;1.1039;8.18;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;60;100;6;3.81;10.88;13;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2.6;60;100;9;8.32013;15.40;13;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;240;50;3;0.553386;4.13;12;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;240;50;6;1.90946;5.49;15;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;240;50;9;4.17056;7.75;15;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;240;100;3;1.10391;8.19;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;240;100;6;3.80978;10.89;14;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;240;100;9;8.31978;15.40;12;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;120;50;3;0.553961;4.13;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;120;50;6;1.90996;5.49;13;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;120;50;9;4.16992;7.75;14;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;120;100;3;1.10327;8.18;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;120;100;6;3.81054;10.89;14;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;120;100;9;8.32002;15.40;14;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;60;50;3;0.553405;4.13;13;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;60;50;6;1.91005;5.49;15;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;60;50;9;4.17073;7.75;12;0;~82;0.001296;0.003888
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;60;100;3;1.10391;8.18;12;0;~10;0.000144;0.000432
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;60;100;6;3.81002;10.89;13;0;~37;0.000576;0.001728
32;RING;semihonest;replicated-ring;3;NA;NA;NA;1;2;60;100;9;8.32032;15.40;15;0;~82;0.001296;0.003888
32;BINARY;semihonest;ccd;3;1.21;23;1;4;2.6;240;50;3;27.7685;29.74;12;1;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;0.89;36;1;4;2.6;240;50;6;110.618;112.56;11;1;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;4.19;58;1;4;2.6;240;50;9;248.684;250.66;15;1;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;240;100;3;55.3675;59.14;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;240;100;6;220.556;224.38;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;240;100;9;495.856;499.67;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;120;50;3;27.7659;29.68;12;1;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;120;50;6;110.615;112.54;13;1;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;120;50;9;248.679;250.64;14;1;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;120;100;3;55.3684;59.19;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;120;100;6;220.573;224.38;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;120;100;9;495.866;499.67;12;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;60;50;3;27.7676;29.70;12;1;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;60;50;6;110.608;112.56;13;1;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;60;50;9;248.683;250.64;13;1;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;60;100;3;55.3682;59.16;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;60;100;6;220.554;224.55;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2.6;60;100;9;495.867;499.66;12;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;240;50;3;27.7564;29.76;10;1;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;240;50;6;110.571;112.47;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;240;50;9;248.589;250.50;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;240;100;3;55.3543;59.10;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;240;100;6;220.51;224.26;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;240;100;9;495.782;499.55;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;120;50;3;27.7557;29.65;10;1;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;120;50;6;110.565;112.57;13;1;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;120;50;9;248.576;250.59;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;120;100;3;55.357;59.31;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;120;100;6;220.521;224.27;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;120;100;9;495.78;499.54;13;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;60;50;3;27.7561;29.66;12;1;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;60;50;6;110.57;112.48;13;1;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;60;50;9;248.588;250.60;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;60;100;3;55.3554;59.10;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;60;100;6;220.511;224.26;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;4;2;60;100;9;495.779;499.54;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;240;50;3;27.73;29.73;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;240;50;6;110.466;112.36;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;240;50;9;248.351;250.36;13;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;240;100;3;55.3306;59.07;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;240;100;6;220.415;224.37;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;240;100;9;495.552;499.51;12;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;120;50;3;27.7301;29.62;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;120;50;6;110.464;112.46;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;120;50;9;248.358;250.27;13;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;120;100;3;55.3303;59.07;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;120;100;6;220.412;224.17;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;120;100;9;495.559;499.52;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;60;50;3;27.7293;29.73;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;60;50;6;110.467;112.47;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;60;50;9;248.356;250.26;13;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;60;100;3;55.3286;59.07;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;60;100;6;220.415;224.37;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2.6;60;100;9;495.55;499.51;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;240;50;3;27.7311;29.62;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;240;50;6;110.467;112.37;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;240;50;9;248.37;250.38;12;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;240;100;3;55.3333;59.28;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;240;100;6;220.419;224.18;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;240;100;9;495.572;499.33;13;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;120;50;3;27.7321;29.73;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;120;50;6;110.471;112.38;15;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;120;50;9;248.37;250.38;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;120;100;3;55.3317;59.08;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;120;100;6;220.418;224.38;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;120;100;9;495.565;499.53;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;60;50;3;27.7313;29.73;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;60;50;6;110.471;112.47;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;60;50;9;248.365;250.28;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;60;100;3;55.3297;59.28;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;60;100;6;220.419;224.38;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;2;2;60;100;9;495.563;499.33;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;240;50;3;27.7279;29.71;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;240;50;6;110.456;112.35;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;240;50;9;248.34;250.25;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;240;100;3;55.3299;59.27;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;240;100;6;220.414;224.37;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;240;100;9;495.547;499.31;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;120;50;3;27.7288;29.72;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;120;50;6;110.457;112.35;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;120;50;9;248.341;250.35;13;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;120;100;3;55.3293;59.28;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;120;100;6;220.412;224.16;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;120;100;9;495.556;499.52;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;60;50;3;27.7283;29.72;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;60;50;6;110.459;112.36;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;60;50;9;248.342;250.35;14;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;60;100;3;55.3293;59.07;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;60;100;6;220.414;224.37;11;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2.6;60;100;9;495.552;499.32;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;240;50;3;27.7306;29.63;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;240;50;6;110.465;112.47;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;240;50;9;248.356;250.37;13;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;240;100;3;55.3302;59.28;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;240;100;6;220.417;224.17;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;240;100;9;495.563;499.33;12;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;120;50;3;27.7314;29.63;10;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;120;50;6;110.464;112.37;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;120;50;9;248.355;250.27;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;120;100;3;55.3294;59.28;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;120;100;6;220.417;224.17;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;120;100;9;495.565;499.33;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;60;50;3;27.7297;29.63;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;60;50;6;110.466;112.47;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;60;50;9;248.352;250.37;15;0;NA;0.110808;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;60;100;3;55.3312;59.07;12;0;NA;0.012312;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;60;100;6;220.415;224.37;13;0;NA;0.049248;NA
32;BINARY;semihonest;ccd;3;NA;NA;NA;1;2;60;100;9;495.564;499.33;13;0;NA;0.110808;NA
32;BINARY;semihonest;replicated-bin;3;1.21;23;1;4;2.6;240;50;3;27.9292;29.89;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;0.89;36;1;4;2.6;240;50;6;110.995;113.04;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;4.19;58;1;4;2.6;240;50;9;249.437;251.44;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;240;100;3;55.6379;59.41;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;240;100;6;221.125;224.92;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;240;100;9;496.832;500.65;12;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;120;50;3;27.9501;29.86;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;120;50;6;110.984;112.92;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;120;50;9;249.419;251.36;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;120;100;3;55.633;59.45;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;120;100;6;221.049;224.87;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;120;100;9;496.711;500.52;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;60;50;3;27.9444;29.87;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;60;50;6;110.96;112.91;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;60;50;9;249.433;251.39;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;60;100;3;55.6352;59.41;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;60;100;6;221.039;224.82;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2.6;60;100;9;496.764;500.56;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;240;50;3;27.9265;29.82;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;240;50;6;110.947;112.85;16;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;240;50;9;249.282;251.19;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;240;100;3;55.6268;59.37;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;240;100;6;221.022;224.77;11;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;240;100;9;496.595;500.36;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;120;50;3;27.9287;29.82;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;120;50;6;110.939;112.84;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;120;50;9;249.333;251.35;12;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;120;100;3;55.6248;59.37;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;120;100;6;221.014;224.77;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;120;100;9;496.674;500.44;12;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;60;50;3;27.9256;29.82;13;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;60;50;6;110.94;112.94;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;60;50;9;249.324;251.34;12;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;60;100;3;55.6317;59.38;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;60;100;6;220.972;224.72;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;4;2;60;100;9;496.661;500.62;12;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;240;50;3;27.857;29.75;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;240;50;6;110.655;112.65;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;240;50;9;248.66;250.67;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;240;100;3;55.5548;59.50;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;240;100;6;220.694;224.44;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;240;100;9;495.932;499.69;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;120;50;3;27.8553;29.75;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;120;50;6;110.654;112.55;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;120;50;9;248.665;250.67;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;120;100;3;55.5516;59.29;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;120;100;6;220.693;224.44;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;120;100;9;495.936;499.89;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;60;50;3;27.8507;29.74;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;60;50;6;110.659;112.66;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;60;50;9;248.674;250.68;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;60;100;3;55.5505;59.49;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;60;100;6;220.692;224.44;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2.6;60;100;9;495.939;499.90;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;240;50;3;27.8575;29.75;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;240;50;6;110.664;112.56;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;240;50;9;248.675;250.59;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;240;100;3;55.5514;59.50;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;240;100;6;220.697;224.45;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;240;100;9;495.943;499.70;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;120;50;3;27.8532;29.75;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;120;50;6;110.664;112.66;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;120;50;9;248.678;250.59;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;120;100;3;55.5554;59.30;10;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;120;100;6;220.697;224.65;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;120;100;9;495.945;499.91;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;60;50;3;27.8557;29.75;10;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;60;50;6;110.667;112.57;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;60;50;9;248.689;250.60;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;60;100;3;55.5498;59.29;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;60;100;6;220.69;224.64;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2;2;60;100;9;495.945;499.91;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;240;50;3;27.8271;29.72;9;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;240;50;6;110.552;112.55;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;240;50;9;248.434;250.34;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;240;100;3;55.5281;59.27;10;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;240;100;6;220.602;224.55;12;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;240;100;9;495.733;499.69;11;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;120;50;3;27.8272;29.82;11;0;NA;0.005988;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;120;50;6;110.553;112.45;10;0;NA;0.023808;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;120;50;9;248.431;250.34;13;0;NA;0.053508;NA
32;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;2.6;120;100;3;55.5285;59.27;9;0;NA;0.005988;NA
