comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.72          216                1                  512       1         0         1         14             23000            40960       0           0           0.090836     NA          0.739890          0.455459            0.455458           1.15                 1274          124
1.52          216                1                  512       1         0         1         14             23000            40960       0           1           .012185      NA          .143266           .112734             .112733            1.52                 216           99
1.67          216                1                  512       1         0         1         14             22000            40960       0           0           0.087957     NA          0.797720          0.495406            0.495405           1.20                 1273          122
1.50          216                1                  512       1         0         1         14             22000            40960       0           1           .012757      NA          .145962           .106328             .106328            1.50                 216           99
1.82          216                1                  512       1         0         1         14             21000            40960       0           0           0.055604     NA          0.716600          0.431193            0.431192           1.13                 1274          107
1.67          215                1                  512       1         0         1         14             21000            40960       0           1           .010991      NA          .149286           .105052             .105052            1.67                 215           99
1.72          216                1                  512       1         0         1         14             20000            40960       0           0           0.085907     NA          0.730402          0.458224            0.458223           1.16                 1274          121
1.55          216                1                  512       1         0         1         14             20000            40960       0           1           .012031      NA          .149256           .110993             .110993            1.55                 216           99
1.80          217                1                  512       1         0         1         14             19000            40960       0           0           0.055176     NA          0.715371          0.417496            0.417495           1.03                 1274          123
1.72          216                1                  512       1         0         1         14             19000            40960       0           1           .012415      NA          .145469           .102875             .102875            1.72                 216           99
1.78          217                1                  512       1         0         1         14             18000            40960       0           0           0.056136     NA          0.741404          0.430753            0.430752           1.12                 1274          110
1.76          215                1                  512       1         0         1         14             18000            40960       0           1           .011123      NA          .149903           .108749             .108748            1.76                 215           99
1.58          216                1                  512       1         0         1         14             17000            40960       0           0           0.054929     NA          0.736012          0.468975            0.468974           1.18                 1274          108
1.85          215                1                  512       1         0         1         14             17000            40960       0           1           .011499      NA          .146103           .111920             .111920            1.85                 215           99
1.57          216                1                  512       1         0         1         14             16000            40960       0           0           0.089787     NA          0.711755          0.455258            0.455257           1.15                 1274          122
1.70          216                1                  512       1         0         1         14             16000            40960       0           1           .012596      NA          .147223           .115942             .115942            1.70                 216           99
1.74          216                1                  512       1         0         1         14             15000            40960       0           0           0.055323     NA          0.734341          0.477679            0.477678           1.17                 1274          109
1.69          217                1                  512       1         0         1         14             15000            40960       0           1           .011611      NA          .146700           .121304             .121304            1.69                 217           100
1.41          216                1                  512       1         0         1         14             14000            40960       0           0           0.087892     NA          0.730459          0.458221            0.458220           1.16                 1274          122
1.67          215                1                  512       1         0         1         14             14000            40960       0           1           .011386      NA          .145672           .120615             .120615            1.67                 215           99
1.52          215                1                  512       1         0         1         14             13000            40960       0           0           0.058213     NA          0.718477          0.424203            0.424201           1.02                 1275          125
1.60          216                1                  512       1         0         1         14             13000            40960       0           1           .012889      NA          .145610           .125846             .125846            1.60                 216           99
1.51          215                1                  512       1         0         1         14             12000            40960       0           0           0.056492     NA          0.728541          0.428872            0.428871           0.90                 1274          133
1.72          216                1                  512       1         0         1         14             12000            40960       0           1           .012611      NA          .143766           .139834             .139834            1.72                 216           99
1.77          221                1                  512       1         0         1         14             11000            40960       0           0           0.055172     NA          0.741769          0.504048            0.504047           1.20                 1273          108
1.73          216                1                  512       1         0         1         14             11000            40960       0           1           .012441      NA          .140009           .148221             .148220            1.73                 216           99
1.42          215                1                  512       1         0         1         14             10000            40960       0           0           0.058394     NA          0.759441          0.476243            0.476242           1.16                 1273          115
1.51          216                1                  512       1         0         1         14             10000            40960       0           1           .012325      NA          .145773           .161035             .161035            1.51                 216           99
1.72          217                1                  512       1         0         1         14             9000             40960       0           0           0.055353     NA          0.820321          0.494319            0.494317           1.21                 1273          108
1.55          216                1                  512       1         0         1         14             9000             40960       0           1           .011765      NA          .146186           .174032             .174032            1.55                 216           99
1.54          215                1                  512       1         0         1         14             8000             40960       0           0           0.091043     NA          0.824054          0.556837            0.556836           1.26                 1274          121
1.69          216                1                  512       1         0         1         14             8000             40960       0           1           .012480      NA          .141807           .179445             .179445            1.69                 216           100
1.54          216                1                  512       1         0         1         16             25000            40960       0           0           0.091944     NA          0.801206          0.510187            0.510186           1.20                 1273          124
1.87          215                1                  512       1         0         1         16             25000            40960       0           1           .011060      NA          .144232           .098094             .098093            1.87                 215           99
1.52          216                1                  512       1         0         1         16             24000            40960       0           0           0.058604     NA          0.720389          0.420172            0.420171           1.04                 1273          128
1.55          216                1                  512       1         0         1         16             24000            40960       0           1           .011827      NA          .151441           .105390             .105389            1.55                 216           99
1.72          220                1                  512       1         0         1         16             23000            40960       0           0           0.056098     NA          0.719647          0.415098            0.415096           1.02                 1274          120
1.68          216                1                  512       1         0         1         16             23000            40960       0           1           .012875      NA          .147650           .100055             .100055            1.68                 216           99
1.78          216                1                  512       1         0         1         16             22000            40960       0           0           0.055306     NA          0.750311          0.481795            0.481794           1.16                 1273          106
1.61          215                1                  512       1         0         1         16             22000            40960       0           1           .012342      NA          .147376           .128674             .128674            1.61                 215           99
1.47          216                1                  512       1         0         1         16             21000            40960       0           0           0.091304     NA          0.793599          0.475578            0.475577           1.17                 1274          126
1.52          215                1                  512       1         0         1         16             21000            40960       0           1           .012289      NA          .146867           .104761             .104761            1.52                 215           99
1.86          216                1                  512       1         0         1         16             20000            40960       0           0           0.056232     NA          0.720651          0.410681            0.410680           1.09                 1274          115
1.52          215                1                  512       1         0         1         16             20000            40960       0           1           .011195      NA          .147205           .105148             .105148            1.52                 215           99
1.59          215                1                  512       1         0         1         16             19000            40960       0           0           0.090499     NA          0.747823          0.527457            0.527456           1.23                 1273          117
1.51          216                1                  512       1         0         1         16             19000            40960       0           1           .012889      NA          .145230           .112676             .112675            1.51                 216           100
1.43          215                1                  512       1         0         1         16             18000            40960       0           0           0.085823     NA          0.744494          0.490361            0.490360           1.19                 1274          120
1.80          217                1                  512       1         0         1         16             18000            40960       0           1           .011679      NA          .147366           .111796             .111796            1.80                 217           100
1.68          216                1                  512       1         0         1         16             17000            40960       0           0           0.056173     NA          0.754114          0.500928            0.500927           1.19                 1275          106
1.63          216                1                  512       1         0         1         16             17000            40960       0           1           .011342      NA          .148239           .109811             .109811            1.63                 216           99
1.53          215                1                  512       1         0         1         16             16000            40960       0           0           0.056326     NA          0.716090          0.467641            0.467640           1.17                 1273          112
1.70          215                1                  512       1         0         1         16             16000            40960       0           1           .012668      NA          .148886           .116936             .116936            1.70                 215           99
1.73          217                1                  512       1         0         1         16             15000            40960       0           0           0.055769     NA          0.753607          0.488940            0.488939           1.19                 1273          111
1.67          215                1                  512       1         0         1         16             15000            40960       0           1           .011926      NA          .141765           .115698             .115698            1.67                 215           99
1.53          216                1                  512       1         0         1         16             14000            40960       0           0           0.091825     NA          0.767675          0.487607            0.487606           1.18                 1274          123
1.69          217                1                  512       1         0         1         16             14000            40960       0           1           .011517      NA          .144906           .122333             .122332            1.69                 217           99
1.95          217                1                  512       1         0         1         16             13000            40960       0           0           0.055628     NA          0.753712          0.456846            0.456845           1.15                 1274          109
1.66          215                1                  512       1         0         1         16             13000            40960       0           1           .011882      NA          .140665           .126455             .126455            1.66                 215           99
1.80          216                1                  512       1         0         1         16             12000            40960       0           0           0.087827     NA          0.857306          0.511390            0.511389           1.23                 1274          125
1.56          215                1                  512       1         0         1         16             12000            40960       0           1           .012618      NA          .143165           .137325             .137325            1.56                 215           99
1.53          215                1                  512       1         0         1         16             11000            40960       0           0           0.055622     NA          0.782399          0.498529            0.498528           1.20                 1274          106
1.71          215                1                  512       1         0         1         16             11000            40960       0           1           .013062      NA          .143235           .142931             .142931            1.71                 215           99
1.64          216                1                  512       1         0         1         16             10000            40960       0           0           0.056518     NA          0.776899          0.530079            0.530078           1.24                 1274          105
1.72          215                1                  512       1         0         1         16             10000            40960       0           1           .010972      NA          .142144           .151980             .151980            1.72                 215           99
1.79          217                1                  512       1         0         1         16             9000             40960       0           0           0.055518     NA          0.789058          0.460990            0.460989           1.04                 1273          121
1.54          216                1                  512       1         0         1         16             9000             40960       0           1           .012001      NA          .141195           .163069             .163069            1.54                 216           99
1.52          216                1                  512       1         0         1         16             8000             40960       0           0           0.086210     NA          0.906397          0.564247            0.564246           1.27                 1274          126
1.51          215                1                  512       1         0         1         16             8000             40960       0           1           .012682      NA          .142030           .178728             .178727            1.51                 215           100
1.59          216                1                  512       1         0         1         18             25000            40960       0           0           0.057999     NA          0.712879          0.432155            0.432154           1.14                 1273          112
1.70          215                1                  512       1         0         1         18             25000            40960       0           1           .011871      NA          .144200           .098599             .098599            1.70                 215           100
1.73          215                1                  512       1         0         1         18             24000            40960       0           0           0.077476     NA          0.741240          0.529081            0.529080           1.22                 1274          116
1.76          216                1                  512       1         0         1         18             24000            40960       0           1           .012024      NA          .143820           .095598             .095598            1.76                 216           100
1.41          216                1                  512       1         0         1         18             23000            40960       0           0           0.055393     NA          0.722056          0.460541            0.460540           1.15                 1274          105
1.82          216                1                  512       1         0         1         18             23000            40960       0           1           .012416      NA          .145795           .101228             .101228            1.82                 216           99
1.41          215                1                  512       1         0         1         18             22000            40960       0           0           0.091630     NA          0.784902          0.487457            0.487456           1.20                 1273          122
1.55          215                1                  512       1         0         1         18             22000            40960       0           1           .012066      NA          .145282           .106599             .106598            1.55                 215           100
1.54          217                1                  512       1         0         1         18             21000            40960       0           0           0.058797     NA          0.692181          0.405213            0.405212           1.01                 1275          128
1.68          215                1                  512       1         0         1         18             21000            40960       0           1           .012566      NA          .148458           .109346             .109346            1.68                 215           100
1.50          215                1                  512       1         0         1         18             20000            40960       0           0           0.088686     NA          0.793977          0.491806            0.491805           1.19                 1273          125
1.77          217                1                  512       1         0         1         18             20000            40960       0           1           .012870      NA          .148565           .111683             .111683            1.77                 217           100
1.71          216                1                  512       1         0         1         18             19000            40960       0           0           0.056301     NA          0.734500          0.451693            0.451692           1.06                 1273          115
1.57          216                1                  512       1         0         1         18             19000            40960       0           1           .012221      NA          .149801           .112367             .112367            1.57                 216           100
1.51          215                1                  512       1         0         1         18             18000            40960       0           0           0.056515     NA          0.744700          0.455014            0.455013           1.11                 1274          112
1.74          216                1                  512       1         0         1         18             18000            40960       0           1           .012598      NA          .143679           .109856             .109856            1.74                 216           99
1.50          217                1                  512       1         0         1         18             17000            40960       0           0           0.091943     NA          0.777992          0.509320            0.509319           1.21                 1277          122
1.47          215                1                  512       1         0         1         18             17000            40960       0           1           .012303      NA          .146244           .108522             .108522            1.47                 215           99
1.43          216                1                  512       1         0         1         18             16000            40960       0           0           0.055579     NA          0.737865          0.433301            0.433300           1.14                 1274          110
1.68          215                1                  512       1         0         1         18             16000            40960       0           1           .013293      NA          .146642           .125742             .125742            1.68                 215           100
1.69          215                1                  512       1         0         1         18             15000            40960       0           0           0.055923     NA          0.741637          0.447150            0.447148           1.15                 1274          108
1.69          215                1                  512       1         0         1         18             15000            40960       0           1           .011839      NA          .149896           .128239             .128239            1.69                 215           99
1.62          216                1                  512       1         0         1         18             14000            40960       0           0           0.055485     NA          0.702362          0.428920            0.428919           1.00                 1273          119
1.68          216                1                  512       1         0         1         18             14000            40960       0           1           .012022      NA          .146474           .123937             .123937            1.68                 216           99
1.50          215                1                  512       1         0         1         18             13000            40960       0           0           0.090830     NA          0.876143          0.528610            0.528609           1.23                 1274          128
1.53          216                1                  512       1         0         1         18             13000            40960       0           1           .011809      NA          .145419           .130822             .130822            1.53                 216           99
1.54          217                1                  512       1         0         1         18             12000            40960       0           0           0.092907     NA          0.773895          0.509003            0.509002           1.22                 1274          121
1.70          217                1                  512       1         0         1         18             12000            40960       0           1           .012007      NA          .148539           .141162             .141162            1.70                 217           100
1.55          215                1                  512       1         0         1         18             11000            40960       0           0           0.057791     NA          0.739719          0.429876            0.429876           1.00                 1274          130
1.68          216                1                  512       1         0         1         18             11000            40960       0           1           .011296      NA          .143511           .135088             .135088            1.68                 216           99
1.54          216                1                  512       1         0         1         18             10000            40960       0           0           0.055196     NA          0.747112          0.464424            0.464423           1.16                 1273          108
1.55          217                1                  512       1         0         1         18             10000            40960       0           1           .011402      NA          .137636           .144191             .144191            1.55                 217           99
1.67          215                1                  512       1         0         1         18             9000             40960       0           0           0.063669     NA          0.785524          0.557247            0.557246           1.27                 1274          116
1.41          215                1                  512       1         0         1         18             9000             40960       0           1           .011402      NA          .143119           .158831             .158831            1.41                 215           100
1.69          216                1                  512       1         0         1         18             8000             40960       0           0           0.057636     NA          0.817077          0.565975            0.565974           1.26                 1274          113
1.85          216                1                  512       1         0         1         18             8000             40960       0           1           .011367      NA          .142818           .180866             .180865            1.85                 216           99
1.71          216                1                  512       1         0         1         20             25000            40960       0           0           0.090279     NA          0.732215          0.455889            0.455888           1.16                 1274          123
1.56          216                1                  512       1         0         1         20             25000            40960       0           1           .011044      NA          .146917           .097553             .097552            1.56                 216           99
1.77          216                1                  512       1         0         1         20             24000            40960       0           0           0.088995     NA          0.742865          0.444878            0.444877           1.15                 1274          125
1.53          216                1                  512       1         0         1         20             24000            40960       0           1           .011820      NA          .144481           .096498             .096497            1.53                 216           99
1.73          216                1                  512       1         0         1         20             23000            40960       0           0           0.091259     NA          0.796731          0.480016            0.480014           1.17                 1274          126
1.42          217                1                  512       1         0         1         20             23000            40960       0           1           .013049      NA          .145988           .107925             .107925            1.42                 217           99
1.53          217                1                  512       1         0         1         20             22000            40960       0           0           0.090381     NA          0.760178          0.493326            0.493325           1.19                 1274          121
1.68          216                1                  512       1         0         1         20             22000            40960       0           1           .011428      NA          .149736           .108098             .108097            1.68                 216           99
1.54          216                1                  512       1         0         1         20             21000            40960       0           0           0.056083     NA          0.757444          0.457069            0.457067           1.18                 1274          106
1.70          216                1                  512       1         0         1         20             21000            40960       0           1           .011387      NA          .149786           .113518             .113518            1.70                 216           100
1.57          217                1                  512       1         0         1         20             20000            40960       0           0           0.086461     NA          0.703516          0.464037            0.464036           1.16                 1274          120
1.51          216                1                  512       1         0         1         20             20000            40960       0           1           .011891      NA          .149510           .110068             .110068            1.51                 216           99
1.54          215                1                  512       1         0         1         20             19000            40960       0           0           0.090141     NA          0.814771          0.505570            0.505569           1.20                 1273          125
1.54          215                1                  512       1         0         1         20             19000            40960       0           1           .011468      NA          .144727           .108341             .108341            1.54                 215           100
1.69          215                1                  512       1         0         1         20             18000            40960       0           0           0.086674     NA          0.748302          0.462790            0.462788           1.17                 1274          124
1.70          216                1                  512       1         0         1         20             18000            40960       0           1           .012023      NA          .143997           .110448             .110447            1.70                 216           99
1.53          215                1                  512       1         0         1         20             17000            40960       0           0           0.055982     NA          0.772155          0.507509            0.507507           1.19                 1273          105
1.70          215                1                  512       1         0         1         20             17000            40960       0           1           .010978      NA          .146504           .110744             .110744            1.70                 215           100
1.66          216                1                  512       1         0         1         20             16000            40960       0           0           0.056227     NA          0.716965          0.461240            0.461239           1.17                 1273          107
1.51          216                1                  512       1         0         1         20             16000            40960       0           1           .012167      NA          .145174           .113163             .113163            1.51                 216           99
1.42          215                1                  512       1         0         1         20             15000            40960       0           0           0.056311     NA          0.739362          0.459536            0.459535           1.17                 1273          113
1.52          215                1                  512       1         0         1         20             15000            40960       0           1           .011272      NA          .144565           .117890             .117890            1.52                 215           99
1.70          216                1                  512       1         0         1         20             14000            40960       0           0           0.086363     NA          0.719640          0.429983            0.429982           1.13                 1273          124
1.54          216                1                  512       1         0         1         20             14000            40960       0           1           .011639      NA          .142373           .125727             .125727            1.54                 216           100
1.51          216                1                  512       1         0         1         20             13000            40960       0           0           0.059591     NA          0.720684          0.441829            0.441829           1.11                 1273          117
1.68          216                1                  512       1         0         1         20             13000            40960       0           1           .011868      NA          .146848           .130293             .130293            1.68                 216           99
1.72          216                1                  512       1         0         1         20             12000            40960       0           0           0.056214     NA          0.750319          0.464214            0.464213           1.17                 1273          117
1.57          215                1                  512       1         0         1         20             12000            40960       0           1           .011654      NA          .147690           .144887             .144887            1.57                 215           99
1.54          215                1                  512       1         0         1         20             11000            40960       0           0           0.055378     NA          0.725387          0.428104            0.428103           1.06                 1273          115
1.64          215                1                  512       1         0         1         20             11000            40960       0           1           .012500      NA          .152143           .138915             .138915            1.64                 215           99
1.53          217                1                  512       1         0         1         20             10000            40960       0           0           0.086506     NA          0.788139          0.504419            0.504418           1.20                 1273          123
1.80          216                1                  512       1         0         1         20             10000            40960       0           1           .012192      NA          .139042           .145946             .145946            1.80                 216           99
1.75          215                1                  512       1         0         1         20             9000             40960       0           0           0.086297     NA          0.793850          0.535338            0.535337           1.24                 1273          120
1.53          215                1                  512       1         0         1         20             9000             40960       0           1           .011646      NA          .141011           .168692             .168692            1.53                 215           99
1.75          217                1                  512       1         0         1         20             8000             40960       0           0           0.057186     NA          0.808879          0.545458            0.545457           1.25                 1275          106
1.75          216                1                  512       1         0         1         20             8000             40960       0           1           .013103      NA          .142985           .189134             .189133            1.75                 216           100
1.41          215                1                  512       1         0         2         1              25000            40960       0           0           0.099981     NA          0.718834          0.650582            0.650581           1.38                 1438          95
1.68          215                1                  512       1         0         2         1              25000            40960       0           1           .017264      NA          .113804           .118226             .118226            1.68                 215           99
1.50          214                1                  512       1         0         2         1              24000            40960       0           0           0.099329     NA          0.686102          0.608924            0.608923           1.35                 1438          91
1.39          215                1                  512       1         0         2         1              24000            40960       0           1           .018091      NA          .115933           .123342             .123342            1.39                 215           100
1.68          216                1                  512       1         0         2         1              23000            40960       0           0           0.106063     NA          0.708096          0.614151            0.614150           1.34                 1438          94
1.47          215                1                  512       1         0         2         1              23000            40960       0           1           .018293      NA          .118154           .121383             .121383            1.47                 215           100
1.64          216                1                  512       1         0         2         1              22000            40960       0           0           0.100788     NA          0.725943          0.629678            0.629677           1.36                 1439          93
1.55          215                1                  512       1         0         2         1              22000            40960       0           1           .016839      NA          .117368           .119109             .119109            1.55                 215           99
1.48          215                1                  512       1         0         2         1              21000            40960       0           0           0.101008     NA          0.720804          0.606996            0.606995           1.28                 1438          99
1.52          215                1                  512       1         0         2         1              21000            40960       0           1           .017650      NA          .125082           .123689             .123689            1.52                 215           99
1.52          215                1                  512       1         0         2         1              20000            40960       0           0           0.100066     NA          0.718926          0.624336            0.624335           1.37                 1438          91
1.76          215                1                  512       1         0         2         1              20000            40960       0           1           .018509      NA          .114608           .122585             .122585            1.76                 215           99
1.38          214                1                  512       1         0         2         1              19000            40960       0           0           0.100501     NA          0.698200          0.619458            0.619457           1.36                 1438          98
1.68          214                1                  512       1         0         2         1              19000            40960       0           1           .016679      NA          .116155           .126980             .126979            1.68                 214           99
1.37          216                1                  512       1         0         2         1              18000            40960       0           0           0.101021     NA          0.709407          0.610336            0.610335           1.32                 1438          99
1.50          216                1                  512       1         0         2         1              18000            40960       0           1           .018273      NA          .118826           .134757             .134757            1.50                 216           99
1.66          215                1                  512       1         0         2         1              17000            40960       0           0           0.105979     NA          0.695384          0.616050            0.616049           1.33                 1438          98
1.66          215                1                  512       1         0         2         1              17000            40960       0           1           .017859      NA          .118933           .125443             .125443            1.66                 215           99
1.52          214                1                  512       1         0         2         1              16000            40960       0           0           0.150093     NA          0.694289          0.613642            0.613641           1.37                 1439          105
1.38          214                1                  512       1         0         2         1              16000            40960       0           1           .017882      NA          .115443           .126195             .126194            1.38                 214           99
1.39          215                1                  512       1         0         2         1              15000            40960       0           0           0.149543     NA          0.669212          0.610200            0.610199           1.36                 1438          104
