comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.35          225                1                  0    8         1         0         4         4096        0           0           0.000524     NA          0.006173          0.008422            0.008421           0.01                 5             58
0.01          3                  1                  0    8         1         0         4         4096        0           1           .000091      NA          .000835           .001082             .001082            0.02                 5             320
1.38          226                1                  0    8         1         0         4         4096        1           0           0.000014     0.003587    0.001103          0.003960            0.003959           0.02                 5             38
0.01          3                  1                  0    8         1         0         4         4096        1           1           .000057      0.005017    .000372           .000592             .000592            0.02                 5             256
1.37          225                1                  0    8         1         0         4         40960       0           0           0.004726     NA          0.047160          0.071122            0.071121           0.09                 16            68
0.01          3                  1                  0    8         1         0         4         40960       0           1           .000991      NA          .005929           .008800             .008800            0.09                 21            382
1.41          226                1                  0    8         1         0         4         40960       1           0           0.000035     0.046279    0.004606          0.039651            0.039650           0.11                 18            57
0.01          3                  1                  0    8         1         0         4         40960       1           1           .000575      0.048621    .003930           .006155             .006155            0.12                 21            282
1.38          225                1                  0    8         1         0         4         409600      0           0           0.019648     NA          0.207714          0.276954            0.276953           0.37                 127           80
0.01          3                  1                  0    8         1         0         4         409600      0           1           .004020      NA          .031020           .047289             .047289            0.40                 177           417
1.40          226                1                  0    8         1         0         4         409600      1           0           0.000032     0.178246    0.033748          0.167858            0.167858           0.47                 153           62
0.01          3                  1                  0    8         1         0         4         409600      1           1           .002547      0.201247    .024341           .036565             .036565            0.55                 177           323
1.36          224                1                  0    8         1         0         5         4096        0           0           0.000189     NA          0.006709          0.010140            0.010138           0.02                 5             34
0.01          3                  1                  0    8         1         0         5         4096        0           1           .000086      NA          .001054           .001513             .001513            0.02                 5             265
1.41          226                1                  0    8         1         0         5         4096        1           0           0.000023     0.005981    0.000357          0.006512            0.006511           0.02                 5             37
0.01          3                  1                  0    8         1         0         5         4096        1           1           .000066      0.006084    .000567           .000893             .000892            0.02                 5             250
1.38          224                1                  0    8         1         0         5         40960       0           0           0.001784     NA          0.025563          0.062963            0.062962           0.09                 18            35
0.01          3                  1                  0    8         1         0         5         40960       0           1           .000896      NA          .007882           .013714             .013713            0.12                 21            319
1.41          225                1                  0    8         1         0         5         40960       1           0           0.000026     0.054185    0.000333          0.055273            0.055272           0.15                 18            46
0.01          3                  1                  0    8         1         0         5         40960       1           1           .000597      0.054231    .005776           .009596             .009596            0.14                 21            301
1.37          225                1                  0    8         1         0         5         409600      0           0           0.017743     NA          0.351183          0.491060            0.491059           0.61                 153           72
0.01          3                  1                  0    8         1         0         5         409600      0           1           .004073      NA          .052670           .083613             .083613            0.62                 177           400
1.39          226                1                  0    8         1         0         5         409600      1           0           0.000029     0.302105    0.000416          0.400831            0.400830           0.83                 153           46
0.01          3                  1                  0    8         1         0         5         409600      1           1           .002550      0.327116    .034318           .066671             .066671            0.86                 177           283
1.38          224                1                  0    64        1         0         4         4096        0           0           0.000584     NA          0.010962          0.017526            0.017525           0.03                 13            61
0.01          3                  1                  0    64        1         0         4         4096        0           1           .000101      NA          .002065           .002509             .002509            0.03                 17            397
1.40          224                1                  0    64        1         0         4         4096        1           0           0.000029     0.008251    0.001422          0.010236            0.010235           0.03                 15            55
0.01          3                  1                  0    64        1         0         4         4096        1           1           .000055      0.008098    .001204           .001577             .001576            0.04                 17            319
1.38          224                1                  0    64        1         0         4         40960       0           0           0.004729     NA          0.061989          0.091197            0.091196           0.14                 103           71
0.01          3                  1                  0    64        1         0         4         40960       0           1           .000948      NA          .010271           .015053             .015052            0.15                 142           398
1.39          225                1                  0    64        1         0         4         40960       1           0           0.000041     0.049674    0.003323          0.076681            0.076681           0.19                 123           48
0.01          3                  1                  0    64        1         0         4         40960       1           1           .000515      0.068597    .009209           .013471             .013471            0.20                 142           339
1.37          224                1                  0    64        1         0         4         409600      0           0           0.018605     NA          0.356102          0.710449            0.710448           0.90                 997           59
0.01          3                  1                  0    64        1         0         4         409600      0           1           .004332      NA          .091654           .130926             .130926            0.98                 1391          447
1.40          224                1                  0    64        1         0         4         409600      1           0           0.000032     0.291822    0.025071          0.492301            0.492300           1.12                 1197          48
0.01          3                  1                  0    64        1         0         4         409600      1           1           .001769      0.288404    .045100           .072442             .072442            31.48                1391          12
1.36          223                1                  0    64        1         0         5         4096        0           0           0.000464     NA          0.011924          0.017438            0.017437           0.03                 15            64
0.01          3                  1                  0    64        1         0         5         4096        0           1           .000095      NA          .001764           .002555             .002555            0.03                 17            324
1.41          224                1                  0    64        1         0         5         4096        1           0           0.000024     0.009105    0.000299          0.010921            0.010920           0.04                 15            48
0.01          3                  1                  0    64        1         0         5         4096        1           1           .000061      0.009970    .001085           .001703             .001702            0.04                 17            321
1.39          224                1                  0    64        1         0         5         40960       0           0           0.004568     NA          0.074166          0.107553            0.107552           0.15                 123           72
0.01          3                  1                  0    64        1         0         5         40960       0           1           .000951      NA          .012328           .016895             .016895            0.16                 142           407
1.37          225                1                  0    64        1         0         5         40960       1           0           0.000039     0.060952    0.000301          0.090994            0.090994           0.22                 123           47
0.01          3                  1                  0    64        1         0         5         40960       1           1           .000508      0.095174    .009593           .015358             .015358            0.27                 142           270
1.36          223                1                  0    64        1         0         5         409600      0           0           0.017742     NA          0.523515          0.811646            0.811645           1.00                 1200          69
0.01          3                  1                  0    64        1         0         5         409600      0           1           .004067      NA          .112999           .158351             .158351            1.16                 1394          448
1.39          225                1                  0    64        1         0         5         409600      1           0           0.000041     0.449729    0.000361          0.649729            0.649729           1.45                 1200          46
0.01          3                  1                  0    64        1         0         5         409600      1           1           .002256      0.465535    .072938           .118768             .118768            1.54                 1394          323
1.37          228                1                  0    128       1         0         4         4096        0           0           0.000431     NA          0.030932          0.042204            0.042203           0.06                 23            67
0.01          3                  1                  0    128       1         0         4         4096        0           1           .000105      NA          .004606           .006758             .006758            0.07                 31            363
1.45          229                1                  0    128       1         0         4         4096        1           0           0.000032     0.027631    0.002008          0.030191            0.030190           0.08                 27            53
0.01          3                  1                  0    128       1         0         4         4096        1           1           .000057      0.027232    .002480           .004356             .004356            0.09                 31            251
1.41          228                1                  0    128       1         0         4         40960       0           0           0.001646     NA          0.127924          0.190464            0.190463           0.26                 202           75
0.01          3                  1                  0    128       1         0         4         40960       0           1           .000420      NA          .022745           .032075             .032075            0.29                 281           420
1.42          229                1                  0    128       1         0         4         40960       1           0           0.000034     0.109007    0.006062          0.122307            0.122306           0.34                 242           58
0.01          3                  1                  0    128       1         0         4         40960       1           1           .000263      0.145195    .015482           .026534             .026534            0.40                 281           316
1.42          229                1                  0    128       1         0         4         409600      0           0           0.016152     NA          1.142851          1.654798            1.654797           2.12                 1991          74
0.01          3                  1                  0    128       1         0         4         409600      0           1           .004177      NA          .212687           .299570             .299570            2.27                 2778          455
1.42          229                1                  0    128       1         0         4         409600      1           0           0.000034     1.062050    0.044915          1.150089            1.150088           2.95                 2391          55
0.01          3                  1                  0    128       1         0         4         409600      1           1           .002559      1.068448    .131435           .205610             .205610            3.06                 2778          334
