program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.34;28;1;4;0.0240222;0.11;16;53;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.17;18;1;6;0.0245162;0.10;13;61;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.18;18;1;8;0.0272895;0.11;15;64;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.17;18;1;10;0.0263812;0.11;17;59;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.18;18;1;12;0.032706;0.10;16;64;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.18;18;1;14;0.0317796;0.12;15;64;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.34;28;1;4;0.120849;0.20;23;77;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;6;0.106324;0.18;23;78;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;8;0.125341;0.21;24;74;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;10;0.152609;0.23;23;71;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;12;0.117478;0.20;20;82;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;14;0.124434;0.21;23;71;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.13;17;1;4;0.0309538;0.11;15;52;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.14;17;1;6;0.0325587;0.11;15;47;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.14;17;1;8;0.0443156;0.12;15;55;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.14;17;1;10;0.0397779;0.11;15;55;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.13;17;1;12;0.0425878;0.13;15;56;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.13;17;1;14;0.0402334;0.12;15;51;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.30;21;1;4;0.0135773;0.05;10;70;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.33;22;1;6;0.0192956;0.06;12;68;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.38;22;1;8;0.0246019;0.07;10;70;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.41;23;1;10;0.0286442;0.07;12;71;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.46;24;1;12;0.0382211;0.08;10;87;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.50;25;1;14;0.0428381;0.09;12;83;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.30;21;1;4;0.0154653;0.06;9;51;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.33;22;1;6;0.0164646;0.06;9;52;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.38;22;1;8;0.0249301;0.07;11;59;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.41;23;1;10;0.0295591;0.07;9;59;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.46;24;1;12;0.0350548;0.08;11;65;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.50;25;1;14;0.036628;0.08;9;62;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.30;21;1;4;0.016049;0.03;11;63;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.33;22;1;6;0.0163426;0.04;11;61;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.38;22;1;8;0.0154714;0.04;10;63;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.41;23;1;10;0.016213;0.03;13;62;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.46;24;1;12;0.0166161;0.04;11;58;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.50;25;1;14;0.0166484;0.04;13;69;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.30;21;1;4;0.00167857;0.03;10;64;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.33;22;1;6;0.00212508;0.03;10;66;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.38;22;1;8;0.00177563;0.03;10;69;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.41;23;1;10;0.00215312;0.04;12;65;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.46;24;1;12;0.00214705;0.03;10;64;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.50;25;1;14;0.00221568;0.04;10;62;NA;0;NA
