nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.821204;NA;NA;26.2911;NA;0.946514;534;0.0119231;0.946578;536;0.844782;0.000488;21;0.0195497;6.4e-05;2;0.775142;NA;NA;NA;NA;NA;NA;0.008542;6;0.0010795;25.0102;64;0.990907;0.161792;1;0.779212;0.323584;2;1.57276;0.00064;1;0.771511
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;3200;64;NA;NA;NA;12950;2552;50;1.69662;NA;NA;52.2592;NA;1.92395;2622;0.0320294;1.92401;2624;1.89852;0.000688;29;0.0390826;6.4e-05;2;1.65081;NA;NA;NA;NA;NA;NA;0.008542;6;0.00691213;49.9953;112;1.36949;0.161792;1;1.654;0.323584;2;3.32375;0.0032;1;1.64777
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;6400;64;NA;NA;NA;25900;5102;100;2.63558;NA;NA;78.239;NA;2.91174;5230;0.0724782;2.91181;5232;3.05063;0.000888;37;0.0525895;6.4e-05;2;2.58846;NA;NA;NA;NA;NA;NA;0.008542;6;0.0015053;74.9805;160;1.86685;0.161792;1;2.591;0.323584;2;5.20091;0.0064;1;2.58542
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;9600;64;NA;NA;NA;38850;7652;150;3.53749;NA;NA;104.219;NA;3.89954;7838;0.104642;3.8996;7840;4.14884;0.001088;45;0.0754292;6.4e-05;2;3.49114;NA;NA;NA;NA;NA;NA;0.008542;6;0.00286697;99.9657;208;2.35096;0.161792;1;3.4936;0.323584;2;7.00678;0.0096;1;3.48821
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;12800;64;NA;NA;NA;51800;10202;200;4.49497;NA;NA;130.522;NA;4.88735;10448;0.154297;4.88741;10450;5.29603;0.001384;57;0.108895;9.6e-05;3;4.4403;NA;NA;NA;NA;NA;NA;0.008542;6;0.0103139;124.951;256;2.83849;0.161792;1;4.44346;0.647168;4;8.90238;0.0128;1;4.4373
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;16000;64;NA;NA;NA;64750;12752;250;5.44117;NA;NA;156.502;NA;5.87514;13056;0.184842;5.8752;13058;6.4518;0.001584;65;0.128434;9.6e-05;3;5.38454;NA;NA;NA;NA;NA;NA;0.008542;6;0.00418671;149.936;304;3.30333;0.161792;1;5.38725;0.647168;4;10.7924;0.016;1;5.38117
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;19200;64;NA;NA;NA;77700;15302;300;6.32566;NA;NA;182.482;NA;6.86293;15664;0.183329;6.863;15666;7.57041;0.001784;73;0.148111;9.6e-05;3;6.26627;NA;NA;NA;NA;NA;NA;0.008542;6;0.0135656;174.921;352;3.77743;0.161792;1;6.26836;0.647168;4;12.5571;0.0192;1;6.26316
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;22400;64;NA;NA;NA;90650;17852;350;7.60452;NA;NA;208.786;NA;7.85074;18274;0.271898;7.85081;18276;9.00379;0.00208;85;0.191328;0.000128;4;7.53702;NA;NA;NA;NA;NA;NA;0.008542;6;0.0120397;199.906;400;4.74109;0.161792;1;7.53998;0.970752;6;15.0958;0.0224;1;7.53348
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;25600;64;NA;NA;NA;103600;20402;400;8.3136;NA;NA;234.765;NA;8.83854;20882;0.285848;8.8386;20884;10.027;0.00228;93;0.19087;0.000128;4;8.24502;NA;NA;NA;NA;NA;NA;0.008542;6;0.00228308;224.892;448;4.73275;0.161792;1;8.24794;0.970752;6;16.5129;0.0256;1;8.24148
ether,ethercash,ethergold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;28800;64;NA;NA;NA;116550;22952;450;9.56764;NA;NA;260.745;NA;9.82633;23490;0.390998;9.8264;23492;11.3249;0.00248;101;0.247569;0.000128;4;9.49524;NA;NA;NA;NA;NA;NA;0.008542;6;0.00279542;249.877;496;5.83762;0.161792;1;9.49726;0.970752;6;19.015;0.0288;1;9.49153
