comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.07          234                1                  256       1         0         1         500            8192        0           0           0.012819     NA          0.207035          22.177152           22.177150          23.76                130           1
3.06          234                1                  256       1         0         1         1000           1024        0           0           0.002220     NA          0.037116          24.013681           24.013680          27.03                19            0
3.07          233                1                  256       1         0         1         1000           4096        0           0           0.006633     NA          0.112974          33.081858           33.081856          36.13                67            0
3.05          235                1                  256       1         0         1         1000           8192        0           0           0.012880     NA          0.187699          53.120298           53.120296          56.22                131           0
3.00          233                1                  256       1         0         2         1              1024        0           0           0.002901     NA          0.022324          0.132072            0.132072           0.15                 21            24
3.03          234                1                  256       1         0         2         1              4096        0           0           0.012199     NA          0.071732          0.354514            0.354512           0.42                 75            32
3.02          233                1                  256       1         0         2         1              8192        0           0           0.024150     NA          0.132804          0.634682            0.634681           0.74                 147           32
3.02          234                1                  256       1         0         2         5              1024        0           0           0.003311     NA          0.024064          0.222069            0.222068           0.26                 21            17
3.01          234                1                  256       1         0         2         5              4096        0           0           0.012325     NA          0.072082          0.422953            0.422952           0.50                 75            26
3.00          234                1                  256       1         0         2         5              8192        0           0           0.023921     NA          0.130000          0.656774            0.656773           0.78                 147           30
3.01          234                1                  256       1         0         2         10             1024        0           0           0.003292     NA          0.026190          0.409822            0.409821           0.46                 21            10
3.00          233                1                  256       1         0         2         10             4096        0           0           0.011884     NA          0.073252          0.617841            0.617840           0.71                 75            19
3.02          233                1                  256       1         0         2         10             8192        0           0           0.023872     NA          0.129199          0.896326            0.896325           1.03                 147           22
3.01          233                1                  256       1         0         2         20             1024        0           0           0.003258     NA          0.029310          0.736696            0.736694           0.82                 21            6
3.03          234                1                  256       1         0         2         20             4096        0           0           0.011772     NA          0.076291          1.052254            1.052253           1.16                 75            12
3.00          234                1                  256       1         0         2         20             8192        0           0           0.024007     NA          0.131865          1.355440            1.355438           1.52                 147           15
3.02          232                1                  256       1         0         2         40             1024        0           0           0.003377     NA          0.029833          1.435043            1.435041           1.57                 21            3
3.00          233                1                  256       1         0         2         40             4096        0           0           0.011696     NA          0.077170          1.967477            1.967476           2.15                 75            6
3.00          232                1                  256       1         0         2         40             8192        0           0           0.024061     NA          0.140543          2.482744            2.482743           2.71                 147           9
3.00          233                1                  256       1         0         2         60             1024        0           0           0.003261     NA          0.028206          2.134327            2.134325           2.33                 21            2
3.02          233                1                  256       1         0         2         60             4096        0           0           0.012273     NA          0.079934          2.926126            2.926125           3.16                 75            4
3.01          233                1                  256       1         0         2         60             8192        0           0           0.024116     NA          0.148363          3.585759            3.585758           3.86                 147           6
3.01          234                1                  256       1         0         2         80             1024        0           0           0.003450     NA          0.028867          2.834828            2.834826           3.09                 21            1
3.01          233                1                  256       1         0         2         80             4096        0           0           0.011750     NA          0.081173          3.846154            3.846152           4.14                 75            3
3.03          234                1                  256       1         0         2         80             8192        0           0           0.024029     NA          0.138652          4.663561            4.663560           5.01                 147           5
3.01          233                1                  256       1         0         2         100            1024        0           0           0.003352     NA          0.027246          3.731945            3.731944           4.04                 21            1
3.02          233                1                  256       1         0         2         100            4096        0           0           0.012065     NA          0.080832          4.629261            4.629260           5.00                 75            2
3.00          233                1                  256       1         0         2         100            8192        0           0           0.024104     NA          0.139105          5.711173            5.711172           6.12                 147           4
3.01          233                1                  256       1         0         2         300            1024        0           0           0.003085     NA          0.029483          11.132566           11.132565          12.04                21            0
3.02          234                1                  256       1         0         2         300            4096        0           0           0.012204     NA          0.083379          16.590984           16.590982          17.54                75            0
3.00          233                1                  256       1         0         2         300            8192        0           0           0.023925     NA          0.150395          23.556406           23.556404          24.55                147           1
3.02          233                1                  256       1         0         2         500            1024        0           0           0.003256     NA          0.028906          18.534769           18.534767          20.05                21            0
3.05          233                1                  256       1         0         2         500            4096        0           0           0.011939     NA          0.087134          31.095574           31.095573          32.65                75            0
3.03          234                1                  256       1         0         2         500            8192        0           0           0.023942     NA          0.158432          36.597884           36.597882          38.20                147           0
3.03          234                1                  256       1         0         2         1000           1024        0           0           0.003195     NA          0.029836          37.034383           37.034381          40.05                21            0
3.01          234                1                  256       1         0         2         1000           4096        0           0           0.011974     NA          0.082377          60.105578           60.105577          63.16                75            0
3.00          234                1                  256       1         0         2         1000           8192        0           0           0.023853     NA          0.165408          118.156161          118.156160         121.25               148           0
2.95          233                1                  256       1         0         3         1              1024        0           0           0.002962     NA          0.009854          0.146789            0.146788           0.17                 15            18
2.94          233                1                  256       1         0         3         1              4096        0           0           0.011202     NA          0.034197          0.324044            0.324043           0.39                 51            24
2.93          233                1                  256       1         0         3         1              8192        0           0           0.022646     NA          0.065493          0.620371            0.620370           0.72                 99            23
2.94          232                1                  256       1         0         3         5              1024        0           0           0.003153     NA          0.010053          0.224974            0.224973           0.26                 15            12
2.94          231                1                  256       1         0         3         5              4096        0           0           0.011200     NA          0.032109          0.413205            0.413204           0.49                 51            18
2.95          233                1                  256       1         0         3         5              8192        0           0           0.022596     NA          0.066681          0.677072            0.677071           0.79                 99            21
2.97          232                1                  256       1         0         3         10             1024        0           0           0.002659     NA          0.009135          0.416634            0.416633           0.46                 15            5
2.94          231                1                  256       1         0         3         10             4096        0           0           0.011323     NA          0.035373          0.624942            0.624941           0.72                 51            13
2.95          232                1                  256       1         0         3         10             8192        0           0           0.022533     NA          0.067902          0.850428            0.850427           1.00                 103           17
2.95          232                1                  256       1         0         3         20             1024        0           0           0.002911     NA          0.010281          0.795762            0.795760           0.88                 15            3
2.96          233                1                  256       1         0         3         20             4096        0           0           0.010676     NA          0.034203          1.087933            1.087932           1.21                 51            7
2.96          233                1                  256       1         0         3         20             8192        0           0           0.022403     NA          0.066344          1.404928            1.404927           1.56                 99            10
2.95          233                1                  256       1         0         3         40             1024        0           0           0.003126     NA          0.012670          1.563224            1.563223           1.70                 15            1
2.94          233                1                  256       1         0         3         40             4096        0           0           0.011143     NA          0.036029          2.169200            2.169199           2.34                 51            4
2.95          232                1                  256       1         0         3         40             8192        0           0           0.022568     NA          0.069454          2.718992            2.718990           2.94                 99            5
2.95          236                1                  256       1         0         3         60             1024        0           0           0.002900     NA          0.011801          2.320126            2.320125           2.52                 15            1
2.95          232                1                  256       1         0         3         60             4096        0           0           0.011012     NA          0.036935          3.235302            3.235300           3.47                 51            2
2.97          232                1                  256       1         0         3         60             8192        0           0           0.022383     NA          0.067834          4.201870            4.201869           4.48                 99            3
2.93          231                1                  256       1         0         3         80             1024        0           0           0.002717     NA          0.010945          3.240377            3.240376           3.49                 15            0
2.95          232                1                  256       1         0         3         80             4096        0           0           0.011178     NA          0.035360          4.266955            4.266954           4.57                 51            2
2.97          231                1                  256       1         0         3         80             8192        0           0           0.022292     NA          0.069228          5.608451            5.608450           5.95                 99            2
2.95          232                1                  256       1         0         3         100            1024        0           0           0.002847     NA          0.010925          4.039940            4.039939           4.35                 15            0
2.95          231                1                  256       1         0         3         100            4096        0           0           0.011259     NA          0.039625          5.688884            5.688883           6.04                 51            1
2.95          233                1                  256       1         0         3         100            8192        0           0           0.022386     NA          0.069428          7.209364            7.209362           7.61                 99            2
2.94          233                1                  256       1         0         3         300            1024        0           0           0.002908     NA          0.012361          12.640555           12.640554          13.56                15            0
2.94          233                1                  256       1         0         3         300            4096        0           0           0.011240     NA          0.041107          18.693451           18.693449          19.66                51            0
2.97          233                1                  256       1         0         3         300            8192        0           0           0.022322     NA          0.076527          23.570626           23.570625          24.57                99            0
2.94          232                1                  256       1         0         3         500            1024        0           0           0.002936     NA          0.012146          23.037969           23.037967          24.56                15            0
2.95          232                1                  256       1         0         3         500            4096        0           0           0.011143     NA          0.042436          33.096015           33.096013          34.65                51            0
2.95          232                1                  256       1         0         3         500            8192        0           0           0.022540     NA          0.080264          40.190806           40.190805          41.80                99            0
2.95          235                1                  256       1         0         3         1000           1024        0           0           0.002703     NA          0.013387          44.043007           44.043006          47.06                17            0
2.94          233                1                  256       1         0         3         1000           4096        0           0           0.011172     NA          0.047420          66.102221           66.102219          69.15                52            0
2.94          232                1                  256       1         0         3         1000           8192        0           0           0.022459     NA          0.088795          84.200997           84.200996          87.31                101           0
2.93          233                1                  256       1         0         4         1              1024        0           0           0.002784     NA          0.009925          0.125274            0.125273           0.15                 15            20
2.93          232                1                  256       1         0         4         1              4096        0           0           0.010466     NA          0.034673          0.302748            0.302747           0.36                 51            25
2.94          231                1                  256       1         0         4         1              8192        0           0           0.020849     NA          0.065341          0.551137            0.551136           0.66                 99            25
2.94          231                1                  256       1         0         4         5              1024        0           0           0.002807     NA          0.010146          0.215912            0.215911           0.25                 15            12
2.93          232                1                  256       1         0         4         5              4096        0           0           0.010694     NA          0.034886          0.376211            0.376209           0.45                 53            21
2.95          233                1                  256       1         0         4         5              8192        0           0           0.021090     NA          0.065549          0.570089            0.570088           0.68                 99            23
2.95          231                1                  256       1         0         4         10             1024        0           0           0.002629     NA          0.009879          0.404739            0.404738           0.45                 15            5
2.93          233                1                  256       1         0         4         10             4096        0           0           0.010522     NA          0.035521          0.564035            0.564034           0.66                 51            14
2.96          231                1                  256       1         0         4         10             8192        0           0           0.021106     NA          0.066068          0.751240            0.751239           0.89                 99            19
2.94          232                1                  256       1         0         4         20             1024        0           0           0.002607     NA          0.011656          0.787991            0.787990           0.86                 15            3
2.94          234                1                  256       1         0         4         20             4096        0           0           0.010629     NA          0.036208          1.008135            1.008134           1.12                 51            8
2.93          231                1                  256       1         0         4         20             8192        0           0           0.021024     NA          0.067740          1.263977            1.263976           1.43                 99            12
2.92          232                1                  256       1         0         4         40             1024        0           0           0.002662     NA          0.011330          1.549741            1.549740           1.69                 15            1
2.95          232                1                  256       1         0         4         40             4096        0           0           0.010496     NA          0.038427          1.941155            1.941153           2.10                 51            4
2.92          233                1                  256       1         0         4         40             8192        0           0           0.020880     NA          0.067091          2.443848            2.443847           2.66                 99            6
2.93          231                1                  256       1         0         4         60             1024        0           0           0.002841     NA          0.011360          2.309050            2.309048           2.51                 15            1
2.93          232                1                  256       1         0         4         60             4096        0           0           0.010716     NA          0.038115          2.973057            2.973055           3.21                 51            3
2.92          232                1                  256       1         0         4         60             8192        0           0           0.020786     NA          0.067574          3.722137            3.722135           4.00                 99            4
2.93          232                1                  256       1         0         4         80             1024        0           0           0.002790     NA          0.012349          3.231494            3.231492           3.48                 15            1
2.93          231                1                  256       1         0         4         80             4096        0           0           0.010661     NA          0.038922          4.090730            4.090728           4.38                 51            2
2.94          233                1                  256       1         0         4         80             8192        0           0           0.021078     NA          0.067258          5.078376            5.078374           5.43                 99            3
2.93          232                1                  256       1         0         4         100            1024        0           0           0.002869     NA          0.011465          4.027333            4.027331           4.35                 15            0
2.95          232                1                  256       1         0         4         100            4096        0           0           0.010373     NA          0.039152          5.093092            5.093090           5.45                 51            1
2.93          231                1                  256       1         0         4         100            8192        0           0           0.021070     NA          0.069062          6.550726            6.550725           6.95                 99            2
2.92          231                1                  256       1         0         4         300            1024        0           0           0.002511     NA          0.012057          12.631260           12.631258          13.55                15            0
2.94          232                1                  256       1         0         4         300            4096        0           0           0.010373     NA          0.039654          16.888980           16.888979          17.84                51            0
2.93          232                1                  256       1         0         4         300            8192        0           0           0.020922     NA          0.073003          21.166402           21.166401          22.18                99            0
2.94          232                1                  256       1         0         4         500            1024        0           0           0.002783     NA          0.012197          22.030468           22.030466          23.54                17            0
2.93          232                1                  256       1         0         4         500            4096        0           0           0.010206     NA          0.044283          29.097226           29.097225          30.66                51            0
2.95          231                1                  256       1         0         4         500            8192        0           0           0.020832     NA          0.076775          37.168359           37.168358          38.76                99            0
2.94          232                1                  256       1         0         4         1000           1024        0           0           0.002736     NA          0.011120          46.027431           46.027430          49.04                15            0
2.93          232                1                  256       1         0         4         1000           4096        0           0           0.010458     NA          0.047845          58.142617           58.142616          61.19                51            0
2.94          231                1                  256       1         0         4         1000           8192        0           0           0.020790     NA          0.105546          78.144870           78.144868          81.24                99            0
2.95          232                1                  256       1         0         5         1              1024        0           0           0.003164     NA          0.011367          0.156480            0.156478           0.18                 17            17
2.96          233                1                  256       1         0         5         1              4096        0           0           0.011363     NA          0.040342          0.346034            0.346033           0.41                 59            24
2.95          233                1                  256       1         0         5         1              8192        0           0           0.022587     NA          0.076354          0.562126            0.562125           0.66                 115           26
2.96          232                1                  256       1         0         5         5              1024        0           0           0.003153     NA          0.012253          0.228130            0.228129           0.26                 17            12
2.96          237                1                  256       1         0         5         5              4096        0           0           0.011474     NA          0.040832          0.410804            0.410803           0.49                 59            20
2.96          232                1                  256       1         0         5         5              8192        0           0           0.022415     NA          0.076094          0.649808            0.649807           0.77                 115           23
2.96          233                1                  256       1         0         5         10             1024        0           0           0.003126     NA          0.011962          0.424414            0.424413           0.48                 17            6
2.96          233                1                  256       1         0         5         10             4096        0           0           0.011276     NA          0.040879          0.600858            0.600856           0.70                 59            14
2.95          233                1                  256       1         0         5         10             8192        0           0           0.022324     NA          0.077336          0.848788            0.848787           0.98                 115           17
2.95          232                1                  256       1         0         5         20             1024        0           0           0.002764     NA          0.010360          0.794856            0.794855           0.87                 17            2
2.96          233                1                  256       1         0         5         20             4096        0           0           0.011166     NA          0.041214          1.082725            1.082724           1.20                 59            7
2.97          232                1                  256       1         0         5         20             8192        0           0           0.022389     NA          0.080572          1.398085            1.398084           1.55                 115           11
2.96          232                1                  256       1         0         5         40             1024        0           0           0.002854     NA          0.012212          1.560373            1.560372           1.69                 17            1
2.96          233                1                  256       1         0         5         40             4096        0           0           0.011008     NA          0.043438          2.163999            2.163998           2.35                 59            4
2.96          232                1                  256       1         0         5         40             8192        0           0           0.022381     NA          0.079114          2.756043            2.756041           2.98                 115           6
2.96          233                1                  256       1         0         5         60             1024        0           0           0.003041     NA          0.012998          2.432257            2.432256           2.63                 17            1
2.95          232                1                  256       1         0         5         60             4096        0           0           0.011487     NA          0.042738          3.228774            3.228773           3.46                 59            2
2.96          232                1                  256       1         0         5         60             8192        0           0           0.022367     NA          0.079236          4.106877            4.106876           4.40                 115           4
2.97          233                1                  256       1         0         5         80             1024        0           0           0.002821     NA          0.012250          3.237654            3.237653           3.50                 17            0
2.96          232                1                  256       1         0         5         80             4096        0           0           0.011448     NA          0.045128          4.288206            4.288205           4.59                 59            2
2.98          233                1                  256       1         0         5         80             8192        0           0           0.022315     NA          0.079660          5.713725            5.713724           6.06                 115           3
2.96          233                1                  256       1         0         5         100            1024        0           0           0.003069     NA          0.013264          4.040622            4.040621           4.35                 17            0
2.95          233                1                  256       1         0         5         100            4096        0           0           0.011290     NA          0.043926          5.512787            5.512785           5.86                 59            1
2.95          232                1                  256       1         0         5         100            8192        0           0           0.022429     NA          0.082513          7.189925            7.189923           7.59                 115           2
2.96          233                1                  256       1         0         5         300            1024        0           0           0.002790     NA          0.014882          12.639010           12.639009          13.55                17            0
2.95          233                1                  256       1         0         5         300            4096        0           0           0.011118     NA          0.046446          18.687759           18.687758          19.64                59            0
2.96          233                1                  256       1         0         5         300            8192        0           0           0.022475     NA          0.087426          23.564428           23.564427          24.57                115           0
2.95          233                1                  256       1         0         5         500            1024        0           0           0.003029     NA          0.014589          22.039094           22.039093          23.56                17            0
2.96          233                1                  256       1         0         5         500            4096        0           0           0.010935     NA          0.051416          33.091480           33.091478          34.66                59            0
2.95          233                1                  256       1         0         5         500            8192        0           0           0.022389     NA          0.089190          40.170114           40.170113          41.77                115           0
2.95          233                1                  256       1         0         5         1000           1024        0           0           0.002907     NA          0.013476          44.038875           44.038874          47.06                17            0
2.96          233                1                  256       1         0         5         1000           4096        0           0           0.010979     NA          0.054645          66.101998           66.101996          69.16                59            0
2.94          232                1                  256       1         0         5         1000           8192        0           0           0.022360     NA          0.100250          84.183004           84.183003          87.28                116           0
2.93          232                1                  256       1         0         6         1              1024        0           0           0.001889     NA          0.006390          0.088447            0.088446           0.11                 13            23
2.93          231                1                  256       1         0         6         1              4096        0           0           0.005780     NA          0.017994          0.123424            0.123423           0.18                 43            39
2.93          231                1                  256       1         0         6         1              8192        0           0           0.011158     NA          0.035525          0.211569            0.211568           0.31                 83            41
2.93          232                1                  256       1         0         6         5              1024        0           0           0.001963     NA          0.006104          0.091521            0.091520           0.12                 13            19
2.93          231                1                  256       1         0         6         5              4096        0           0           0.005956     NA          0.018411          0.158067            0.158065           0.22                 43            31
2.93          231                1                  256       1         0         6         5              8192        0           0           0.011101     NA          0.034543          0.244671            0.244670           0.36                 83            35
2.93          232                1                  256       1         0         6         10             1024        0           0           0.001808     NA          0.005999          0.172122            0.172121           0.22                 13            10
2.96          231                1                  256       1         0         6         10             4096        0           0           0.005838     NA          0.019258          0.244892            0.244891           0.33                 43            22
2.92          233                1                  256       1         0         6         10             8192        0           0           0.011163     NA          0.036077          0.332501            0.332500           0.46                 83            25
2.92          231                1                  256       1         0         6         20             1024        0           0           0.001929     NA          0.006500          0.332052            0.332051           0.41                 13            6
2.93          232                1                  256       1         0         6         20             4096        0           0           0.005664     NA          0.017798          0.439772            0.439771           0.54                 43            11
2.93          232                1                  256       1         0         6         20             8192        0           0           0.011182     NA          0.037654          0.569827            0.569825           0.74                 83            17
2.94          233                1                  256       1         0         6         40             1024        0           0           0.001666     NA          0.006295          0.653523            0.653522           0.79                 13            2
2.93          231                1                  256       1         0         6         40             4096        0           0           0.005979     NA          0.019644          0.842302            0.842302           1.01                 43            7
2.93          232                1                  256       1         0         6         40             8192        0           0           0.011311     NA          0.036841          1.099694            1.099693           1.30                 83            10
2.93          233                1                  256       1         0         6         60             1024        0           0           0.001848     NA          0.008092          0.975279            0.975278           1.17                 13            1
2.94          232                1                  256       1         0         6         60             4096        0           0           0.005765     NA          0.021248          1.242853            1.242852           1.47                 43            4
2.93          233                1                  256       1         0         6         60             8192        0           0           0.011192     NA          0.037269          1.611560            1.611559           1.87                 83            6
2.93          233                1                  256       1         0         6         80             1024        0           0           0.001863     NA          0.006982          1.292265            1.292264           1.54                 13            1
2.94          232                1                  256       1         0         6         80             4096        0           0           0.005880     NA          0.020294          1.640288            1.640287           1.93                 43            3
2.93          231                1                  256       1         0         6         80             8192        0           0           0.011151     NA          0.040656          2.142099            2.142098           2.47                 83            5
2.94          232                1                  256       1         0         6         100            1024        0           0           0.001852     NA          0.007088          1.612510            1.612509           1.93                 13            1
2.94          232                1                  256       1         0         6         100            4096        0           0           0.005614     NA          0.022376          2.043669            2.043668           2.40                 43            2
2.94          233                1                  256       1         0         6         100            8192        0           0           0.011034     NA          0.039592          2.664307            2.664306           3.04                 83            4
2.93          233                1                  256       1         0         6         300            1024        0           0           0.001862     NA          0.008250          4.813717            4.813716           5.72                 13            0
2.93          237                1                  256       1         0         6         300            4096        0           0           0.006001     NA          0.022046          6.044856            6.044855           6.99                 43            1
2.93          231                1                  256       1         0         6         300            8192        0           0           0.011123     NA          0.044514          7.869308            7.869307           8.85                 83            1
2.94          233                1                  256       1         0         6         500            1024        0           0           0.001741     NA          0.007448          8.011840            8.011839           9.53                 13            0
2.95          232                1                  256       1         0         6         500            4096        0           0           0.005680     NA          0.023367          10.046103           10.046101          11.60                43            0
2.93          233                1                  256       1         0         6         500            8192        0           0           0.011250     NA          0.046341          13.078089           13.078088          14.66                83            0
2.93          231                1                  256       1         0         6         1000           1024        0           0           0.001925     NA          0.008333          16.013389           16.013388          19.03                13            0
2.93          232                1                  256       1         0         6         1000           4096        0           0           0.005860     NA          0.023396          22.026189           22.026188          25.08                43            0
2.92          232                1                  256       1         0         6         1000           8192        0           0           0.011268     NA          0.051687          26.083003           26.083002          29.18                83            0
