comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.69;217;1;0;1;512;0;1;0;1;0;0;25000;81920;0;0;0.020256;NA;1.259603;0.982175;0.982174;1.52;2543;114
0.02;3;1;0;1;512;0;1;0;1;0;0;25000;81920;0;1;.004442;NA;.282690;.221523;.221523;.311666;2543;691
1.39;218;1;0;1;512;0;1;0;1;0;0;24500;81920;0;0;0.020336;NA;1.255144;1.026440;1.026439;1.56;2543;108
0.02;3;1;0;1;512;0;1;0;1;0;0;24500;81920;0;1;.004456;NA;.286363;.232677;.232677;.323333;2543;678
1.64;216;1;0;1;512;0;1;0;1;0;0;24000;81920;0;0;0.020215;NA;1.288197;0.871355;0.871354;1.36;2543;128
0.02;3;1;0;1;512;0;1;0;1;0;0;24000;81920;0;1;.003945;NA;.279737;.226619;.226619;.318333;2543;667
1.40;216;1;0;1;512;0;1;0;1;0;0;23500;81920;0;0;0.020097;NA;1.312665;0.991640;0.991639;1.53;2543;114
0.02;3;1;0;1;512;0;1;0;1;0;0;23500;81920;0;1;.004200;NA;.288431;.235335;.235334;.325000;2544;673
1.55;220;1;0;1;512;0;1;0;1;0;0;23000;81920;0;0;0.020159;NA;1.296301;0.876229;0.876228;1.38;2543;129
0.02;3;1;0;1;512;0;1;0;1;0;0;23000;81920;0;1;.004259;NA;.281708;.240356;.240355;.331666;2547;652
1.63;217;1;0;1;512;0;1;0;1;0;0;22500;81920;0;0;0.030000;NA;1.393127;0.980337;0.980336;1.53;2543;125
0.02;3;1;0;1;512;0;1;0;1;0;0;22500;81920;0;1;.003582;NA;.281138;.229608;.229608;.315000;2543;676
1.39;217;1;0;1;512;0;1;0;1;0;0;22000;81920;0;0;0.020365;NA;1.318729;0.878341;0.878340;1.38;2543;122
0.02;3;1;0;1;512;0;1;0;1;0;0;22000;81920;0;1;.003407;NA;.281142;.228539;.228539;.316666;2544;668
1.53;217;1;0;1;512;0;1;0;1;0;0;21500;81920;0;0;0.020145;NA;1.348917;0.989299;0.989298;1.54;2543;118
0.01;3;1;0;1;512;0;1;0;1;0;0;21500;81920;0;1;.003924;NA;.278265;.230974;.230974;.318333;2543;664
1.57;216;1;0;1;512;0;1;0;1;0;0;21000;81920;0;0;0.020243;NA;1.310649;0.996803;0.996802;1.54;2543;112
0.02;3;1;0;1;512;0;1;0;1;0;0;21000;81920;0;1;.004768;NA;.281056;.238581;.238581;.330000;2543;658
1.66;217;1;0;1;512;0;1;0;1;0;0;20500;81920;0;0;0.021111;NA;1.281006;1.054321;1.054320;1.59;2543;108
0.02;3;1;0;1;512;0;1;0;1;0;0;20500;81920;0;1;.004212;NA;.278031;.220537;.220537;.316666;2543;670
1.81;216;1;0;1;512;0;1;0;1;0;0;20000;81920;0;0;0.020217;NA;1.279374;0.982243;0.982243;1.51;2543;118
0.02;3;1;0;1;512;0;1;0;1;0;0;20000;81920;0;1;.003937;NA;.282683;.232541;.232541;.321666;2543;664
1.41;217;1;0;1;512;0;1;0;1;0;0;19500;81920;0;0;0.020121;NA;1.290300;0.855987;0.855986;1.38;2543;131
0.02;3;1;0;1;512;0;1;0;1;0;0;19500;81920;0;1;.003924;NA;.277765;.216063;.216063;.311666;2544;678
