program  c.domain  adv.model      protocol        partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 55             3000             4096        25.158               25.32                23            69         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 55             1000             4096        20.3229              20.47                22            77         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 55             800              4096        27.533               27.69                23            64         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 55             600              4096        33.2618              33.41                23            57         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 55             400              4096        21.9831              22.13                24            75         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 55             200              4096        30.6151              30.77                24            59         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 55             50               4096        31.3509              31.51                23            60         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 60             3000             4096        23.6605              23.81                24            71         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 60             1000             4096        19.7316              19.89                22            83         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 60             800              4096        29.7509              29.91                22            61         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 60             600              4096        17.5141              17.67                22            93         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 60             400              4096        21.5974              21.75                24            82         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 60             200              4096        30.482               30.64                24            62         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 60             50               4096        22.9219              23.08                22            74         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             3000             4096        30.5208              30.68                22            61         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             1000             4096        31.2741              31.43                22            58         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             800              4096        23.1601              23.32                24            71         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             600              4096        25.2916              25.44                23            68         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             400              4096        18.5736              18.73                22            86         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             200              4096        30.5034              30.66                24            60         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 80             50               4096        33.6146              33.77                24            57         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 120            3000             4096        22.5223              22.68                24            74         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 120            1000             4096        18.5764              18.72                24            84         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 120            800              4096        31.7595              31.91                22            59         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 120            600              4096        28.2463              28.40                23            63         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 120            400              4096        24.4812              24.63                22            70         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 120            200              4096        24.8375              25.00                24            69         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 120            50               4096        26.4198              26.57                23            67         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            3000             4096        26.4936              26.64                24            66         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            1000             4096        27.222               27.37                25            65         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            800              4096        26.4626              26.62                22            66         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            600              4096        20.6354              20.79                23            81         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            400              4096        23.2209              23.38                24            75         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            200              4096        28.5164              28.67                22            62         NA            1.32319         NA
31       BINARY    semihonest     replicated-bin  3          NA            NA                 NA                 160            50               4096        24.0386              24.19                22            71         NA            1.32319         NA
