nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;atlas;NA;NA;26;5;0.117404;20;~70;4.27008;10.1448
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;atlas;NA;NA;101;10;0.15209;18;~220;4.27968;10.176
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;atlas;NA;NA;226;15;0.204829;18;~470;4.29568;10.228
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;atlas;NA;NA;401;20;0.244813;18;~820;4.31808;10.3008
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;atlas;NA;NA;626;25;0.346791;18;~1270;4.34688;10.3944
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;atlas;NA;NA;901;30;0.485695;18;~1820;4.38208;10.5088
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;shamir;NA;NA;26;5;0.00786841;14;~51;0.0032;0.0104
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;shamir;NA;NA;101;10;0.0266785;14;~201;0.0128;0.0416
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;shamir;NA;NA;226;15;0.0642465;14;~451;0.0288;0.0936
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;shamir;NA;NA;401;20;0.112719;14;~801;0.0512;0.1664
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;shamir;NA;NA;626;25;0.215591;15;~1251;0.08;0.26
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;semihonest;shamir;NA;NA;901;30;0.288155;15;~1801;0.1152;0.3744
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;26;5;0.005552;15;~26;0.0032;0.016
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;101;10;0.0156845;15;~101;0.0128;0.064
