nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;5720;3520;446;3;240;5;0.0920833;23;~463;3.74763;10.9229
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;85280;52480;6581;3;240;20;0.859962;23;~6702;28.8279;86.4836
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;258440;159040;19916;3;240;35;2.49391;25;~20253;81.3048;244.234
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;525200;323200;40451;3;240;50;5.01184;23;~41140;166.459;499.696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;885560;544960;68186;3;240;65;8.53064;23;~69339;279.009;837.347
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;1339520;824320;103121;3;240;80;12.8651;23;~104858;420.716;1262.47
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;1887080;1161280;145256;3;240;95;18.2314;23;~147705;593.341;1780.02
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;2528240;1555840;194591;3;240;110;24.2485;23;~197864;793.361;2379.76
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3263000;2008000;251126;3;240;125;31.3393;23;~255351;1023.98;3071.94
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;4091360;2517760;314861;3;240;140;38.9782;23;~320158;1283.75;3851.58
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;5013320;3085120;385796;3;240;155;47.7235;26;~392285;1573;4718.69
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;6028880;3710080;463931;3;240;170;57.951;24;~471732;1891.09;5673.28
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;5;0.0909519;23;~463;3.74763;10.9229
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;20;0.85689;23;~6702;28.8279;86.4836
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;35;2.52108;23;~20253;81.3048;244.234
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;50;5.01859;23;~41140;166.459;499.696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;65;8.56678;23;~69339;279.009;837.347
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;80;12.8763;23;~104858;420.716;1262.47
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;95;17.9645;23;~147705;593.341;1780.02
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;110;24.2025;23;~197864;793.361;2379.76
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;125;31.1063;25;~255351;1023.98;3071.94
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;140;39.0528;25;~320158;1283.75;3851.58
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;155;48.6326;23;~392285;1573;4718.69
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;170;57.3158;24;~471732;1891.09;5673.28
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;5;0.0928776;23;~463;3.74763;10.9229
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;20;1.01028;23;~6702;28.8279;86.4836
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;35;2.96428;23;~20253;81.3048;244.234
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;50;6.21374;23;~41140;166.459;499.696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;65;10.0646;23;~69339;279.009;837.347
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;80;15.2024;23;~104858;420.716;1262.47
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;95;21.842;25;~147705;593.341;1780.02
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;110;28.7409;23;~197864;793.361;2379.76
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;125;37.3172;23;~255351;1023.98;3071.94
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;140;48.0795;23;~320158;1283.75;3851.58
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;155;57.7058;25;~392285;1573;4718.69
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;170;69.2667;24;~471732;1891.09;5673.28
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;5;0.121778;23;~463;3.74763;10.9229
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;20;1.39496;23;~6702;28.8279;86.4836
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;35;4.12321;23;~20253;81.3048;244.234
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;50;8.45871;23;~41140;166.459;499.696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;65;14.2421;23;~69339;279.009;837.347
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;80;21.5163;23;~104858;420.716;1262.47
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;95;30.082;21;~147705;593.341;1780.02
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;110;41.1558;23;~197864;793.361;2379.76
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;125;53.0268;23;~255351;1023.98;3071.94
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;140;66.1937;23;~320158;1283.75;3851.58
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;155;79.3814;24;~392285;1573;4718.69
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;170;97.3194;24;~471732;1891.09;5673.28
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;5;0.202968;23;~463;3.74763;10.9229
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;20;2.3253;23;~6702;28.8279;86.4836
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;35;7.03039;23;~20253;81.3048;244.234
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;50;14.3589;23;~41140;166.459;499.696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;65;24.333;21;~69339;279.009;837.347
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;80;36.2096;25;~104858;420.716;1262.47
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;95;51.3681;24;~147705;593.341;1780.02
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;110;68.6168;26;~197864;793.361;2379.76
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;125;86.3358;26;~255351;1023.98;3071.94
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;140;110.335;24;~320158;1283.75;3851.58
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;155;133.666;24;~392285;1573;4718.69
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;60;170;162.567;24;~471732;1891.09;5673.28
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;5;0.0923276;23;~463;3.74763;10.9229
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;20;0.862369;23;~6702;28.8279;86.4836
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;35;2.51433;23;~20253;81.3048;244.234
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;50;5.07872;23;~41140;166.459;499.696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;65;8.54745;23;~69339;279.009;837.347
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;80;12.8029;23;~104858;420.716;1262.47
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;95;18.2229;23;~147705;593.341;1780.02
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;110;24.2633;23;~197864;793.361;2379.76
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;125;31.3042;23;~255351;1023.98;3071.94
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;140;39.4666;23;~320158;1283.75;3851.58
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;155;48.5052;23;~392285;1573;4718.69
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;240;170;58.1511;23;~471732;1891.09;5673.28
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;180;5;0.0910258;21;~463;3.74763;10.9229
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;180;20;0.856139;25;~6702;28.8279;86.4836
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;180;35;2.51285;23;~20253;81.3048;244.234
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;180;50;5.0477;25;~41140;166.459;499.696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;2.2;180;65;8.51778;23;~69339;279.009;837.347
