program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
42;BINARY;semihonest;replicated-bin;3;243.05;5593;56;NA;NA;NA;262144;64;NA;NA;NA;258048;8;8000;4096;0.198383;2.77;297;96;NA;0.520248;1.03652;4.8e-05;3;0.000336764;4.8e-05;3;0.000335256;NA;NA;NA;NA;NA;NA;0.5202;8;0.0447785;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;4096;0.213221;2.80;296;95;NA;0.520248;1.03652;4.8e-05;3;0.000440837;4.8e-05;3;0.000716164;NA;NA;NA;NA;NA;NA;0.5202;8;0.0637968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;4096;0.199176;2.78;297;96;NA;0.520248;1.03652;4.8e-05;3;0.000504122;4.8e-05;3;0.000884781;NA;NA;NA;NA;NA;NA;0.5202;8;0.0463292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;4096;0.207379;2.79;299;96;NA;0.520248;1.03652;4.8e-05;3;0.000535394;4.8e-05;3;0.000326985;NA;NA;NA;NA;NA;NA;0.5202;8;0.0543035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1000;4096;0.178968;2.75;296;96;NA;0.520248;1.03652;4.8e-05;3;0.000394302;4.8e-05;3;0.000564014;NA;NA;NA;NA;NA;NA;0.5202;8;0.029041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;900;4096;0.202515;2.80;298;96;NA;0.520248;1.03652;4.8e-05;3;0.000529249;4.8e-05;3;0.00087714;NA;NA;NA;NA;NA;NA;0.5202;8;0.0471184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;800;4096;0.202921;2.81;297;96;NA;0.520248;1.03652;4.8e-05;3;0.000354399;4.8e-05;3;0.000239351;NA;NA;NA;NA;NA;NA;0.5202;8;0.0499312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;700;4096;0.214772;2.84;299;94;NA;0.520248;1.03652;4.8e-05;3;0.000586903;4.8e-05;3;0.000586544;NA;NA;NA;NA;NA;NA;0.5202;8;0.050781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;600;4096;0.217807;2.82;296;96;NA;0.520248;1.03652;4.8e-05;3;0.000360395;4.8e-05;3;0.00136569;NA;NA;NA;NA;NA;NA;0.5202;8;0.0602794;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;4096;0.203974;2.80;298;96;NA;0.520248;1.03652;4.8e-05;3;0.000485193;4.8e-05;3;0.000317295;NA;NA;NA;NA;NA;NA;0.5202;8;0.0513248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
