comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.50;217;1;0;20;512;0;1;0;1;0;0;25000;81920;0;0;.001421;NA;.121593;.151549;.151549;.186000;2543;1592
1.82;217;1;0;20;512;0;1;0;1;0;0;24500;81920;0;0;.001422;NA;.120155;.147159;.147159;.181500;2543;1621
1.91;216;1;0;20;512;0;1;0;1;0;0;24000;81920;0;0;.001312;NA;.119898;.152088;.152088;.186000;2543;1570
1.63;216;1;0;20;512;0;1;0;1;0;0;23500;81920;0;0;.001350;NA;.120178;.153601;.153601;.190500;2543;1540
1.66;217;1;0;20;512;0;1;0;1;0;0;23000;81920;0;0;.001405;NA;.117981;.154428;.154428;.193000;2543;1496
1.89;221;1;0;20;512;0;1;0;1;0;0;22500;81920;0;0;.001302;NA;.116187;.158098;.158098;.195000;2543;1454
1.76;217;1;0;20;512;0;1;0;1;0;0;22000;81920;0;0;.001248;NA;.119888;.159545;.159545;.195500;2543;1485
1.85;217;1;0;20;512;0;1;0;1;0;0;21500;81920;0;0;.001399;NA;.117100;.159004;.159004;.194500;2543;1479
1.85;217;1;0;20;512;0;1;0;1;0;0;21000;81920;0;0;.001295;NA;.118575;.159052;.159052;.195000;2543;1483
1.63;218;1;0;20;512;0;1;0;1;0;0;20500;81920;0;0;.001404;NA;.118016;.159987;.159987;.198500;2543;1456
1.73;216;1;0;20;512;0;1;0;1;0;0;20000;81920;0;0;.001391;NA;.117517;.168438;.168438;.207500;2543;1385
1.85;217;1;0;20;512;0;1;0;1;0;0;19500;81920;0;0;.001466;NA;.119042;.168211;.168211;.207000;2543;1410
2.02;216;1;0;20;512;0;1;0;1;0;0;19000;81920;0;0;.001285;NA;.119296;.177545;.177545;.214500;2543;1348
1.40;219;1;0;20;512;0;1;0;1;0;0;18500;81920;0;0;.001424;NA;.117337;.173126;.173125;.211500;2543;1368
1.75;216;1;0;20;512;0;1;0;1;0;0;18000;81920;0;0;.001426;NA;.116243;.174778;.174778;.213500;2543;1341
1.61;216;1;0;20;512;0;1;0;1;0;0;17500;81920;0;0;.001442;NA;.116156;.185099;.185099;.219500;2543;1306
1.87;218;1;0;20;512;0;1;0;1;0;0;17000;81920;0;0;.001331;NA;.116197;.184748;.184747;.227500;2543;1250
1.77;217;1;0;20;512;0;1;0;1;0;0;16500;81920;0;0;.001422;NA;.114743;.189615;.189615;.228000;2543;1247
1.63;217;1;0;20;512;0;1;0;1;0;0;16000;81920;0;0;.001373;NA;.112630;.193818;.193818;.233500;2543;1192
1.59;216;1;0;20;512;0;1;0;1;0;0;15500;81920;0;0;.001371;NA;.112390;.189505;.189505;.238500;2543;1161
