program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;FIELD;semihonest;atlas;3;1.36;45;1;20;0.00635234;0.09;15;53;~16;0.017577;0.047739
42;FIELD;semihonest;atlas;3;2.28;73;1;40;0.00860008;0.12;16;57;~16;0.021817;0.055339
42;FIELD;semihonest;atlas;3;3.43;97;1;60;0.0101975;0.13;17;69;~16;0.026057;0.062939
42;FIELD;semihonest;atlas;3;4.67;127;1;80;0.0153905;0.16;18;69;~16;0.030297;0.070539
42;FIELD;semihonest;atlas;3;5.78;154;2;100;0.0152134;0.16;19;70;~16;0.034537;0.078139
42;FIELD;semihonest;atlas;3;58.59;1425;11;1000;0.157801;0.76;63;74;~28;0.305353;0.660187
42;BINARY;semidishonest;yao;2;1.16;44;1;20;0.0167546;0.05;13;64;NA;0.040321;NA
42;BINARY;semidishonest;yao;2;2.30;73;1;40;0.0177821;0.06;13;75;NA;0.080641;NA
42;BINARY;semidishonest;yao;2;3.46;97;1;60;0.0193748;0.07;13;65;NA;0.120961;NA
42;BINARY;semidishonest;yao;2;4.65;127;1;80;0.0205466;0.08;17;85;NA;0.161281;NA
42;BINARY;semidishonest;yao;2;5.77;154;2;100;0.0225778;0.09;17;85;NA;0.201601;NA
42;BINARY;semidishonest;yao;2;58.25;1425;11;1000;0.136661;0.67;61;75;NA;2.016;NA
42;BINARY;semidishonest;yaoO;2;1.16;44;1;20;0.00256517;0.04;11;78;NA;0;NA
42;BINARY;semidishonest;yaoO;2;2.30;73;1;40;0.00320099;0.05;10;82;NA;0;NA
42;BINARY;semidishonest;yaoO;2;3.46;97;1;60;0.00444658;0.06;12;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;4.65;127;1;80;0.00500554;0.08;14;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;5.77;154;2;100;0.00610373;0.09;14;90;NA;0;NA
42;BINARY;semidishonest;yaoO;2;58.25;1425;11;1000;0.107165;0.65;60;90;NA;0;NA
