comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.38;216;1;2.6;128;1;0;6;8192;0;0;0.003922;NA;0.009315;0.013360;0.013360;0.03;43;88
1.37;216;1;2.6;128;1;0;6;8192;0;1;.000879;NA;.001669;.002646;.002646;1.37;216;99
1.37;216;1;2.6;128;1;0;6;40960;0;0;0.022088;NA;0.053060;0.069542;0.069542;0.18;203;89
1.37;214;1;2.6;128;1;0;6;40960;0;1;.006343;NA;.011595;.015767;.015766;1.37;214;99
1.39;216;1;2.6;256;1;0;1;4096;0;0;0.003212;NA;0.022102;0.018707;0.018707;0.04;67;104
1.40;217;1;2.6;256;1;0;1;4096;0;1;.000788;NA;.005510;.005562;.005562;1.40;217;99
1.40;216;1;2.6;256;1;0;1;8192;0;0;0.006610;NA;0.044395;0.036586;0.036585;0.08;130;108
1.41;217;1;2.6;256;1;0;1;8192;0;1;.001792;NA;.010908;.010898;.010897;1.41;217;99
1.39;217;1;2.6;256;1;0;1;40960;0;0;0.040644;NA;0.247244;0.199726;0.199725;0.43;638;110
1.40;216;1;2.6;256;1;0;1;40960;0;1;.008989;NA;.055590;.056413;.056413;1.40;216;99
1.38;215;1;2.6;256;1;0;2;4096;0;0;0.005218;NA;0.022871;0.026892;0.026892;0.05;75;92
1.38;216;1;2.6;256;1;0;2;4096;0;1;.000993;NA;.005180;.006180;.006180;1.38;216;99
1.38;215;1;2.6;256;1;0;2;8192;0;0;0.012563;NA;0.048026;0.054971;0.054971;0.10;147;93
1.38;216;1;2.6;256;1;0;2;8192;0;1;.002368;NA;.010235;.012175;.012174;1.38;216;99
1.38;215;1;2.6;256;1;0;2;40960;0;0;0.069487;NA;0.240967;0.261386;0.261385;0.52;723;95
1.38;216;1;2.6;256;1;0;2;40960;0;1;.012580;NA;.049513;.059047;.059047;1.38;216;99
1.34;214;1;2.6;256;1;0;3;4096;0;0;0.004895;NA;0.012087;0.025575;0.025574;0.05;51;70
1.34;214;1;2.6;256;1;0;3;4096;0;1;.001199;NA;.003960;.005746;.005746;1.34;214;100
1.34;214;1;2.6;256;1;0;3;8192;0;0;0.011112;NA;0.023356;0.053894;0.053893;0.10;99;68
1.35;214;1;2.6;256;1;0;3;8192;0;1;.002665;NA;.008515;.011695;.011695;1.35;214;99
1.35;213;1;2.6;256;1;0;3;40960;0;0;0.062329;NA;0.148180;0.266921;0.266920;0.52;482;76
1.35;215;1;2.6;256;1;0;3;40960;0;1;.013092;NA;.043173;.055026;.055026;1.35;215;99
1.34;213;1;2.6;256;1;0;4;4096;0;0;0.004222;NA;0.012715;0.022611;0.022610;0.04;51;73
1.34;213;1;2.6;256;1;0;4;4096;0;1;.001168;NA;.003247;.004862;.004862;1.34;213;100
1.34;215;1;2.6;256;1;0;4;8192;0;0;0.010021;NA;0.023278;0.044599;0.044598;0.09;99;74
1.34;213;1;2.6;256;1;0;4;8192;0;1;.002337;NA;.006868;.010098;.010098;1.34;213;99
1.34;214;1;2.6;256;1;0;4;40960;0;0;0.058001;NA;0.155185;0.234308;0.234307;0.48;481;82
1.34;215;1;2.6;256;1;0;4;40960;0;1;.012502;NA;.034651;.047060;.047060;1.34;215;99
1.35;214;1;2.6;256;1;0;5;4096;0;0;0.004921;NA;0.015239;0.024406;0.024405;0.05;59;78
1.36;214;1;2.6;256;1;0;5;4096;0;1;.001080;NA;.004028;.005551;.005551;1.36;214;100
1.35;214;1;2.6;256;1;0;5;8192;0;0;0.011000;NA;0.033526;0.049653;0.049653;0.10;115;81
1.35;214;1;2.6;256;1;0;5;8192;0;1;.002718;NA;.008125;.011119;.011119;1.35;214;100
1.36;214;1;2.6;256;1;0;5;40960;0;0;0.063851;NA;0.181143;0.253808;0.253807;0.51;562;85
1.36;215;1;2.6;256;1;0;5;40960;0;1;.013331;NA;.040357;.053623;.053623;1.36;215;99
1.34;214;1;2.6;256;1;0;6;4096;0;0;0.002885;NA;0.006925;0.011326;0.011325;0.03;43;84
1.34;213;1;2.6;256;1;0;6;4096;0;1;.000661;NA;.001284;.002261;.002261;1.34;213;99
1.34;213;1;2.6;256;1;0;6;8192;0;0;0.005800;NA;0.013425;0.022222;0.022221;0.06;83;86
1.34;214;1;2.6;256;1;0;6;8192;0;1;.001427;NA;.002895;.004502;.004502;1.34;214;99
1.34;213;1;2.6;256;1;0;6;40960;0;0;0.033727;NA;0.082503;0.115044;0.115044;0.33;403;89
1.34;213;1;2.6;256;1;0;6;40960;0;1;.007790;NA;.015700;.023466;.023466;1.34;213;100
1.37;215;1;2.6;512;1;0;1;4096;0;0;0.004983;NA;0.041302;0.032956;0.032955;0.07;130;108
1.39;215;1;2.6;512;1;0;1;4096;0;1;.001223;NA;.010022;.010267;.010267;1.39;215;99
1.38;216;1;2.6;512;1;0;1;8192;0;0;0.010002;NA;0.086435;0.070094;0.070093;0.16;257;109
1.39;216;1;2.6;512;1;0;1;8192;0;1;.002420;NA;.019697;.019648;.019648;1.39;216;100
1.37;217;1;2.6;512;1;0;1;40960;0;0;0.055409;NA;0.427428;0.330929;0.330928;0.79;1275;112
1.37;215;1;2.6;512;1;0;1;40960;0;1;.011890;NA;.094700;.100316;.100316;1.37;215;99
1.36;214;1;2.6;512;1;0;2;4096;0;0;0.009657;NA;0.046238;0.051395;0.051394;0.10;147;95
1.36;214;1;2.6;512;1;0;2;4096;0;1;.001745;NA;.009322;.011219;.011219;1.36;214;99
1.35;214;1;2.6;512;1;0;2;8192;0;0;0.019274;NA;0.088958;0.099013;0.099012;0.20;290;95
1.36;214;1;2.6;512;1;0;2;8192;0;1;.003358;NA;.018560;.021800;.021800;1.36;214;99
1.35;214;1;2.6;512;1;0;2;40960;0;0;0.100460;NA;0.438670;0.464725;0.464724;0.97;1438;97
1.35;218;1;2.6;512;1;0;2;40960;0;1;.017345;NA;.088635;.107040;.107039;1.35;218;99
1.33;213;1;2.6;512;1;0;3;4096;0;0;0.008813;NA;0.022283;0.051282;0.051282;0.10;99;70
1.33;213;1;2.6;512;1;0;3;4096;0;1;.001977;NA;.007373;.010629;.010629;1.33;213;100
1.33;214;1;2.6;512;1;0;3;8192;0;0;0.017642;NA;0.045249;0.104599;0.104599;0.20;195;69
1.32;214;1;2.6;512;1;0;3;8192;0;1;.003686;NA;.014965;.020805;.020805;1.32;214;99
1.33;213;1;2.6;512;1;0;3;40960;0;0;0.093975;NA;0.240252;0.486998;0.486997;0.99;961;74
1.33;215;1;2.6;512;1;0;3;40960;0;1;.018808;NA;.072883;.096741;.096741;1.33;215;99
1.32;213;1;2.6;512;1;0;4;4096;0;0;0.008595;NA;0.022495;0.041558;0.041557;0.09;101;77
1.33;213;1;2.6;512;1;0;4;4096;0;1;.001744;NA;.005846;.008870;.008870;1.33;213;99
1.33;212;1;2.6;512;1;0;4;8192;0;0;0.016617;NA;0.047414;0.080423;0.080423;0.18;194;81
1.32;212;1;2.6;512;1;0;4;8192;0;1;.003536;NA;.011839;.016826;.016826;1.32;212;100
1.32;213;1;2.6;512;1;0;4;40960;0;0;0.088932;NA;0.254177;0.386241;0.386240;0.88;958;84
1.32;213;1;2.6;512;1;0;4;40960;0;1;.018273;NA;.057863;.077776;.077776;1.32;213;99
1.34;215;1;2.6;512;1;0;5;4096;0;0;0.008886;NA;0.030178;0.046705;0.046704;0.09;117;81
1.33;214;1;2.6;512;1;0;5;4096;0;1;.001929;NA;.007280;.010284;.010284;1.33;214;99
1.34;213;1;2.6;512;1;0;5;8192;0;0;0.017495;NA;0.065482;0.094426;0.094425;0.19;227;83
1.34;214;1;2.6;512;1;0;5;8192;0;1;.003658;NA;.014624;.019511;.019511;1.34;214;99
1.34;213;1;2.6;512;1;0;5;40960;0;0;0.095632;NA;0.330551;0.451249;0.451248;0.96;1121;86
1.33;213;1;2.6;512;1;0;5;40960;0;1;.018898;NA;.071208;.093606;.093606;1.33;213;99
1.32;214;1;2.6;512;1;0;6;4096;0;0;0.004662;NA;0.012753;0.020392;0.020391;0.06;85;87
1.32;214;1;2.6;512;1;0;6;4096;0;1;.001047;NA;.002479;.004167;.004167;1.32;214;99
1.31;214;1;2.6;512;1;0;6;8192;0;0;0.009407;NA;0.026717;0.043018;0.043017;0.13;163;86
1.32;213;1;2.6;512;1;0;6;8192;0;1;.002220;NA;.004946;.008541;.008541;1.32;213;99
1.32;215;1;2.6;512;1;0;6;40960;0;0;0.049212;NA;0.143961;0.215966;0.215965;0.67;803;88
1.32;213;1;2.6;512;1;0;6;40960;0;1;.010551;NA;.025493;.041765;.041765;1.32;213;99
1.42;218;1;2.4;128;1;0;1;4096;0;0;0.003485;NA;0.018376;0.016210;0.016209;0.03;35;105
1.44;217;1;2.4;128;1;0;1;4096;0;1;.000665;NA;.003515;.003422;.003422;1.44;217;99
1.44;217;1;2.4;128;1;0;1;8192;0;0;0.006691;NA;0.035801;0.031531;0.031531;0.06;69;105
1.43;219;1;2.4;128;1;0;1;8192;0;1;.001326;NA;.007763;.007223;.007223;1.43;219;99
1.43;219;1;2.4;128;1;0;1;40960;0;0;0.035630;NA;0.192842;0.166328;0.166327;0.33;321;107
1.44;217;1;2.4;128;1;0;1;40960;0;1;.008375;NA;.046270;.044542;.044542;1.44;217;99
1.41;217;1;2.4;128;1;0;2;4096;0;0;0.005700;NA;0.017992;0.019228;0.019227;0.04;39;97
1.41;218;1;2.4;128;1;0;2;4096;0;1;.000926;NA;.003385;.004261;.004261;1.41;218;99
1.41;217;1;2.4;128;1;0;2;8192;0;0;0.011472;NA;0.034802;0.036903;0.036902;0.07;75;96
1.41;217;1;2.4;128;1;0;2;8192;0;1;.001911;NA;.007440;.008753;.008753;1.41;217;99
1.41;217;1;2.4;128;1;0;2;40960;0;0;0.063138;NA;0.193369;0.202534;0.202533;0.40;364;97
1.41;221;1;2.4;128;1;0;2;40960;0;1;.012482;NA;.037566;.042555;.042554;1.41;221;99
1.38;215;1;2.4;128;1;0;3;4096;0;0;0.004778;NA;0.009559;0.018835;0.018834;0.03;27;74
1.38;215;1;2.4;128;1;0;3;4096;0;1;.000976;NA;.002567;.003697;.003697;1.38;215;99
1.38;216;1;2.4;128;1;0;3;8192;0;0;0.009522;NA;0.018100;0.036924;0.036923;0.07;51;74
1.39;216;1;2.4;128;1;0;3;8192;0;1;.001901;NA;.005524;.007876;.007876;1.39;216;99
1.38;215;1;2.4;128;1;0;3;40960;0;0;0.053793;NA;0.110558;0.206737;0.206736;0.39;243;74
1.38;216;1;2.4;128;1;0;3;40960;0;1;.012515;NA;.030713;.043386;.043386;1.38;216;99
1.38;216;1;2.4;128;1;0;4;4096;0;0;0.004098;NA;0.009628;0.017793;0.017792;0.04;27;72
1.37;216;1;2.4;128;1;0;4;4096;0;1;.000884;NA;.002185;.003283;.003283;1.37;216;99
1.37;215;1;2.4;128;1;0;4;8192;0;0;0.008148;NA;0.019536;0.032839;0.032838;0.07;51;78
1.38;215;1;2.4;128;1;0;4;8192;0;1;.001850;NA;.004533;.006516;.006516;1.38;215;99
1.38;215;1;2.4;128;1;0;4;40960;0;0;0.046460;NA;0.121149;0.176443;0.176442;0.36;242;82
1.37;216;1;2.4;128;1;0;4;40960;0;1;.011499;NA;.027745;.038000;.038000;1.37;216;100
1.39;215;1;2.4;128;1;0;5;4096;0;0;0.004948;NA;0.011199;0.019919;0.019918;0.04;31;77
1.39;216;1;2.4;128;1;0;5;4096;0;1;.000987;NA;.002614;.003601;.003601;1.39;216;99
1.38;217;1;2.4;128;1;0;5;8192;0;0;0.009870;NA;0.022618;0.035804;0.035803;0.07;59;80
1.39;218;1;2.4;128;1;0;5;8192;0;1;.001988;NA;.005769;.007576;.007576;1.39;218;99
1.38;216;1;2.4;128;1;0;5;40960;0;0;0.053360;NA;0.147173;0.196608;0.196607;0.39;283;85
1.38;217;1;2.4;128;1;0;5;40960;0;1;.012625;NA;.033592;.042378;.042378;1.38;217;99
1.37;214;1;2.4;128;1;0;6;4096;0;0;0.002908;NA;0.005158;0.008184;0.008183;0.02;23;81
1.37;215;1;2.4;128;1;0;6;4096;0;1;.000493;NA;.000980;.001538;.001538;1.37;215;99
1.37;216;1;2.4;128;1;0;6;8192;0;0;0.005022;NA;0.010638;0.016806;0.016805;0.04;43;87
1.36;215;1;2.4;128;1;0;6;8192;0;1;.000952;NA;.001861;.002954;.002954;1.36;215;99
1.36;216;1;2.4;128;1;0;6;40960;0;0;0.027650;NA;0.058143;0.076365;0.076364;0.23;205;92
1.37;216;1;2.4;128;1;0;6;40960;0;1;.006695;NA;.012745;.016854;.016854;1.37;216;100
1.41;216;1;2.4;256;1;0;1;4096;0;0;0.004105;NA;0.027414;0.023328;0.023327;0.05;67;103
1.41;216;1;2.4;256;1;0;1;4096;0;1;.000929;NA;.006897;.006027;.006027;1.41;216;99
1.40;219;1;2.4;256;1;0;1;8192;0;0;0.008452;NA;0.053023;0.042950;0.042949;0.10;131;108
1.39;217;1;2.4;256;1;0;1;8192;0;1;.001962;NA;.012267;.012039;.012039;1.39;217;99
1.41;216;1;2.4;256;1;0;1;40960;0;0;0.047868;NA;0.276369;0.221894;0.221893;0.53;638;110
1.40;220;1;2.4;256;1;0;1;40960;0;1;.010631;NA;.059936;.059185;.059185;1.40;220;100
1.38;216;1;2.4;256;1;0;2;4096;0;0;0.007679;NA;0.027929;0.029953;0.029952;0.06;75;96
1.38;215;1;2.4;256;1;0;2;4096;0;1;.001298;NA;.005810;.006838;.006838;1.38;215;99
1.38;215;1;2.4;256;1;0;2;8192;0;0;0.016351;NA;0.057681;0.062345;0.062344;0.13;147;96
1.39;216;1;2.4;256;1;0;2;8192;0;1;.002901;NA;.011277;.013037;.013037;1.39;216;99
1.39;215;1;2.4;256;1;0;2;40960;0;0;0.088485;NA;0.275433;0.290232;0.290231;0.64;722;97
1.38;216;1;2.4;256;1;0;2;40960;0;1;.015005;NA;.053197;.063957;.063957;1.38;216;99
1.36;214;1;2.4;256;1;0;3;4096;0;0;0.006918;NA;0.014663;0.032650;0.032649;0.06;51;72
1.35;213;1;2.4;256;1;0;3;4096;0;1;.001460;NA;.004439;.006340;.006340;1.35;213;99
1.35;214;1;2.4;256;1;0;3;8192;0;0;0.014678;NA;0.028127;0.064532;0.064531;0.13;99;72
1.36;214;1;2.4;256;1;0;3;8192;0;1;.003168;NA;.009027;.012429;.012429;1.36;214;99
1.34;215;1;2.4;256;1;0;3;40960;0;0;0.080070;NA;0.169115;0.298282;0.298281;0.65;484;79
1.36;214;1;2.4;256;1;0;3;40960;0;1;.016516;NA;.044751;.059072;.059072;1.36;214;99
1.35;214;1;2.4;256;1;0;4;4096;0;0;0.005790;NA;0.014927;0.025799;0.025798;0.06;51;80
1.34;214;1;2.4;256;1;0;4;4096;0;1;.001366;NA;.003597;.005260;.005260;1.34;214;99
1.35;214;1;2.4;256;1;0;4;8192;0;0;0.012912;NA;0.028758;0.051403;0.051402;0.12;99;79
1.34;214;1;2.4;256;1;0;4;8192;0;1;.002989;NA;.007432;.010823;.010823;1.34;214;99
1.34;214;1;2.4;256;1;0;4;40960;0;0;0.072517;NA;0.176409;0.255758;0.255757;0.60;481;86
1.34;214;1;2.4;256;1;0;4;40960;0;1;.015464;NA;.038043;.050652;.050652;1.34;214;100
1.36;214;1;2.4;256;1;0;5;4096;0;0;0.006714;NA;0.017474;0.028784;0.028783;0.06;59;78
1.36;213;1;2.4;256;1;0;5;4096;0;1;.001456;NA;.004285;.006032;.006032;1.36;213;99
1.36;214;1;2.4;256;1;0;5;8192;0;0;0.014231;NA;0.038369;0.059358;0.059357;0.13;115;81
1.36;214;1;2.4;256;1;0;5;8192;0;1;.003170;NA;.009072;.011836;.011836;1.36;214;99
1.36;214;1;2.4;256;1;0;5;40960;0;0;0.080348;NA;0.212717;0.291671;0.291670;0.64;562;86
1.36;213;1;2.4;256;1;0;5;40960;0;1;.016435;NA;.043810;.057714;.057713;1.36;213;99
1.34;215;1;2.4;256;1;0;6;4096;0;0;0.003344;NA;0.008248;0.013242;0.013241;0.04;43;88
1.34;214;1;2.4;256;1;0;6;4096;0;1;.000679;NA;.001404;.002622;.002622;1.34;214;99
1.34;213;1;2.4;256;1;0;6;8192;0;0;0.006930;NA;0.015701;0.029237;0.029236;0.09;85;84
1.35;214;1;2.4;256;1;0;6;8192;0;1;.001585;NA;.003086;.004787;.004787;1.35;214;99
1.35;215;1;2.4;256;1;0;6;40960;0;0;0.039297;NA;0.093584;0.126576;0.126575;0.42;403;91
1.35;214;1;2.4;256;1;0;6;40960;0;1;.008618;NA;.017381;.025912;.025912;1.35;214;99
1.39;215;1;2.4;512;1;0;1;4096;0;0;0.006013;NA;0.049767;0.038248;0.038247;0.10;130;110
1.39;215;1;2.4;512;1;0;1;4096;0;1;.001350;NA;.011680;.010888;.010887;1.39;215;100
1.39;216;1;2.4;512;1;0;1;8192;0;0;0.012008;NA;0.098984;0.079467;0.079466;0.20;257;108
1.38;215;1;2.4;512;1;0;1;8192;0;1;.002747;NA;.022148;.021110;.021110;1.38;215;99
1.39;217;1;2.4;512;1;0;1;40960;0;0;0.064306;NA;0.485447;0.365809;0.365808;0.96;1273;112
1.38;216;1;2.4;512;1;0;1;40960;0;1;.013156;NA;.104716;.103236;.103236;1.38;216;99
1.36;214;1;2.4;512;1;0;2;4096;0;0;0.012327;NA;0.051744;0.058141;0.058140;0.12;147;94
1.35;214;1;2.4;512;1;0;2;4096;0;1;.001934;NA;.009938;.012031;.012031;1.35;214;99
1.37;214;1;2.4;512;1;0;2;8192;0;0;0.024188;NA;0.103322;0.108779;0.108778;0.24;292;97
1.36;214;1;2.4;512;1;0;2;8192;0;1;.003938;NA;.019689;.023222;.023222;1.36;214;100
1.36;216;1;2.4;512;1;0;2;40960;0;0;0.127284;NA;0.494527;0.504237;0.504236;1.17;1440;99
1.36;215;1;2.4;512;1;0;2;40960;0;1;.019694;NA;.094475;.109835;.109834;1.36;215;99
1.34;214;1;2.4;512;1;0;3;4096;0;0;0.011655;NA;0.026181;0.056868;0.056867;0.12;103;74
1.34;214;1;2.4;512;1;0;3;4096;0;1;.002279;NA;.007965;.011290;.011290;1.34;214;99
1.33;213;1;2.4;512;1;0;3;8192;0;0;0.022705;NA;0.053130;0.111785;0.111784;0.24;195;75
1.34;213;1;2.4;512;1;0;3;8192;0;1;.004595;NA;.015918;.021951;.021951;1.34;213;99
1.34;214;1;2.4;512;1;0;3;40960;0;0;0.116458;NA;0.275215;0.527978;0.527977;1.19;961;78
1.33;214;1;2.4;512;1;0;3;40960;0;1;.022397;NA;.078323;.103922;.103922;1.33;214;100
1.33;214;1;2.4;512;1;0;4;4096;0;0;0.010706;NA;0.026892;0.047148;0.047147;0.11;99;81
1.33;214;1;2.4;512;1;0;4;4096;0;1;.002195;NA;.006440;.009396;.009396;1.33;214;99
1.33;214;1;2.4;512;1;0;4;8192;0;0;0.021062;NA;0.055133;0.090223;0.090222;0.22;194;83
1.33;213;1;2.4;512;1;0;4;8192;0;1;.004466;NA;.013127;.018017;.018017;1.33;213;99
1.33;213;1;2.4;512;1;0;4;40960;0;0;0.109713;NA;0.295440;0.455841;0.455840;1.11;958;85
1.33;213;1;2.4;512;1;0;4;40960;0;1;.021909;NA;.063129;.084342;.084342;1.33;213;99
1.34;213;1;2.4;512;1;0;5;4096;0;0;0.011434;NA;0.034483;0.053147;0.053146;0.11;115;84
1.35;213;1;2.4;512;1;0;5;4096;0;1;.002301;NA;.007906;.010751;.010751;1.35;213;99
1.34;213;1;2.4;512;1;0;5;8192;0;0;0.023220;NA;0.074750;0.101245;0.101244;0.23;227;87
1.34;215;1;2.4;512;1;0;5;8192;0;1;.004621;NA;.016613;.021191;.021190;1.34;215;99
1.34;214;1;2.4;512;1;0;5;40960;0;0;0.116360;NA;0.371214;0.491095;0.491094;1.15;1121;89
1.34;214;1;2.4;512;1;0;5;40960;0;1;.022525;NA;.076778;.099221;.099220;1.34;214;100
1.33;213;1;2.4;512;1;0;6;4096;0;0;0.005196;NA;0.014609;0.023402;0.023401;0.08;83;87
1.32;214;1;2.4;512;1;0;6;4096;0;1;.001170;NA;.002642;.004476;.004475;1.32;214;100
1.32;213;1;2.4;512;1;0;6;8192;0;0;0.010511;NA;0.030024;0.045175;0.045174;0.16;163;90
1.33;213;1;2.4;512;1;0;6;8192;0;1;.002392;NA;.005401;.009020;.009020;1.33;213;99
1.32;216;1;2.4;512;1;0;6;40960;0;0;0.056360;NA;0.160448;0.233254;0.233253;0.82;803;91
1.32;213;1;2.4;512;1;0;6;40960;0;1;.011965;NA;.027814;.044365;.044365;1.32;213;99
1.44;218;1;2.2;128;1;0;1;4096;0;0;0.003861;NA;0.020750;0.019481;0.019481;0.04;35;87
1.44;217;1;2.2;128;1;0;1;4096;0;1;.000913;NA;.006524;.005618;.005618;1.44;217;99
1.49;218;1;2.2;128;1;0;1;8192;0;0;0.009435;NA;0.056892;0.045955;0.045954;0.09;67;109
1.44;217;1;2.2;128;1;0;1;8192;0;1;.001910;NA;.012063;.010779;.010779;1.44;217;99
1.46;217;1;2.2;128;1;0;1;40960;0;0;0.051804;NA;0.270130;0.227150;0.227149;0.44;321;107
1.44;221;1;2.2;128;1;0;1;40960;0;1;.011930;NA;.053120;.048752;.048752;1.44;221;99
1.43;216;1;2.2;128;1;0;2;4096;0;0;0.006307;NA;0.022000;0.023328;0.023327;0.04;39;97
1.42;218;1;2.2;128;1;0;2;4096;0;1;.001348;NA;.005764;.006817;.006817;1.42;218;100
1.42;216;1;2.2;128;1;0;2;8192;0;0;0.012694;NA;0.042050;0.052722;0.052721;0.10;75;83
1.42;217;1;2.2;128;1;0;2;8192;0;1;.002851;NA;.010723;.012602;.012602;1.42;217;99
1.71;217;1;2.2;128;1;0;2;40960;0;0;0.083056;NA;0.260796;0.264570;0.264569;0.50;362;98
1.41;216;1;2.2;128;1;0;2;40960;0;1;.015539;NA;.042639;.048355;.048355;1.41;216;100
1.40;216;1;2.2;128;1;0;3;4096;0;0;0.006576;NA;0.015617;0.025972;0.025971;0.05;27;80
1.37;216;1;2.2;128;1;0;3;4096;0;1;.001351;NA;.004345;.006381;.006381;1.37;216;99
1.38;217;1;2.2;128;1;0;3;8192;0;0;0.013046;NA;0.030872;0.050677;0.050676;0.09;51;79
1.39;216;1;2.2;128;1;0;3;8192;0;1;.002823;NA;.008970;.011915;.011915;1.39;216;99
1.39;215;1;2.2;128;1;0;3;40960;0;0;0.072493;NA;0.150781;0.273412;0.273411;0.50;243;73
1.39;215;1;2.2;128;1;0;3;40960;0;1;.017220;NA;.035887;.046771;.046771;1.39;215;99
1.48;215;1;2.2;128;1;0;4;4096;0;0;0.004985;NA;0.013687;0.030230;0.030229;0.06;27;63
1.38;214;1;2.2;128;1;0;4;4096;0;1;.001312;NA;.004085;.005838;.005838;1.38;214;99
1.39;216;1;2.2;128;1;0;4;8192;0;0;0.009320;NA;0.022971;0.042488;0.042487;0.09;51;67
1.38;215;1;2.2;128;1;0;4;8192;0;1;.002664;NA;.007405;.010742;.010742;1.38;215;100
1.42;215;1;2.2;128;1;0;4;40960;0;0;0.063086;NA;0.162556;0.220034;0.220033;0.44;244;86
1.39;215;1;2.2;128;1;0;4;40960;0;1;.016365;NA;.032824;.043387;.043387;1.39;215;99
1.44;217;1;2.2;128;1;0;5;4096;0;0;0.005610;NA;0.015650;0.027743;0.027742;0.05;31;68
1.38;215;1;2.2;128;1;0;5;4096;0;1;.001361;NA;.004540;.006098;.006097;1.38;215;99
1.40;215;1;2.2;128;1;0;5;8192;0;0;0.010418;NA;0.030162;0.053092;0.053091;0.10;59;71
1.39;215;1;2.2;128;1;0;5;8192;0;1;.002871;NA;.008648;.011165;.011165;1.39;215;100
1.42;217;1;2.2;128;1;0;5;40960;0;0;0.074128;NA;0.210901;0.267963;0.267962;0.49;283;87
1.39;216;1;2.2;128;1;0;5;40960;0;1;.016967;NA;.037803;.045807;.045806;1.39;216;99
1.60;215;1;2.2;128;1;0;6;4096;0;0;0.003891;NA;0.009968;0.013589;0.013588;0.03;23;88
1.38;214;1;2.2;128;1;0;6;4096;0;1;.000737;NA;.001882;.002606;.002605;1.38;214;99
1.40;216;1;2.2;128;1;0;6;8192;0;0;0.006169;NA;0.014500;0.018487;0.018486;0.05;43;90
1.38;215;1;2.2;128;1;0;6;8192;0;1;.001564;NA;.003452;.004833;.004832;1.38;215;99
1.39;215;1;2.2;128;1;0;6;40960;0;0;0.041131;NA;0.089323;0.113173;0.113172;0.31;203;89
1.38;215;1;2.2;128;1;0;6;40960;0;1;.009496;NA;.015236;.019979;.019979;1.38;215;99
1.42;217;1;2.2;256;1;0;1;4096;0;0;0.006339;NA;0.045332;0.032556;0.032555;0.07;67;117
1.41;215;1;2.2;256;1;0;1;4096;0;1;.001275;NA;.009964;.008058;.008058;1.41;215;100
1.47;217;1;2.2;256;1;0;1;8192;0;0;0.010097;NA;0.073267;0.058760;0.058759;0.14;131;102
1.42;216;1;2.2;256;1;0;1;8192;0;1;.002732;NA;.017756;.014567;.014567;1.42;216;99
1.43;217;1;2.2;256;1;0;1;40960;0;0;0.068009;NA;0.412713;0.313551;0.313550;0.69;638;114
1.41;217;1;2.2;256;1;0;1;40960;0;1;.013494;NA;.070372;.063159;.063158;1.41;217;99
1.39;215;1;2.2;256;1;0;2;4096;0;0;0.008131;NA;0.035836;0.045507;0.045506;0.09;75;81
1.39;216;1;2.2;256;1;0;2;4096;0;1;.001836;NA;.008554;.009779;.009779;1.39;216;99
1.47;214;1;2.2;256;1;0;2;8192;0;0;0.021214;NA;0.078778;0.084082;0.084081;0.16;149;96
1.40;216;1;2.2;256;1;0;2;8192;0;1;.003958;NA;.014665;.016567;.016567;1.40;216;99
1.40;215;1;2.2;256;1;0;2;40960;0;0;0.116713;NA;0.362599;0.376202;0.376201;0.80;721;98
1.38;215;1;2.2;256;1;0;2;40960;0;1;.021149;NA;.062640;.069247;.069247;1.38;215;99
1.70;213;1;2.2;256;1;0;3;4096;0;0;0.008994;NA;0.023444;0.045905;0.045904;0.08;51;72
1.35;215;1;2.2;256;1;0;3;4096;0;1;.001962;NA;.007143;.009785;.009785;1.35;215;99
1.38;214;1;2.2;256;1;0;3;8192;0;0;0.019439;NA;0.045269;0.085089;0.085088;0.16;101;75
1.35;215;1;2.2;256;1;0;3;8192;0;1;.003985;NA;.012374;.018199;.018199;1.35;215;100
1.38;214;1;2.2;256;1;0;3;40960;0;0;0.109848;NA;0.244453;0.375796;0.375795;0.83;482;84
1.36;214;1;2.2;256;1;0;3;40960;0;1;.021773;NA;.049995;.064752;.064751;1.36;214;99
1.44;213;1;2.2;256;1;0;4;4096;0;0;0.008161;NA;0.023964;0.041220;0.041219;0.08;51;79
1.34;214;1;2.2;256;1;0;4;4096;0;1;.001849;NA;.005803;.008645;.008644;1.34;214;99
1.35;214;1;2.2;256;1;0;4;8192;0;0;0.017856;NA;0.043174;0.079585;0.079584;0.16;99;75
1.35;213;1;2.2;256;1;0;4;8192;0;1;.004002;NA;.011292;.015562;.015561;1.35;213;100
1.40;214;1;2.2;256;1;0;4;40960;0;0;0.099266;NA;0.260593;0.304483;0.304482;0.72;481;93
1.35;213;1;2.2;256;1;0;4;40960;0;1;.019659;NA;.044017;.060572;.060571;1.35;213;100
1.45;214;1;2.2;256;1;0;5;4096;0;0;0.007974;NA;0.023318;0.035293;0.035292;0.07;59;82
1.36;214;1;2.2;256;1;0;5;4096;0;1;.001978;NA;.006902;.009364;.009364;1.36;214;99
1.54;214;1;2.2;256;1;0;5;8192;0;0;0.019347;NA;0.056232;0.086675;0.086674;0.17;115;81
