nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;75;101;5;0.320722;40;~410;3.93419;8.65073
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;243;325;9;0.355175;29;~1306;3.94681;8.67579
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;363;485;11;0.386006;29;~1946;3.95559;8.69359
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;507;677;13;0.404196;31;~2714;3.96653;8.71533
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;675;901;15;0.436288;31;~3610;3.97906;8.74045
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;867;1157;17;0.478624;30;~4634;3.99337;8.76927
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;1083;1445;19;0.535563;30;~5786;4.00942;8.80134
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;1323;1765;21;0.609328;29;~7066;4.02731;8.83719
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;1587;2117;23;0.62803;29;~8474;4.04722;8.8768
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;1875;2501;25;0.700105;31;~10010;4.06865;8.91968
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;2187;2917;27;0.807507;29;~11674;4.09203;8.96649
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;2523;3365;29;0.888598;31;~13466;4.11699;9.01642
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;2883;3845;31;0.925018;29;~15386;4.14401;9.07012
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;3267;4357;33;1.05064;29;~17434;4.17271;9.12765
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;3675;4901;35;1.08366;30;~19610;4.20303;9.1885
dogecoin,dogecoincash,dogecoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;4107;5477;37;1.13392;32;~21914;4.23531;9.25296
