comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.03;234;1;8;1;0;1;4096;0;0;0.003215;NA;0.014022;0.013431;0.013429;0.02;7;100
2.98;236;1;8;1;0;2;4096;0;0;0.003646;NA;0.010661;0.012633;0.012632;0.02;6;82
2.93;236;1;8;1;0;3;4096;0;0;0.002909;NA;0.005967;0.012808;0.012807;0.02;5;67
2.90;230;1;8;1;0;4;4096;0;0;0.002914;NA;0.007416;0.010454;0.010454;0.01;5;84
2.93;232;1;8;1;0;5;4096;0;0;0.003895;NA;0.010086;0.012370;0.012369;0.02;5;90
2.92;230;1;8;1;0;6;4096;0;0;0.001923;NA;0.003798;0.004973;0.004972;0.01;5;85
3.14;234;1;64;1;0;1;4096;0;0;0.004166;NA;0.027371;0.023257;0.023256;0.04;23;106
3.12;234;1;64;1;0;2;4096;0;0;0.006839;NA;0.026243;0.028919;0.028918;0.05;23;94
3.03;232;1;64;1;0;3;4096;0;0;0.006199;NA;0.013107;0.025480;0.025479;0.05;15;73
3.00;236;1;64;1;0;4;4096;0;0;0.005591;NA;0.016805;0.023866;0.023865;0.05;15;82
3.04;237;1;64;1;0;5;4096;0;0;0.006619;NA;0.018110;0.026117;0.026116;0.05;17;82
3.03;235;1;64;1;0;6;4096;0;0;0.002822;NA;0.008028;0.010384;0.010383;0.02;13;86
