comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.06          234                1                  256       1         0         1         1000             1024        0           0           0.001474     NA          0.019742          0.260884            0.260883           0.27                 19            12
3.05          234                1                  256       1         0         1         1000             4096        0           0           0.006557     NA          0.085601          0.212201            0.212200           0.26                 67            51
3.03          235                1                  256       1         0         1         1000             8192        0           0           0.012846     NA          0.160306          0.481734            0.481733           0.57                 130           43
3.05          234                1                  256       1         0         1         800              1024        0           0           0.002225     NA          0.023660          0.269107            0.269106           0.28                 19            13
3.05          235                1                  256       1         0         1         800              4096        0           0           0.006867     NA          0.088387          0.254059            0.254058           0.31                 67            46
3.05          235                1                  256       1         0         1         800              8192        0           0           0.012915     NA          0.166981          0.464295            0.464293           0.55                 130           46
3.06          234                1                  256       1         0         1         600              1024        0           0           0.002300     NA          0.024027          0.066170            0.066169           0.08                 19            51
3.06          234                1                  256       1         0         1         600              4096        0           0           0.006732     NA          0.096110          0.435433            0.435432           0.49                 68            31
3.06          233                1                  256       1         0         1         600              8192        0           0           0.013049     NA          0.173202          0.677538            0.677537           0.78                 130           34
3.07          235                1                  256       1         0         1         400              1024        0           0           0.001989     NA          0.026483          0.093718            0.093717           0.11                 19            38
3.06          236                1                  256       1         0         1         400              4096        0           0           0.006834     NA          0.116989          0.773039            0.773039           0.83                 67            21
3.05          234                1                  256       1         0         1         400              8192        0           0           0.012844     NA          0.216232          0.982658            0.982657           1.08                 130           29
3.06          234                1                  256       1         0         1         200              1024        0           0           0.002215     NA          0.038734          0.180182            0.180181           0.20                 19            29
3.06          235                1                  256       1         0         1         200              4096        0           0           0.007061     NA          0.153674          0.823501            0.823500           0.88                 69            24
3.06          234                1                  256       1         0         1         200              8192        0           0           0.013158     NA          0.272934          1.552897            1.552896           1.65                 130           22
3.05          234                1                  256       1         0         1         100              1024        0           0           0.002008     NA          0.046809          0.363973            0.363972           0.39                 19            17
3.05          235                1                  256       1         0         1         100              4096        0           0           0.006737     NA          0.175261          1.496340            1.496339           1.55                 67            14
3.05          234                1                  256       1         0         1         100              8192        0           0           0.012937     NA          0.315557          2.856021            2.856020           2.95                 132           14
3.06          234                1                  256       1         0         1         50               1024        0           0           0.002138     NA          0.079645          0.695767            0.695766           0.71                 19            13
3.05          234                1                  256       1         0         1         50               4096        0           0           0.006789     NA          0.244614          3.194482            3.194481           3.24                 68            9
3.06          235                1                  256       1         0         1         50               8192        0           0           0.012888     NA          0.371630          5.757906            5.757905           5.86                 131           8
3.06          235                1                  256       1         0         1         30               1024        0           0           0.002146     NA          0.098979          1.210537            1.210536           1.23                 21            9
3.06          234                1                  256       1         0         1         30               4096        0           0           0.006546     NA          0.248440          4.679263            4.679262           4.73                 67            6
3.06          233                1                  256       1         0         1         30               8192        0           0           0.012904     NA          0.491857          10.451417           10.451416          10.56                130           5
3.00          233                1                  256       1         0         2         1000             1024        0           0           0.003185     NA          0.019464          0.067771            0.067770           0.09                 23            45
3.00          233                1                  256       1         0         2         1000             4096        0           0           0.012357     NA          0.069380          0.270491            0.270490           0.32                 75            38
2.99          234                1                  256       1         0         2         1000             8192        0           0           0.024270     NA          0.135103          0.511808            0.511807           0.61                 147           38
3.01          233                1                  256       1         0         2         800              1024        0           0           0.003335     NA          0.022863          0.078559            0.078558           0.10                 21            44
3.02          235                1                  256       1         0         2         800              4096        0           0           0.012493     NA          0.072185          0.322299            0.322298           0.38                 75            35
3.02          234                1                  256       1         0         2         800              8192        0           0           0.024446     NA          0.140756          0.734177            0.734176           0.84                 147           29
3.00          234                1                  256       1         0         2         600              1024        0           0           0.003081     NA          0.020361          0.104047            0.104046           0.12                 21            29
3.00          233                1                  256       1         0         2         600              4096        0           0           0.012143     NA          0.073412          0.502834            0.502833           0.56                 77            23
3.00          234                1                  256       1         0         2         600              8192        0           0           0.024746     NA          0.145136          0.945521            0.945520           1.05                 147           24
3.00          234                1                  256       1         0         2         400              1024        0           0           0.003167     NA          0.024598          0.302529            0.302528           0.33                 21            14
3.02          233                1                  256       1         0         2         400              4096        0           0           0.012568     NA          0.083767          0.703804            0.703803           0.76                 75            19
3.02          233                1                  256       1         0         2         400              8192        0           0           0.024364     NA          0.156416          1.123922            1.123921           1.23                 147           21
3.00          234                1                  256       1         0         2         200              1024        0           0           0.003013     NA          0.025263          0.282816            0.282815           0.30                 21            14
3.01          233                1                  256       1         0         2         200              4096        0           0           0.012467     NA          0.106659          1.082565            1.082564           1.14                 75            14
3.02          233                1                  256       1         0         2         200              8192        0           0           0.024489     NA          0.164733          2.168803            2.168802           2.28                 147           12
3.00          234                1                  256       1         0         2         100              1024        0           0           0.003503     NA          0.031018          0.526380            0.526379           0.54                 23            9
3.00          233                1                  256       1         0         2         100              4096        0           0           0.011866     NA          0.125192          2.124232            2.124230           2.19                 75            8
3.00          233                1                  256       1         0         2         100              8192        0           0           0.024408     NA          0.190146          4.262775            4.262774           4.37                 147           6
3.01          233                1                  256       1         0         2         50               1024        0           0           0.003486     NA          0.034544          1.046424            1.046423           1.06                 21            5
3.02          233                1                  256       1         0         2         50               4096        0           0           0.012164     NA          0.138823          4.221308            4.221306           4.29                 75            4
3.01          234                1                  256       1         0         2         50               8192        0           0           0.024312     NA          0.260301          8.451561            8.451560           8.56                 147           4
3.00          233                1                  256       1         0         2         30               1024        0           0           0.003517     NA          0.042726          1.777743            1.777743           1.80                 23            3
3.03          233                1                  256       1         0         2         30               4096        0           0           0.012483     NA          0.143034          7.008893            7.008892           7.07                 75            2
2.99          233                1                  256       1         0         2         30               8192        0           0           0.024528     NA          0.234498          15.004662           15.004662          15.11                147           2
2.95          232                1                  256       1         0         3         1000             1024        0           0           0.003339     NA          0.009081          0.066575            0.066574           0.08                 15            34
2.97          232                1                  256       1         0         3         1000             4096        0           0           0.011795     NA          0.032819          0.258038            0.258037           0.31                 51            29
2.95          233                1                  256       1         0         3         1000             8192        0           0           0.022890     NA          0.067296          0.511540            0.511539           0.62                 99            28
2.93          232                1                  256       1         0         3         800              1024        0           0           0.003210     NA          0.009760          0.071470            0.071470           0.09                 15            34
2.95          233                1                  256       1         0         3         800              4096        0           0           0.011124     NA          0.033641          0.289090            0.289089           0.34                 51            24
2.93          232                1                  256       1         0         3         800              8192        0           0           0.022790     NA          0.069787          0.575276            0.575275           0.68                 99            25
2.94          231                1                  256       1         0         3         600              1024        0           0           0.003268     NA          0.009725          0.084993            0.084992           0.10                 17            29
2.95          232                1                  256       1         0         3         600              4096        0           0           0.011883     NA          0.036064          0.346384            0.346384           0.40                 53            23
2.96          232                1                  256       1         0         3         600              8192        0           0           0.022691     NA          0.068368          0.682548            0.682547           0.78                 99            21
2.94          232                1                  256       1         0         3         400              1024        0           0           0.002893     NA          0.008311          0.118970            0.118969           0.14                 15            20
2.95          233                1                  256       1         0         3         400              4096        0           0           0.011586     NA          0.037129          0.476482            0.476482           0.53                 51            18
2.95          232                1                  256       1         0         3         400              8192        0           0           0.022834     NA          0.068795          0.954213            0.954212           1.06                 99            16
2.94          232                1                  256       1         0         3         200              1024        0           0           0.003201     NA          0.010136          0.224579            0.224578           0.24                 15            13
2.93          232                1                  256       1         0         3         200              4096        0           0           0.011859     NA          0.035810          0.908767            0.908766           0.97                 51            9
2.96          233                1                  256       1         0         3         200              8192        0           0           0.022823     NA          0.069698          1.816679            1.816678           1.92                 99            9
2.93          235                1                  256       1         0         3         100              1024        0           0           0.002766     NA          0.009649          0.437405            0.437404           0.46                 15            6
2.95          235                1                  256       1         0         3         100              4096        0           0           0.011529     NA          0.036223          1.772479            1.772478           1.84                 51            5
2.98          233                1                  256       1         0         3         100              8192        0           0           0.022871     NA          0.069394          3.554312            3.554312           3.66                 99            4
2.96          232                1                  256       1         0         3         50               1024        0           0           0.003165     NA          0.010989          0.868643            0.868642           0.89                 15            3
