nodes;program;c.domain;adv.model;protocol;partysize;compiletime(s);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);maxPhyRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;627.95;NA;NA;NA;691200;64;NA;NA;NA;680400;10809;10800;0.442226;4.49;587;96;~10;1.37162;2.73254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;648.69;NA;NA;NA;704000;64;NA;NA;NA;693000;11009;11000;0.46998;4.64;577;94;~10;1.39702;2.78314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;640.11;NA;NA;NA;716800;64;NA;NA;NA;705600;11209;11200;0.455164;4.62;578;97;~10;1.42242;2.83374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;656.15;NA;NA;NA;729600;64;NA;NA;NA;718200;11409;11400;0.482947;4.71;577;96;~10;1.44782;2.88434;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;683.28;NA;NA;NA;742400;64;NA;NA;NA;730800;11609;11600;0.440169;4.69;578;98;~10;1.47322;2.93494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;671.54;NA;NA;NA;755200;64;NA;NA;NA;743400;11809;11800;0.519479;4.91;583;96;~10;1.49862;2.98554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;697.78;NA;NA;NA;768000;64;NA;NA;NA;756000;12009;12000;0.504283;4.93;580;96;~10;1.52402;3.03614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;707.46;NA;NA;NA;780800;64;NA;NA;NA;768600;12209;12200;0.501215;4.97;581;96;~10;1.54942;3.08674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;710.70;NA;NA;NA;793600;64;NA;NA;NA;781200;12409;12400;0.517604;5.26;582;96;~10;1.57482;3.13734;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;725.62;NA;NA;NA;806400;64;NA;NA;NA;793800;12609;12600;0.519625;5.27;586;94;~10;1.60022;3.18794;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;737.47;NA;NA;NA;819200;64;NA;NA;NA;806400;12809;12800;0.525065;5.32;586;96;~10;1.62562;3.23854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;753.76;NA;NA;NA;832000;64;NA;NA;NA;819000;13009;13000;0.518652;5.26;587;97;~10;1.65102;3.28914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;759.21;NA;NA;NA;844800;64;NA;NA;NA;831600;13209;13200;0.515644;5.30;588;97;~10;1.67642;3.33974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;782.55;NA;NA;NA;857600;64;NA;NA;NA;844200;13409;13400;0.550788;5.57;587;94;~10;1.70182;3.39034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;786.47;NA;NA;NA;870400;64;NA;NA;NA;856800;13609;13600;0.508739;5.46;591;97;~10;1.72722;3.44094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;795.39;NA;NA;NA;883200;64;NA;NA;NA;869400;13809;13800;0.558809;5.58;589;97;~10;1.75262;3.49154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;817.38;NA;NA;NA;896000;64;NA;NA;NA;882000;14009;14000;0.547863;5.60;592;97;~10;1.77802;3.54214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;817.92;NA;NA;NA;908800;64;NA;NA;NA;894600;14209;14200;0.554655;6.27;599;88;~10;1.80342;3.59274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;826.55;NA;NA;NA;921600;64;NA;NA;NA;907200;14409;14400;0.54055;5.74;609;98;~10;1.82882;3.64334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;853.13;NA;NA;NA;934400;64;NA;NA;NA;919800;14609;14600;0.558799;5.92;617;96;~10;1.85422;3.69394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;869.88;NA;NA;NA;947200;64;NA;NA;NA;932400;14809;14800;0.585629;5.92;625;97;~10;1.87962;3.74454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;863.48;NA;NA;NA;960000;64;NA;NA;NA;945000;15009;15000;0.578036;5.98;632;97;~10;1.90502;3.79514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;884.28;NA;NA;NA;972800;64;NA;NA;NA;957600;15209;15200;0.60677;6.14;638;97;~10;1.93042;3.84574;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;891.12;NA;NA;NA;985600;64;NA;NA;NA;970200;15409;15400;0.598689;6.12;647;97;~10;1.95582;3.89634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;904.79;NA;NA;NA;998400;64;NA;NA;NA;982800;15609;15600;0.573134;6.20;656;97;~10;1.98122;3.94694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;42_scalable_search;FIELD;semihonest;replicated-field;3;916.71;NA;NA;NA;1011200;64;NA;NA;NA;995400;15809;15800;0.590622;6.23;664;97;~10;2.00662;3.99754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
