comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.56          217                1                  0    128       1         0         1         4096        0           0           0.004885     NA          0.047911          0.034900            0.034899           0.05                 39            134
1.67          218                1                  0    128       1         0         1         4096        0           1           .000654      NA          .007311           .007785             .007785            1.67                 218           99
1.47          218                1                  0    128       1         0         1         8192        0           0           0.007727     NA          0.101554          0.065010            0.065010           0.10                 71            132
1.59          217                1                  0    128       1         0         1         8192        0           1           .001204      NA          .014717           .014463             .014462            1.59                 217           99
1.79          219                1                  0    128       1         0         1         12288       0           0           0.013967     NA          0.165897          0.102619            0.102618           0.14                 102           146
1.63          218                1                  0    128       1         0         1         12288       0           1           .001994      NA          .025329           .020624             .020624            1.63                 218           100
1.63          218                1                  0    128       1         0         1         16384       0           0           0.014889     NA          0.211616          0.134960            0.134960           0.19                 134           135
1.74          218                1                  0    128       1         0         1         16384       0           1           .002679      NA          .040952           .026226             .026226            1.74                 218           99
1.62          218                1                  0    128       1         0         1         20480       0           0           0.024321     NA          0.286127          0.175535            0.175534           0.24                 166           146
1.69          219                1                  0    128       1         0         1         20480       0           1           .003756      NA          .044586           .031815             .031815            1.69                 219           99
1.68          218                1                  0    128       1         0         1         24576       0           0           0.015341     NA          0.267125          0.202367            0.202366           0.28                 198           112
1.64          219                1                  0    128       1         0         1         24576       0           1           .004680      NA          .053108           .037179             .037179            1.64                 219           100
1.64          218                1                  0    128       1         0         1         28672       0           0           0.033580     NA          0.393938          0.251405            0.251404           0.33                 229           143
1.45          219                1                  0    128       1         0         1         28672       0           1           .005192      NA          .065206           .044054             .044053            1.45                 219           99
1.46          219                1                  0    128       1         0         1         32768       0           0           0.040358     NA          0.447153          0.285168            0.285167           0.38                 261           142
1.45          218                1                  0    128       1         0         1         32768       0           1           .005887      NA          .080396           .050010             .050009            1.45                 218           100
1.68          218                1                  0    128       1         0         1         36864       0           0           0.045431     NA          0.518343          0.331985            0.331984           0.44                 293           143
1.47          219                1                  0    128       1         0         1         36864       0           1           .006946      NA          .081494           .056661             .056660            1.47                 219           99
1.36          217                1                  0    128       1         0         1         40960       0           0           0.044727     NA          0.602166          0.382224            0.382223           0.50                 324           143
1.70          217                1                  0    128       1         0         1         40960       0           1           .007788      NA          .098125           .065224             .065223            1.70                 217           100
1.65          216                1                  0    128       1         0         2         4096        0           0           0.007456     NA          0.042436          0.036963            0.036962           0.06                 43            115
