comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.52          233                1                  128       1         0         1         25000            40960       0           0           0.019215     NA          0.139016          0.106571            0.106570           0.27                 323           108
1.51          233                1                  128       1         0         1         25000            40960       0           1           .003371      NA          .025111           .023127             .023127            1.51                 233           99
1.52          233                1                  128       1         0         1         24500            40960       0           0           0.019501     NA          0.131622          0.096815            0.096815           0.25                 321           111
1.53          232                1                  128       1         0         1         24500            40960       0           1           .003304      NA          .022044           .022603             .022603            1.53                 232           99
1.52          231                1                  128       1         0         1         24000            40960       0           0           0.019083     NA          0.129638          0.093936            0.093936           0.24                 322           114
1.52          233                1                  128       1         0         1         24000            40960       0           1           .003352      NA          .022337           .022078             .022078            1.52                 233           100
1.48          233                1                  128       1         0         1         23500            40960       0           0           0.019372     NA          0.127326          0.095455            0.095455           0.25                 321           111
1.52          233                1                  128       1         0         1         23500            40960       0           1           .003319      NA          .022701           .022803             .022803            1.52                 233           99
1.53          233                1                  128       1         0         1         23000            40960       0           0           0.019207     NA          0.134591          0.095035            0.095034           0.25                 321           114
1.52          233                1                  128       1         0         1         23000            40960       0           1           .003335      NA          .024226           .023100             .023100            1.52                 233           99
1.50          232                1                  128       1         0         1         22500            40960       0           0           0.019122     NA          0.132188          0.093684            0.093683           0.25                 321           112
1.53          232                1                  128       1         0         1         22500            40960       0           1           .003399      NA          .027349           .024055             .024055            1.53                 232           99
1.53          232                1                  128       1         0         1         22000            40960       0           0           0.019277     NA          0.125191          0.096497            0.096496           0.25                 321           111
1.52          231                1                  128       1         0         1         22000            40960       0           1           .003425      NA          .022002           .022205             .022205            1.52                 231           100
1.51          232                1                  128       1         0         1         21500            40960       0           0           0.019319     NA          0.132531          0.098783            0.098782           0.25                 321           113
1.51          232                1                  128       1         0         1         21500            40960       0           1           .003368      NA          .025201           .023538             .023538            1.51                 232           99
1.50          233                1                  128       1         0         1         21000            40960       0           0           0.018702     NA          0.120902          0.093758            0.093757           0.24                 321           110
1.48          233                1                  128       1         0         1         21000            40960       0           1           .003374      NA          .024478           .022828             .022828            1.48                 233           99
1.53          232                1                  128       1         0         1         20500            40960       0           0           0.019244     NA          0.128274          0.095798            0.095798           0.25                 321           110
1.51          232                1                  128       1         0         1         20500            40960       0           1           .003322      NA          .022884           .023148             .023147            1.51                 232           100
1.53          233                1                  128       1         0         1         20000            40960       0           0           0.019154     NA          0.125218          0.090430            0.090429           0.24                 321           114
1.48          232                1                  128       1         0         1         20000            40960       0           1           .003381      NA          .023394           .022264             .022264            1.48                 232           99
1.50          233                1                  128       1         0         1         19500            40960       0           0           0.019286     NA          0.129182          0.093098            0.093097           0.24                 321           113
1.51          233                1                  128       1         0         1         19500            40960       0           1           .003325      NA          .029544           .025475             .025475            1.51                 233           100
1.52          232                1                  128       1         0         1         19000            40960       0           0           0.019274     NA          0.136495          0.097661            0.097660           0.24                 321           107
1.51          233                1                  128       1         0         1         19000            40960       0           1           .003250      NA          .028598           .024209             .024208            1.51                 233           100
1.50          233                1                  128       1         0         1         18500            40960       0           0           0.019176     NA          0.128021          0.095911            0.095911           0.24                 321           112
1.51          233                1                  128       1         0         1         18500            40960       0           1           .003440      NA          .022383           .022499             .022499            1.51                 233           99
1.49          231                1                  128       1         0         1         18000            40960       0           0           0.019195     NA          0.133035          0.099961            0.099960           0.26                 321           101
1.53          231                1                  128       1         0         1         18000            40960       0           1           .003303      NA          .028649           .024628             .024628            1.53                 231           99
1.51          232                1                  128       1         0         1         17500            40960       0           0           0.019123     NA          0.130148          0.094027            0.094026           0.24                 321           114
1.52          232                1                  128       1         0         1         17500            40960       0           1           .003345      NA          .027350           .026442             .026442            1.52                 232           99
1.51          233                1                  128       1         0         1         17000            40960       0           0           0.019231     NA          0.119472          0.094889            0.094888           0.24                 321           100
1.51          232                1                  128       1         0         1         17000            40960       0           1           .003354      NA          .024879           .026161             .026161            1.51                 232           99
