nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;5;0.00392005;NA;~26;0.0008;0.0024
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;10;0.0101911;NA;~101;0.0032;0.0096
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;15;0.0212367;NA;~226;0.0072;0.0216
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;20;0.0394586;NA;~401;0.0128;0.0384
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;25;0.0551246;NA;~626;0.02;0.06
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;30;0.0791112;NA;~901;0.0288;0.0864
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;35;0.131997;NA;~1226;0.0392;0.1176
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;40;0.148456;NA;~1601;0.0512;0.1536
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;45;0.214498;NA;~2026;0.0648;0.1944
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;50;0.276408;NA;~2501;0.08;0.24
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;55;0.413926;NA;~3026;0.0968;0.2904
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;60;0.400716;NA;~3601;0.1152;0.3456
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;65;0.563142;NA;~4226;0.1352;0.4056
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;70;0.707841;NA;~4901;0.1568;0.4704
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;75;0.797582;NA;~5626;0.18;0.54
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;80;0.79413;NA;~6401;0.2048;0.6144
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;85;0.97358;NA;~7226;0.2312;0.6936
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;90;1.14874;NA;~8101;0.2592;0.7776
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;95;1.35165;NA;~9026;0.2888;0.8664
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;100;1.4161;NA;~10001;0.32;0.96
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;105;1.524;NA;~11026;0.3528;1.0584
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;110;1.81191;NA;~12101;0.3872;1.1616
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;115;1.93991;NA;~13226;0.4232;1.2696
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;120;2.14645;NA;~14401;0.4608;1.3824
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;125;2.29919;NA;~15626;0.5;1.5
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;130;2.38509;NA;~16901;0.5408;1.6224
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;135;2.66;NA;~18226;0.5832;1.7496
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;140;2.88216;NA;~19601;0.6272;1.8816
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;145;3.10558;NA;~21026;0.6728;2.0184
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;150;3.25169;NA;~22501;0.72;2.16
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;155;3.49226;NA;~24026;0.7688;2.3064
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;160;3.93514;NA;~25601;0.8192;2.4576
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;165;4.03253;NA;~27226;0.8712;2.6136
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;170;4.25484;NA;~28901;0.9248;2.7744
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;175;4.56831;NA;~30626;0.98;2.94
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;180;4.92735;NA;~32401;1.0368;3.1104
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;185;5.13319;NA;~34226;1.0952;3.2856
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;190;5.53109;NA;~36101;1.1552;3.4656
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;195;5.64062;NA;~38026;1.2168;3.6504
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;200;5.94918;NA;~40001;1.28;3.84
