nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s);
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;10;1;NA;NA;NA;NA;1040;630;NA;73;10;0.104619;20;~169;2.89421;6.44146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;20;1;NA;NA;NA;NA;2080;1260;NA;143;20;0.14647;19;~309;2.90829;6.48258;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;30;1;NA;NA;NA;NA;3120;1890;NA;213;30;0.157417;20;~449;2.92237;6.5237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;40;1;NA;NA;NA;NA;4160;2520;NA;283;40;0.168014;24;~589;2.93645;6.56482;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;50;1;NA;NA;NA;NA;5200;3150;NA;353;50;0.182959;20;~729;2.95053;6.60594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;60;1;NA;NA;NA;NA;6240;3780;NA;423;60;0.24698;22;~869;2.96461;6.64706;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;70;1;NA;NA;NA;NA;7280;4410;NA;493;70;0.247842;20;~1009;2.97869;6.68818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;80;1;NA;NA;NA;NA;8320;5040;NA;563;80;0.30506;20;~1149;2.99277;6.7293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;90;1;NA;NA;NA;NA;9360;5670;NA;633;90;0.298843;20;~1289;3.00685;6.77042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;FIELD;semihonest;atlas;3;100;1;NA;NA;NA;NA;10400;6300;NA;703;100;0.37767;20;~1442;4.40763;10.6517;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
