comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.30          227                1                  0    128       1         0         1         4096        0           0           0.014736     NA          0.074336          0.056609            0.056608           0.15                 38            340
1.58          228                1                  0    128       1         0         1         4096        0           1           .002163      NA          .019284           .024729             .024728            1.58                 228           99
1.47          227                1                  0    128       1         0         1         8192        0           0           0.023783     NA          0.139299          0.103521            0.103520           0.26                 70            322
1.44          225                1                  0    128       1         0         1         8192        0           1           .004873      NA          .060270           .041550             .041550            1.44                 225           99
1.19          227                1                  0    128       1         0         1         12288       0           0           0.033930     NA          0.248035          0.177033            0.177031           0.42                 101           313
1.41          228                1                  0    128       1         0         1         12288       0           1           .008057      NA          .068350           .064087             .064086            1.41                 228           99
1.24          226                1                  0    128       1         0         1         16384       0           0           0.040852     NA          0.319914          0.232024            0.232023           0.58                 133           277
1.46          226                1                  0    128       1         0         1         16384       0           1           .011723      NA          .097617           .089646             .089645            1.46                 226           99
1.54          228                1                  0    128       1         0         1         20480       0           0           0.096905     NA          0.410125          0.307255            0.307254           0.73                 165           340
1.42          228                1                  0    128       1         0         1         20480       0           1           .015612      NA          .126924           .108893             .108892            1.42                 228           99
1.44          228                1                  0    128       1         0         1         24576       0           0           0.090412     NA          0.455042          0.337003            0.337002           0.84                 197           320
1.53          227                1                  0    128       1         0         1         24576       0           1           .017900      NA          .168852           .135596             .135595            1.53                 227           99
1.60          227                1                  0    128       1         0         1         28672       0           0           0.089818     NA          0.525075          0.368136            0.368134           0.92                 228           319
1.60          228                1                  0    128       1         0         1         28672       0           1           .019937      NA          .191731           .157318             .157317            1.60                 228           99
1.26          228                1                  0    128       1         0         1         32768       0           0           0.156195     NA          0.590739          0.448541            0.448540           1.11                 260           339
1.45          226                1                  0    128       1         0         1         32768       0           1           .025799      NA          .215596           .182246             .182245            1.45                 226           100
1.44          227                1                  0    128       1         0         1         36864       0           0           0.123442     NA          0.638753          0.444071            0.444069           1.21                 292           307
1.12          227                1                  0    128       1         0         1         36864       0           1           .029896      NA          .240490           .205115             .205115            1.12                 227           99
1.28          226                1                  0    128       1         0         1         40960       0           0           0.150708     NA          0.671917          0.493544            0.493543           1.27                 324           330
1.26          227                1                  0    128       1         0         1         40960       0           1           .034249      NA          .265696           .225527             .225526            1.26                 227           99
1.39          226                1                  0    128       1         0         2         4096        0           0           0.012520     NA          0.064304          0.063237            0.063236           0.15                 44            286
1.55          227                1                  0    128       1         0         2         4096        0           1           .003308      NA          .016483           .023390             .023390            1.55                 227           99
1.45          227                1                  0    128       1         0         2         8192        0           0           0.024090     NA          0.134828          0.133569            0.133568           0.29                 78            288
1.37          228                1                  0    128       1         0         2         8192        0           1           .007857      NA          .036651           .042187             .042187            1.37                 228           99
1.29          228                1                  0    128       1         0         2         12288       0           0           0.050863     NA          0.242200          0.203503            0.203502           0.45                 114           321
1.12          227                1                  0    128       1         0         2         12288       0           1           .013075      NA          .059746           .071305             .071304            1.12                 227           100
1.12          227                1                  0    128       1         0         2         16384       0           0           0.053967     NA          0.299271          0.269092            0.269091           0.60                 150           292
1.28          227                1                  0    128       1         0         2         16384       0           1           .018230      NA          .083168           .079950             .079949            1.28                 227           100
1.20          227                1                  0    128       1         0         2         20480       0           0           0.070191     NA          0.356671          0.308144            0.308142           0.70                 186           306
1.42          227                1                  0    128       1         0         2         20480       0           1           .023126      NA          .094487           .095959             .095958            1.42                 227           99
1.22          226                1                  0    128       1         0         2         24576       0           0           0.114343     NA          0.471656          0.437393            0.437392           0.94                 221           313
1.13          226                1                  0    128       1         0         2         24576       0           1           .030346      NA          .114658           .115280             .115279            1.13                 226           100
1.19          227                1                  0    128       1         0         2         28672       0           0           0.114396     NA          0.473546          0.441507            0.441506           1.00                 257           289
1.51          227                1                  0    128       1         0         2         28672       0           1           .034161      NA          .121460           .125296             .125295            1.51                 227           99
1.11          227                1                  0    128       1         0         2         32768       0           0           0.149771     NA          0.528700          0.511531            0.511529           1.18                 293           307
1.24          226                1                  0    128       1         0         2         32768       0           1           .040368      NA          .166612           .164133             .164132            1.24                 226           99
1.46          227                1                  0    128       1         0         2         36864       0           0           0.119102     NA          0.641447          0.534037            0.534036           1.26                 329           299
1.12          226                1                  0    128       1         0         2         36864       0           1           .049448      NA          .185930           .187021             .187021            1.12                 226           99
1.44          226                1                  0    128       1         0         2         40960       0           0           0.150453     NA          0.658739          0.557628            0.557627           1.35                 365           301
1.34          226                1                  0    128       1         0         2         40960       0           1           .050093      NA          .210988           .202806             .202806            1.34                 226           99
1.46          227                1                  0    128       1         0         3         4096        0           0           0.008558     NA          0.032044          0.066776            0.066775           0.15                 30            214
