comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.48;218;1;0;6;512;0;1;0;1;0;0;1500;81920;0;0;.003666;NA;.321306;1.535008;1.535008;1.928333;2543;123
1.50;217;1;0;6;512;0;1;0;1;0;0;1400;81920;0;0;.004450;NA;.327012;1.643936;1.643935;2.066666;2543;118
1.52;216;1;0;6;512;0;1;0;1;0;0;1300;81920;0;0;.003692;NA;.328243;1.781837;1.781837;2.203333;2543;109
1.47;216;1;0;6;512;0;1;0;1;0;0;1200;81920;0;0;.003968;NA;.324554;1.945594;1.945594;2.383333;2543;100
1.40;217;1;0;6;512;0;1;0;1;0;0;1100;81920;0;0;.004453;NA;.334012;2.134440;2.134439;2.575000;2543;96
1.38;217;1;0;6;512;0;1;0;1;0;0;1000;81920;0;0;.004725;NA;.319084;2.287555;2.287555;2.830000;2543;85
1.85;217;1;0;6;512;0;1;0;1;0;0;900;81920;0;0;.003929;NA;.318339;2.613767;2.613767;3.105000;2543;76
1.71;217;1;0;6;512;0;1;0;1;0;0;800;81920;0;0;.004747;NA;.327373;3.227422;3.227422;3.486666;2543;70
1.65;216;1;0;6;512;0;1;0;1;0;0;700;81920;0;0;.004211;NA;.356043;3.318126;3.318126;3.971666;2543;65
1.69;217;1;0;6;512;0;1;0;1;0;0;600;81920;0;0;.003649;NA;.348916;3.965478;3.965478;4.585000;2543;55
1.51;217;1;0;6;512;0;1;0;1;0;0;500;81920;0;0;.004454;NA;.386428;4.915512;4.915512;5.486666;2543;50
1.54;217;1;0;6;512;0;1;0;1;0;0;400;81920;0;0;.004470;NA;.424685;6.382865;6.382865;6.815000;2543;44
1.81;217;1;0;6;512;0;1;0;1;0;0;300;81920;0;0;.003677;NA;.495743;8.821315;8.821314;9.030000;2543;37
1.64;216;1;0;6;512;0;1;0;2;0;0;1500;81920;0;0;.007062;NA;.324284;1.688348;1.688348;2.025000;2553;120
1.60;216;1;0;6;512;0;1;0;2;0;0;1400;81920;0;0;.005360;NA;.307174;1.730349;1.730348;2.208333;2553;104
1.52;216;1;0;6;512;0;1;0;2;0;0;1300;81920;0;0;.006222;NA;.336002;1.937840;1.937840;2.315000;2553;107
1.47;217;1;0;6;512;0;1;0;2;0;0;1200;81920;0;0;.005806;NA;.307476;1.987907;1.987907;2.431666;2553;94
1.38;217;1;0;6;512;0;1;0;2;0;0;1100;81920;0;0;.007043;NA;.306697;2.313078;2.313078;2.630000;2553;88
1.49;217;1;0;6;512;0;1;0;2;0;0;1000;81920;0;0;.006679;NA;.332305;2.367563;2.367563;2.866666;2553;86
1.64;222;1;0;6;512;0;1;0;2;0;0;900;81920;0;0;.006350;NA;.342224;2.550476;2.550476;3.248333;2553;77
1.62;216;1;0;6;512;0;1;0;2;0;0;800;81920;0;0;.007144;NA;.353423;3.001827;3.001827;3.543333;2553;73
1.50;217;1;0;6;512;0;1;0;2;0;0;700;81920;0;0;.006149;NA;.331555;3.150742;3.150742;4.011666;2553;61
1.67;216;1;0;6;512;0;1;0;2;0;0;600;81920;0;0;.005440;NA;.380996;3.665085;3.665084;4.716666;2553;58
1.50;216;1;0;6;512;0;1;0;2;0;0;500;81920;0;0;.006218;NA;.394682;4.454476;4.454475;5.618333;2552;50
1.39;218;1;0;6;512;0;1;0;2;0;0;400;81920;0;0;.006159;NA;.373822;5.670545;5.670544;6.903333;2553;39
1.65;215;1;0;6;512;0;1;0;2;0;0;300;81920;0;0;.007096;NA;.458782;8.461889;8.461889;9.148333;2553;35
1.49;216;1;0;6;512;0;1;0;3;0;0;1500;81920;0;0;.004826;NA;.136627;1.641702;1.641702;2.078333;1598;62
1.47;216;1;0;6;512;0;1;0;3;0;0;1400;81920;0;0;.004380;NA;.135888;1.833160;1.833160;2.218333;1598;58
1.47;215;1;0;6;512;0;1;0;3;0;0;1300;81920;0;0;.003522;NA;.135786;1.872006;1.872006;2.306666;1598;54
1.47;216;1;0;6;512;0;1;0;3;0;0;1200;81920;0;0;.003444;NA;.135182;2.022118;2.022118;2.523333;1598;49
1.36;216;1;0;6;512;0;1;0;3;0;0;1100;81920;0;0;.003642;NA;.133147;2.299416;2.299416;2.678333;1598;46
1.68;216;1;0;6;512;0;1;0;3;0;0;1000;81920;0;0;.004341;NA;.136019;2.255977;2.255976;2.963333;1598;44
1.69;215;1;0;6;512;0;1;0;3;0;0;900;81920;0;0;.003826;NA;.135492;2.661181;2.661180;3.256666;1598;38
