comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.46;212;1;0;8;1;0;1;1024;0;0;0.000390;NA;0.003206;0.003077;0.003077;0.01;4;69
0.02;3;1;0;8;1;0;1;1024;0;1;.000064;NA;.000751;.000679;.000679;0.02;4;290
0.01;3;1;0;8;1;0;1;1024;0;2;.000022;NA;.000185;.000176;.000176;0.02;4;613
0.93;190;1;0;8;1;0;1;1024;1;0;0.000371;NA;0.003899;0.005060;0.005059;0.01;4;57
0.01;3;1;0;8;1;0;1;1024;1;1;.000060;NA;.000335;.000613;.000613;0.03;4;116
0.01;3;1;0;8;1;0;1;1024;1;2;.000030;NA;.000195;.000234;.000234;0.02;7;761
1.33;214;1;0;8;1;0;1;10240;0;0;0.003868;NA;0.018857;0.018784;0.018783;0.03;8;82
0.01;3;1;0;8;1;0;1;10240;0;1;.000623;NA;.003084;.002778;.002778;0.03;8;502
0.01;3;1;0;8;1;0;1;10240;0;2;.000213;NA;.001067;.001161;.001161;0.05;8;1037
1.21;190;1;0;8;1;0;1;10240;1;0;0.003689;NA;0.019743;0.017514;0.017513;0.03;8;93
0.01;3;1;0;8;1;0;1;10240;1;1;.000589;NA;.002708;.002457;.002457;0.03;8;463
0.01;3;1;0;8;1;0;1;10240;1;2;.000212;NA;.001101;.001158;.001158;0.05;8;1015
1.74;213;1;0;8;1;0;1;102400;0;0;0.037669;NA;0.179734;0.161709;0.161708;0.21;53;106
0.01;3;1;0;8;1;0;1;102400;0;1;.005256;NA;.035611;.036443;.036443;0.28;53;557
0.01;3;1;0;8;1;0;1;102400;0;2;.002027;NA;.018376;.019265;.019265;0.43;57;1581
0.82;189;1;0;8;1;0;1;102400;1;0;0.037700;NA;0.166528;0.160655;0.160655;0.21;53;100
0.01;3;1;0;8;1;0;1;102400;1;1;.005967;NA;.034120;.033957;.033957;0.27;53;553
0.01;3;1;0;8;1;0;1;102400;1;2;.002051;NA;.017352;.019785;.019785;0.45;53;1451
1.64;212;1;0;8;1;0;2;1024;0;0;0.000621;NA;0.003865;0.004716;0.004715;0.02;4;45
0.01;3;1;0;8;1;0;2;1024;0;1;.000128;NA;.000442;.000636;.000636;0.02;4;260
0.01;3;1;0;8;1;0;2;1024;0;2;.000038;NA;.000181;.000154;.000154;0.01;4;911
0.93;189;1;0;8;1;0;2;1024;1;0;0.000629;NA;0.004828;0.005172;0.005171;0.02;4;42
0.01;3;1;0;8;1;0;2;1024;1;1;.000175;NA;.000340;.000662;.000662;0.01;4;277
0.01;3;1;0;8;1;0;2;1024;1;2;.000035;NA;.000153;.000162;.000162;0.02;4;715
1.45;213;1;0;8;1;0;2;10240;0;0;0.005929;NA;0.018801;0.021149;0.021148;0.03;8;78
0.01;3;1;0;8;1;0;2;10240;0;1;.001018;NA;.002406;.002631;.002631;0.03;8;427
0.01;3;1;0;8;1;0;2;10240;0;2;.000332;NA;.000809;.001125;.001125;0.04;8;963
0.93;190;1;0;8;1;0;2;10240;1;0;0.006201;NA;0.017208;0.019770;0.019769;0.03;8;76
0.01;3;1;0;8;1;0;2;10240;1;1;.000994;NA;.002314;.002643;.002643;0.03;8;422
0.01;3;1;0;8;1;0;2;10240;1;2;.000333;NA;.000975;.001260;.001260;0.04;8;1071
1.32;212;1;0;8;1;0;2;102400;0;0;0.059371;NA;0.183999;0.188176;0.188175;0.26;53;97
0.01;3;1;0;8;1;0;2;102400;0;1;.008187;NA;.032739;.040910;.040910;0.33;53;475
0.01;3;1;0;8;1;0;2;102400;0;2;.003113;NA;.016889;.019912;.019912;0.48;53;1407
0.90;191;1;0;8;1;0;2;102400;1;0;0.060277;NA;0.187283;0.181315;0.181315;0.26;53;100
0.01;3;1;0;8;1;0;2;102400;1;1;.008233;NA;.025554;.038114;.038114;0.32;53;407
0.01;3;1;0;8;1;0;2;102400;1;2;.003125;NA;.016270;.019864;.019864;0.47;53;1390
1.41;212;1;0;8;1;0;3;1024;0;0;0.000448;NA;0.002443;0.005991;0.005991;0.01;4;42
0.01;3;1;0;8;1;0;3;1024;0;1;.000074;NA;.000609;.000833;.000832;0.02;4;217
0.01;3;1;0;8;1;0;3;1024;0;2;.000030;NA;.000077;.000124;.000123;0.01;7;610
0.83;191;1;0;8;1;0;3;1024;1;0;0.001053;NA;0.002179;0.004259;0.004258;0.01;4;56
0.01;3;1;0;8;1;0;3;1024;1;1;.000079;NA;.000555;.001012;.001012;0.02;4;234
0.01;3;1;0;8;1;0;3;1024;1;2;.000036;NA;.000083;.000144;.000144;0.01;4;682
1.39;211;1;0;8;1;0;3;10240;0;0;0.004395;NA;0.008541;0.019682;0.019681;0.03;6;54
0.01;3;1;0;8;1;0;3;10240;0;1;.000728;NA;.001540;.002862;.002861;0.03;8;305
0.01;3;1;0;8;1;0;3;10240;0;2;.000246;NA;.000667;.000946;.000946;0.04;8;1000
1.10;189;1;0;8;1;0;3;10240;1;0;0.004140;NA;0.008055;0.018901;0.018900;0.03;6;54
0.01;3;1;0;8;1;0;3;10240;1;1;.000703;NA;.001621;.002440;.002440;0.03;8;342
0.01;3;1;0;8;1;0;3;10240;1;2;.000244;NA;.000571;.000944;.000944;0.04;8;815
1.55;212;1;0;8;1;0;3;102400;0;0;0.037782;NA;0.069238;0.171548;0.171547;0.24;35;50
0.01;3;1;0;8;1;0;3;102400;0;1;.005912;NA;.016956;.027579;.027579;0.24;53;369
0.01;3;1;0;8;1;0;3;102400;0;2;.002255;NA;.009147;.015024;.015024;0.37;53;1060
0.82;190;1;0;8;1;0;3;102400;1;0;0.037468;NA;0.068362;0.183463;0.183462;0.25;34;47
0.01;3;1;0;8;1;0;3;102400;1;1;.006320;NA;.017855;.027394;.027393;0.24;53;393
0.01;3;1;0;8;1;0;3;102400;1;2;.002235;NA;.009914;.014930;.014930;0.37;53;1143
1.30;210;1;0;8;1;0;4;1024;0;0;0.000808;NA;0.001510;0.004170;0.004169;0.01;4;50
0.01;3;1;0;8;1;0;4;1024;0;1;.000080;NA;.000234;.000414;.000414;0.01;4;246
