nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;atlas;NA;NA;26;5;0.268819;23;~78;8.4048;21.8604
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;atlas;NA;NA;101;10;0.291433;19;~228;8.4192;21.9216
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;atlas;NA;NA;226;15;0.378091;19;~478;8.4432;22.0236
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;atlas;NA;NA;401;20;0.470908;20;~828;8.4768;22.1664
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;atlas;NA;NA;626;25;0.578103;20;~1278;8.52;22.35
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;atlas;NA;NA;901;30;0.725363;20;~1828;8.5728;22.5744
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;shamir;NA;NA;26;5;0.0318042;15;~51;0.0048;0.0204
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;shamir;NA;NA;101;10;0.0462032;15;~201;0.0192;0.0816
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;shamir;NA;NA;226;15;0.0976325;15;~451;0.0432;0.1836
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;shamir;NA;NA;401;20;0.183731;15;~801;0.0768;0.3264
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;shamir;NA;NA;626;25;0.292706;15;~1251;0.12;0.51
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semihonest;shamir;NA;NA;901;30;0.445747;16;~1801;0.1728;0.7344
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;26;5;0.024164;19;~26;0.0048;0.0336
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;101;10;0.0274725;14;~101;0.0192;0.1344
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;226;15;0.046606;14;~226;0.0432;0.3024
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;401;20;0.0771989;20;~401;0.0768;0.5376
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;626;25;0.120636;16;~626;0.12;0.84
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;901;30;0.175376;17;~901;0.1728;1.2096
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semidishonest;temi;NA;NA;26;5;0.0087551;28;~300;0.0024;0.0048
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semidishonest;temi;NA;NA;101;10;0.0318708;44;~1200;0.0096;0.0192
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;32_matrix_add;FIELD;semidishonest;temi;NA;NA;226;15;0.0672138;41;~2700;0.0216;0.0432
