comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.68;213;1;1;1;0;1;4096;0;0;0.001832;NA;0.006933;0.007630;0.007629;0.01;5;92
1.46;212;1;1;1;0;2;4096;0;0;0.002863;NA;0.011378;0.012884;0.012883;0.02;5;95
1.43;211;1;1;1;0;3;4096;0;0;0.001864;NA;0.007251;0.011176;0.011175;0.02;5;76
1.31;209;1;1;1;0;4;4096;0;0;0.001374;NA;0.005522;0.010078;0.010077;0.01;5;62
1.41;211;1;1;1;0;5;4096;0;0;0.002289;NA;0.009431;0.012488;0.012487;0.02;5;85
1.59;209;1;1;1;0;6;4096;0;0;0.000981;NA;0.002871;0.002147;0.002146;0.00;4;100
1.66;216;1;8;1;0;1;4096;0;0;0.001140;NA;0.006269;0.006964;0.006963;0.01;5;85
1.38;214;1;8;1;0;2;4096;0;0;0.002929;NA;0.009841;0.010224;0.010223;0.01;6;100
1.61;213;1;8;1;0;3;4096;0;0;0.002138;NA;0.005873;0.008864;0.008863;0.01;5;73
1.45;213;1;8;1;0;4;4096;0;0;0.001279;NA;0.005591;0.007684;0.007684;0.01;5;92
1.42;213;1;8;1;0;5;4096;0;0;0.002341;NA;0.006765;0.006792;0.006791;0.01;5;100
1.60;213;1;8;1;0;6;4096;0;0;0.001209;NA;0.002946;0.002552;0.002550;0.00;5;100
